"line","is_different_style","is_font_bigger","different_color","is_font_unique","text_case","word_count","is_number","nb_of_verbs","nb_of_nouns","nb_of_cardinal_numbers","label"
"SECTION I - HOSPITAL BENEFIT ................................................... 10","0","0","0","1","1","7","0","0","1","1","paragraph"
"SECTION J – PERSONAL BELONGINGS AND PERSONAL","0","0","0","1","1","7","0","0","3","0","paragraph"
"MONEY ............................................................................................. 10","0","0","0","1","1","3","0","0","1","0","paragraph"
"SECTION K - TRAVEL ACCIDENT .................................................. 11","0","0","0","1","1","7","0","0","1","1","paragraph"
"SECTION L - PERSONAL LIABILITY ............................................... 11","0","0","0","1","1","7","0","0","1","1","paragraph"
"SECTION M – WINTER SPORTS COVER ...................................... 11","0","0","0","1","1","8","0","0","2","1","paragraph"
"SECTION N – RENTAL CAR COLLISION DAMAGE WAIVER ........ 12","0","0","0","1","1","10","0","0","1","1","paragraph"
"SECTION O – LOCK AND KEY ........................................................ 13","0","0","0","1","1","8","0","0","3","1","paragraph"
"SECTION P – TICKET CANCELLATION ......................................... 13","0","0","0","1","1","7","0","0","2","1","paragraph"
"SECTION Q – THEFT OF HANDBAG AND/OR WALLET IN","0","0","0","1","1","9","0","0","4","0","paragraph"
"EXPLAINABLE CIRCUMSTANCES ................................................. 14","0","0","0","1","1","4","0","0","1","1","paragraph"
"SECTION R – ATM ASSAULT .......................................................... 14","0","0","0","1","1","7","0","0","2","1","paragraph"
"SECTION S – EXTENDED WARRANTY .......................................... 14","0","0","0","1","1","7","0","0","2","1","paragraph"
"CLAIMS PROCEDURE ..................................................................... 15","0","0","0","1","1","4","0","0","1","1","paragraph"
"COMPLAINTS PROCEDURE ........................................................... 16","0","0","0","1","1","4","0","0","1","1","paragraph"
"USE OF YOUR PERSONAL DATA .................................................. 16","0","0","0","1","1","7","0","0","2","1","paragraph"
"INTRODUCTION","1","1","0","1","1","1","0","1","0","0","heading"
"This document is not a contract of insurance but summarises the","0","0","0","1","3","11","0","1","3","0","paragraph"
"benefits provided to you by virtue of your holding an Ulster Bank","0","0","0","0","3","12","0","2","4","0","paragraph"
"Black MasterCard. The provision of those benefits is enabled by an","0","0","0","1","3","11","0","1","3","0","paragraph"
"insurance policy held by and issued to Ulster Bank by Inter Partner","0","0","0","1","3","12","0","2","3","0","paragraph"
"Assistance (policy number XXXX).","0","0","0","1","3","4","0","0","2","0","paragraph"
"Ulster Bank is the only policyholder under the insurance policy and","0","0","0","1","3","11","0","0","3","0","paragraph"
"only it has direct rights under the policy against the insurer. This","0","0","0","1","3","12","0","0","4","0","paragraph"
"agreement does not give you direct rights under the policy of","0","0","0","0","0","11","0","1","4","0","paragraph"
"insurance. Strict compliance with the terms and conditions of this","0","0","0","1","3","10","0","0","4","0","paragraph"
"agreement is required if you are to receive its benefit.","0","0","0","0","0","10","0","2","3","0","paragraph"
"ELIGIBILITY","0","0","0","1","1","1","0","0","1","0","heading"
"The benefits summarised in this document are dependent upon you","0","0","0","0","3","10","0","1","3","0","paragraph"
"being a valid Ulster Bank Black MasterCard Cardholder at the time","0","0","0","0","3","11","0","0","2","0","paragraph"
"of any incident giving rise to a claim. Ulster Bank will give you notice","0","0","0","0","3","14","0","3","6","0","paragraph"
"if there are any material changes to these terms and conditions or if","0","0","0","1","0","13","0","0","3","0","paragraph"
"the policy supporting the benefits available under this agreement is","0","0","0","1","0","10","0","1","3","0","paragraph"
"cancelled or expires without renewal on equivalent terms.","0","0","0","1","0","8","0","2","2","0","paragraph"
"This is your benefit guide and agreement with us. It contains details","0","0","0","0","3","12","0","1","5","0","paragraph"
"of benefits, conditions and exclusions relating to Ulster Bank Black","0","0","0","1","3","10","0","1","4","0","paragraph"
"MasterCard Cardholders and is the basis on which all claims you","0","0","0","0","3","11","0","1","3","0","paragraph"
"make will be settled.","0","0","0","1","0","4","0","3","0","0","paragraph"
"INSURER","0","1","0","1","1","1","0","0","1","0","heading"
"AXA Travel Insurance Draft Ulster Bank Black MasterCard NI - 11 2011","0","0","0","1","2","12","0","0","0","0","paragraph"
"Benefits under this policy are underwritten by Inter Partner","0","0","0","1","3","9","0","1","3","0","paragraph"
"Assistance (IPA), whose registered branch office in Ireland is 10/11","0","0","0","1","3","10","0","1","4","1","paragraph"
"Mary Street, Dublin 1, Ireland (company number 906006) and is","0","0","0","1","3","10","0","0","4","1","paragraph"
"regulated by the Central Bank of Ireland. IPA is a branch of Inter","0","0","0","1","3","13","0","1","5","0","paragraph"
"Partner Assistance SA, a Belgian firm of Avenue Louise, 166 bte1,","0","0","0","1","3","11","0","0","4","1","paragraph"
"1050, Brussels, which is authorised in Belgium by l’Autorité des","0","0","0","1","3","10","0","1","1","0","paragraph"
"Services et Marchés Financiers and is authorised and subject to","0","0","0","1","3","10","0","1","1","0","paragraph"
"limited regulation by the Financial Services Authority (FSA) in the","0","0","0","1","3","10","0","0","3","0","paragraph"
"United Kingdom. Details about the extent of the authorisation and","0","0","0","1","3","10","0","0","4","0","paragraph"
"regulation by the FSA are available from us on request. Some of the","0","0","0","0","3","13","0","0","4","0","paragraph"
"services under this Policy will be provided by AXA Travel Insurance","0","0","0","1","3","11","0","2","3","0","paragraph"
"(company number 426087), of the same Ireland address. All","0","0","0","1","3","9","0","0","2","1","paragraph"
"companies are members of the AXA Assistance Group.","0","0","0","1","3","8","0","0","3","0","paragraph"
"P OLICYHOLDER","0","1","0","1","1","2","0","0","1","0","paragraph"
"Ulster Bank Ltd, 11 - 16 Donegal Square East, Belfast BT1 5UB,","0","0","0","1","2","12","0","0","2","1","paragraph"
"Northern Ireland, United Kingdom.","0","0","0","1","2","4","0","0","2","0","paragraph"
"IMPORTANT INFORMATION","1","1","0","1","1","2","0","0","1","0","heading"
"Claims arising directly or indirectly from any pre-existing","0","0","0","0","3","8","0","1","1","0","paragraph"
"medical conditions are not covered.","0","0","0","0","0","5","0","1","1","0","paragraph"
"The benefits will not cover you when you are travelling against","0","0","0","0","3","11","0","3","3","0","paragraph"
"the advice of a medical practitioner (or would be travelling","0","0","0","0","0","10","0","2","2","0","paragraph"
"against the advice of a medical practitioner had you sought","0","0","0","0","0","10","0","1","3","0","paragraph"
"his/her advice);","0","0","0","1","0","2","0","0","1","0","paragraph"
"The benefits will not cover you when you are travelling with the","0","0","0","0","3","12","0","3","3","0","paragraph"
"intention of obtaining medical treatment or consultation abroad;","0","0","0","1","0","8","0","1","3","0","paragraph"
"The benefits will not cover you if you have any undiagnosed","0","0","0","0","3","11","0","3","3","0","paragraph"
"symptoms that require attention or investigation in the future (that","0","0","0","1","0","10","0","1","4","0","paragraph"
"is symptoms for which you are awaiting investigations or","0","0","0","0","0","9","0","1","3","0","paragraph"
"consultations, or awaiting results of investigations, where the","0","0","0","1","0","8","0","1","3","0","paragraph"
"underlying cause has not been established).","0","0","0","1","0","6","0","2","1","0","paragraph"
"If injury, illness loss, theft or damage happens you should","0","0","0","0","3","10","0","2","5","0","paragraph"
"immediately call AXA Assistance on +XXXX to report a medical","0","0","0","0","3","10","0","2","2","0","paragraph"
"emergency, request repatriation,","0","0","0","1","0","3","0","0","2","0","paragraph"
"damage.","0","0","0","1","0","1","0","0","1","0","paragraph"
"report any loss, theft or","0","0","0","1","0","5","0","1","2","0","paragraph"
"In the event of curtailment necessitating your early return home","0","0","1","0","3","10","0","1","2","0","paragraph"
"you must contact AXA Assistance. The service is available to","0","0","1","0","3","10","0","2","3","0","paragraph"
"you and operates 24 hours a day, 365 days a year for advice","0","0","1","0","0","13","0","1","2","0","paragraph"
"and assistance with your return home. AXA Assistance will","0","0","1","0","3","9","0","1","3","0","paragraph"
"arrange transport home when you have notice of serious illness,","0","0","1","0","0","10","0","1","3","0","paragraph"
"imminent demise, or death of a close relative at home.","0","0","1","0","0","10","0","0","4","0","paragraph"
"In order to be eligible to receive benefits under this Benefit","0","0","0","1","3","11","0","1","3","0","paragraph"
"Schedule for Sections B - M, you must charge 100% of the total","0","0","0","0","3","13","0","2","4","0","paragraph"
"cost of pre-booked transport and/or accommodation to your","0","0","0","0","0","8","0","1","2","0","paragraph"
"covered card, provided this is booked a minimum of 2 nights in","0","0","0","0","0","12","0","2","3","0","paragraph"
"advance.","0","0","0","1","0","1","0","0","1","0","paragraph"
"In order to be eligible to receive benefits under this benefit","0","0","0","1","3","11","0","1","3","0","paragraph"
"schedule for Sections N, P – S, you will only be covered if 100%","0","0","0","0","3","14","0","2","4","0","paragraph"
"of the total cost has been charged to the covered card:","0","0","0","0","0","11","0","1","2","0","paragraph"
"Section N – Rental Car Collision Damage Waiver – cover for","0","0","0","1","3","11","0","1","2","0","paragraph"
"vehicles hired with the covered card;","0","0","0","0","0","6","0","1","2","0","paragraph"
"Section P – Ticket Cancellation – cover for event ticket(s)","0","0","0","0","3","10","0","0","3","0","paragraph"
"purchased with the covered card;","0","0","0","0","0","5","0","1","1","0","paragraph"
"Section Q – Theft of Handbag and/or Wallet in Explainable","0","0","0","1","3","10","0","0","4","0","paragraph"
"Circumstances – cover for handbag/wallet purchased with the","0","0","0","0","3","8","0","2","2","0","paragraph"
"covered card;","1","0","0","1","0","2","0","0","1","0","paragraph"
"Section R – ATM Assault – for cash taken from the ATM machine","0","0","0","1","3","13","0","1","4","0","paragraph"
"with the covered card, and","0","0","0","0","0","5","0","0","1","0","paragraph"
"Section S – Extended Warranty","0","0","0","1","2","5","0","0","2","0","paragraph"
"purchased with the covered card.","0","0","0","0","0","5","0","1","1","0","paragraph"
"cover for eligible items","0","0","0","0","0","4","0","1","1","0","paragraph"
"These benefits will be governed by the law of England and Wales","0","0","0","1","3","12","0","2","4","0","paragraph"
"unless we have specifically agreed in writing otherwise.","0","0","0","0","0","8","0","2","1","0","paragraph"
"The maximum age limit for medical benefits in Section H –","0","0","0","1","3","11","0","0","3","0","paragraph"
"Emergency Medical and Other Expenses Abroad and Section I –","0","0","0","1","2","10","0","0","4","0","paragraph"
"Hospital Benefit and benefits related to a medical condition in","0","0","0","1","3","10","0","1","3","0","paragraph"
"Section C – Cancellation and Curtailment Charges is 75 years","0","0","0","1","3","10","0","0","2","0","paragraph"
"inclusive.","0","0","0","1","0","1","0","0","0","0","paragraph"
"You are covered worldwide for trips of 60 consecutive days. The","0","0","0","0","3","11","0","1","3","0","paragraph"
"cover is limited to a total of 183 days in any 12 month period.","0","0","0","1","0","14","0","0","4","0","paragraph"
"Trips must begin and end in the country of residence. Any trip","0","0","0","0","3","12","0","3","4","0","paragraph"
"2","0","0","0","1","2","1","1","0","0","1","paragraph"
"solely within the country of residence is only covered where","0","0","0","0","0","10","0","1","2","0","paragraph"
"you have pre - booked at least two nights’ accommodation in a","0","0","0","0","0","12","0","3","2","0","paragraph"
"hotel, motel, holiday camp, bed and breakfast, holiday cottage or","0","0","0","1","0","10","0","0","6","0","paragraph"
"similar accommodation rented for a fee.","0","0","0","1","0","6","0","1","2","0","paragraph"
"DEFINITIONS","1","1","0","1","1","1","0","0","1","0","heading"
"Any word or expression to which a specific meaning has been","0","0","0","1","3","11","0","0","2","0","paragraph"
"attached will bear the same meaning throughout this Benefit","0","0","0","1","3","9","0","3","2","0","paragraph"
"Schedule and is highlighted in bold print.","0","0","0","1","3","7","0","1","2","0","paragraph"
"You/your/beneficiary(ies)","1","0","0","1","2","1","0","0","1","0","heading"
"the Cardholder and his/her spouse or legal partner (any couple,","0","0","0","0","3","10","0","0","4","0","paragraph"
"including same-sex, in a common law relationship living permanently","0","0","0","1","0","9","0","2","2","0","paragraph"
"at the same address), their children, aged under 25 who are","0","0","0","1","0","11","0","1","3","0","paragraph"
"financially dependent (according to the regulations of the country of","0","0","0","0","0","10","0","1","2","0","paragraph"
"residence) on the Cardholder,","0","0","0","0","3","4","0","0","2","0","paragraph"
"residence.","1","0","0","1","0","1","0","0","1","0","heading"
"all living in the country of","0","0","0","0","0","6","0","1","1","0","paragraph"
"Beneficiaries are covered for benefits when travelling independently","0","0","0","0","3","8","0","2","2","0","paragraph"
"of one another with the exception of:","0","0","0","1","0","7","0","0","1","0","paragraph"
"Section E – Delayed Departure/Abandonment;","0","0","0","1","2","5","0","2","1","0","paragraph"
"Section D – Missed Departure/Missed Connection","0","0","0","1","2","6","0","0","2","0","paragraph"
"Section J – Personal Belongings and Personal Money","0","0","0","1","2","8","0","0","3","0","paragraph"
"where all beneficiaries must be travelling on the trip with and to the","0","0","0","0","0","13","0","2","2","0","paragraph"
"same destination as the Cardholder.","0","0","0","0","3","5","0","0","2","0","paragraph"
"The maximum age limit for medical benefits in Section H –","0","0","0","1","3","11","0","0","3","0","paragraph"
"Emergency Medical and Other Expenses Abroad and Section I –","0","0","0","1","2","10","0","0","4","0","paragraph"
"Hospital Benefit and benefits related to a medical condition in","0","0","0","1","3","10","0","1","3","0","paragraph"
"Section C – Cancellation","0","0","0","1","2","4","0","0","2","0","paragraph"
"inclusive.","0","0","0","1","0","1","0","0","0","0","paragraph"
"We/us/our","1","0","0","1","2","1","0","0","1","0","heading"
"and Curtailment Charges is 75 years","0","0","0","1","3","6","0","0","2","0","paragraph"
"Inter Partner Assistance, 10/11 Mary Street, Dublin 1, Ireland","0","0","0","1","2","9","0","0","3","1","paragraph"
"and/or Inter Partner Assistance SA (IPA), Avenue Louise, 166 bte1,","0","0","0","1","3","10","0","0","2","1","paragraph"
"1050, Brussels, Belgium and/or AXA Travel Insurance of the same","0","0","0","1","3","10","0","0","0","0","paragraph"
"Irish address. All companies are members of the AXA Assistance","0","0","0","1","3","10","0","0","4","0","paragraph"
"Group.","0","0","0","1","2","1","0","0","1","0","paragraph"
"Adverse weather conditions","1","0","0","1","3","3","0","0","1","0","heading"
"rain, wind, fog, thunder or lightening storm, flood, snow, sleet, hail,","0","0","0","1","0","11","0","1","9","0","paragraph"
"hurricane, cyclone, tornado or tropical storm which is not caused by","0","0","0","1","0","11","0","1","4","0","paragraph"
"or has not originated from a geological or catastrophic event such as","0","0","0","1","0","12","0","1","1","0","paragraph"
"but not limited to an earthquake, volcano or tsunami.","0","0","0","1","0","9","0","1","3","0","paragraph"
"AXA Assistance","1","0","0","1","2","2","0","0","1","0","heading"
"the service provider, arranged by AXA Travel Insurance 10/11","0","0","0","1","3","9","0","1","1","1","paragraph"
"Mary Street, Dublin 1, Ireland (company number 426087).","0","0","0","1","3","8","0","0","4","1","paragraph"
"Benefit Table","1","0","0","1","2","2","0","0","1","0","heading"
"the table listing the benefit amounts on page 1 and 2.","0","0","0","1","0","11","0","2","2","2","paragraph"
"Bodily injury","1","0","0","1","3","2","0","0","1","0","heading"
"an identifiable physical injury caused by a sudden, violent, external,","0","0","0","1","0","10","0","1","1","0","paragraph"
"unexpected specific event. Injury as a result of your unavoidable","0","0","0","0","3","10","0","0","3","0","paragraph"
"exposure to the elements shall be deemed to be a bodily injury.","0","0","0","0","0","12","0","2","3","0","paragraph"
"Cardholder","1","0","0","1","2","1","0","0","1","0","heading"
"the holder of a covered card, the card being valid and the account","0","0","0","0","0","13","0","0","4","0","paragraph"
"in good standing at the time of the incident.","0","0","0","1","0","9","0","0","3","0","paragraph"
"Close business associate","1","0","0","1","3","3","0","1","1","0","heading"
"any person whose absence from business for one or more","0","0","0","1","0","10","0","0","2","0","paragraph"
"complete days at the same time as your absence prevents the","0","0","0","0","0","11","0","1","3","0","paragraph"
"proper continuation of that business.","0","0","0","1","0","5","0","0","2","0","paragraph"
"Close relative","1","0","0","1","3","2","0","0","0","0","heading"
"mother, father, sister, brother, spouse, partner or fiancé/fiancée or","0","0","0","1","0","9","0","0","7","0","paragraph"
"Common-Law Partner (any couple, including same-sex, in a common","0","0","0","1","3","9","0","1","3","0","paragraph"
"law relationship living permanently at the same address) daughter,","0","0","0","1","0","9","0","1","3","0","paragraph"
"son, including adopted daughter or son), grandparent, grandchild,","0","0","0","1","0","8","0","2","4","0","paragraph"
"parent-in-law, son-in-law, daughter-in-law, sister-in-law, brother-in-","0","0","0","1","0","5","0","0","8","0","paragraph"
"AXA Travel Insurance Draft Ulster Bank Black MasterCard NI - 11 2011","0","0","0","1","2","12","0","0","0","0","paragraph"
"law, step parent, step child, step sister, step brother, foster child,","0","0","0","1","0","11","0","0","6","0","paragraph"
"legal guardian, legal ward, of the Cardholder.","0","0","0","0","3","7","0","0","3","0","paragraph"
"Country of residence","1","0","0","1","3","3","0","0","2","0","heading"
"the country in which you legally reside.","0","0","0","0","0","7","0","1","2","0","paragraph"
"Covered card","1","0","0","1","2","2","0","1","1","0","heading"
"a Black MasterCard, issued by Ulster Bank, the card being valid,","0","0","0","1","3","11","0","1","3","0","paragraph"
"not being in arrears and the account in good standing at the time of","0","0","0","1","0","14","0","0","4","0","paragraph"
"the incident.","0","0","0","1","0","2","0","0","1","0","paragraph"
"Curtailment / curtail","1","0","0","1","3","3","0","0","1","0","heading"
"cutting short your trip outside the country of residence by","0","0","1","0","0","10","0","1","3","0","paragraph"
"returning home due to an emergency authorised by us.","0","0","1","0","0","9","0","2","2","0","paragraph"
"Fellow traveller","1","0","0","1","3","2","0","0","1","0","heading"
"friends, associates or companions of the Cardholder, each of","0","0","1","0","3","9","0","0","4","0","paragraph"
"whom have been invited by the Cardholder and are travelling on the","0","0","1","0","3","12","0","2","2","0","paragraph"
"same trip. The fellow traveller is subject to all terms, conditions and","0","0","1","0","3","12","0","0","4","0","paragraph"
"exclusions of these benefits,","0","0","1","1","0","4","0","0","2","0","paragraph"
"applicable.","0","0","1","1","0","1","0","0","0","0","paragraph"
"Home","1","0","0","1","2","1","0","0","1","0","heading"
"as those of a beneficiary, where","0","0","1","0","0","6","0","0","1","0","paragraph"
"your normal place of residence in your country of residence.","0","0","0","0","0","10","0","0","4","0","paragraph"
"Loss of limb","1","0","1","1","2","3","0","0","2","0","heading"
"loss by physical severance, or the total and irrecoverable","0","0","1","1","0","9","0","0","2","0","paragraph"
"permanent loss of use or function of, an arm at or above the wrist","0","0","1","1","0","14","0","0","5","0","paragraph"
"joint, or a leg at or above the ankle joint.","0","0","1","1","0","10","0","0","2","0","paragraph"
"Loss of sight","1","0","1","1","3","3","0","0","2","0","heading"
"total and irrecoverable loss of sight in one or both eye(s); this is","0","0","1","1","0","13","0","0","2","0","paragraph"
"considered to have occurred if the degree of sight remaining after","0","0","1","1","0","11","0","3","2","0","paragraph"
"correction is 3/60 or less on the Snellen scale. (This means being","0","0","1","1","3","12","0","1","2","0","paragraph"
"able to see at 3 feet or less what you should see at 60 feet.)","0","0","1","0","0","15","0","3","4","0","paragraph"
"Medical condition(s)","1","0","0","1","3","2","0","0","1","0","heading"
"any medical or psychological disease, sickness, condition, illness","0","0","0","0","0","8","0","0","1","0","paragraph"
"or injury that has affected you or any close relative, travelling","0","0","0","0","0","11","0","2","3","0","paragraph"
"companion or person with whom you intend to stay whilst on your","0","0","0","0","0","12","0","2","4","0","paragraph"
"trip.","1","0","0","1","0","1","0","0","1","0","paragraph"
"Medical emergency","1","0","0","1","3","2","0","0","1","0","heading"
"a bodily injury or sudden and unforeseen illness suffered by you","0","0","0","0","0","11","0","1","3","0","paragraph"
"while you are on a trip outside the country of residence and a","0","0","0","0","0","13","0","0","4","0","paragraph"
"registered medical practitioner tells you that you need immediate","0","0","0","0","0","9","0","2","3","0","paragraph"
"medical treatment or medical attention.","0","0","0","1","0","5","0","0","2","0","paragraph"
"Medical practitioner","1","0","0","1","3","2","0","0","1","0","heading"
"a legally licensed member of the medical profession, recognised by","0","0","0","0","0","10","0","2","2","0","paragraph"
"the law of the country where treatment is provided and who, in","0","0","0","1","0","12","0","1","3","0","paragraph"
"rendering such treatment is practising within the scope of his/her","0","0","0","1","0","10","0","2","2","0","paragraph"
"licence and training, and who is not related to you or any travelling","0","0","0","0","0","13","0","1","5","0","paragraph"
"companion.","0","0","0","1","0","1","0","0","1","0","paragraph"
"Mugging","1","0","0","1","2","1","0","1","0","0","heading"
"a violent, threatening attack by an unknown third party causing","0","0","1","1","0","10","0","0","2","0","paragraph"
"actual bodily harm.","0","0","1","1","0","3","0","0","1","0","paragraph"
"Pair or set","1","0","0","1","2","3","0","1","1","0","heading"
"items of personal belongings or valuables forming part of a set","0","0","1","0","0","11","0","1","5","0","paragraph"
"or which are normally used together.","0","0","1","1","0","6","0","1","0","0","paragraph"
"Period of cover","1","0","0","1","3","3","0","0","2","0","heading"
"cover begins for any trip commencing on or after 01/01/2012.","0","0","0","0","0","10","0","2","2","0","paragraph"
"Cover will end when the card account is terminated or when these","0","0","0","1","3","12","0","3","2","0","paragraph"
"benefits are cancelled or expire.","0","0","0","1","0","5","0","2","1","0","paragraph"
"The period of any trip may not exceed 60 consecutive days. The","0","0","0","0","3","12","0","2","3","0","paragraph"
"cover is limited to a total of 183 days outside of the country of","0","0","0","0","0","14","0","0","4","0","paragraph"
"3","0","0","0","1","2","1","1","0","0","1","paragraph"
"residence in any 12 month period. Trips must begin and end in the","0","0","0","0","3","13","0","3","3","0","paragraph"
"country of residence.","1","0","0","1","0","3","0","0","2","0","heading"
"Under Section C – Cancellation cover shall be operative from the","0","0","0","1","3","11","0","1","2","0","paragraph"
"time you pay for the trip and ceases upon commencement of your","0","0","0","0","0","12","0","1","5","0","paragraph"
"trip. For all other sections of the Benefit Schedule, the benefits","0","0","0","0","3","11","0","0","3","0","paragraph"
"commence when you leave your home or hotel, or your place of","0","0","0","0","0","12","0","1","5","0","paragraph"
"business (whichever is the later) to commence the trip and","0","0","0","0","0","10","0","1","2","0","paragraph"
"terminates at the time you return to your home, hotel or place of","0","0","0","0","0","13","0","1","6","0","paragraph"
"business (whichever is the earlier) on completion of the trip.","0","0","0","0","0","10","0","0","3","0","paragraph"
"Extension to the period of cover","0","0","0","0","3","6","0","0","3","0","paragraph"
"The period of cover is automatically extended for the period of the","0","0","0","0","3","12","0","1","3","0","paragraph"
"delay in the event that your return to your country of residence is","0","0","0","0","0","13","0","1","4","0","paragraph"
"unavoidably delayed due to an","0","0","0","1","0","5","0","1","0","0","paragraph"
"Schedule.","0","0","0","1","2","1","0","0","1","0","paragraph"
"Permanent total disablement","1","0","0","1","3","3","0","0","1","0","heading"
"event covered by this Benefit","0","0","0","1","3","5","0","1","2","0","paragraph"
"disablement which, having lasted for a period of at least 12","0","0","0","1","0","11","0","2","2","1","paragraph"
"consecutive months from the date of occurrence will, in the opinion of","0","0","0","1","0","12","0","1","4","0","paragraph"
"an independent qualified specialist, prevents you from engaging in,","0","0","0","0","0","9","0","2","2","0","paragraph"
"or giving any attention to,","0","0","0","1","0","5","0","1","1","0","paragraph"
"remainder of your life.","0","0","0","0","0","4","0","0","2","0","paragraph"
"Personal belongings","1","0","0","1","3","2","0","0","1","0","heading"
"any business or occupation for the","0","0","0","1","0","6","0","0","2","0","paragraph"
"baggage, clothing, personal effects, and other articles which belong","0","0","0","1","0","9","0","1","4","0","paragraph"
"to you and are worn, used or carried by you during any trip.","0","0","0","0","0","13","0","3","3","0","paragraph"
"Personal money","1","0","0","1","3","2","0","0","1","0","heading"
"bank notes, currency notes and coins in current use, travellers’ and","0","0","0","1","0","11","0","0","5","0","paragraph"
"other cheques, postal or money orders, pre-paid coupons or","0","0","0","1","0","9","0","1","2","0","paragraph"
"vouchers, travel tickets, hotel vouchers, all held for private purposes.","0","0","0","1","0","10","0","2","4","0","paragraph"
"Pre-existing medical condition(s)","1","0","0","1","3","3","0","2","1","0","heading"
"any past or current medical condition that has given rise to","0","0","0","0","0","11","0","1","2","0","paragraph"
"symptoms or for which any form of treatment or prescribed","0","0","0","1","0","10","0","1","3","0","paragraph"
"medication, medical consultation, investigation or follow-","0","0","0","1","0","6","0","0","4","0","paragraph"
"up/check-up has been required or received during the 2 years","0","0","0","1","0","10","0","2","2","0","paragraph"
"prior to the commencement of cover under this policy and/or prior","0","0","0","1","0","11","0","0","3","0","paragraph"
"to any trip: and","0","0","0","0","0","4","0","0","1","0","paragraph"
"any cardiovascular or circulatory condition (e.g. heart condition,","0","0","0","1","0","8","0","0","2","0","paragraph"
"hypertension, blood clots, raised cholesterol, stroke, aneurysm)","0","0","0","1","0","7","0","1","4","0","paragraph"
"that has occurred at any time prior to commencement of cover","0","0","0","1","0","11","0","1","3","0","paragraph"
"under this policy and/or prior to any trip.","0","0","0","0","0","8","0","0","2","0","paragraph"
"Public transport","1","0","0","1","3","2","0","0","1","0","heading"
"any publicly licensed aircraft, sea vessel, train or coach on which","0","0","0","1","0","11","0","1","4","0","paragraph"
"you are booked to travel.","0","0","0","0","0","5","0","2","1","0","paragraph"
"Ski equipment","1","0","0","1","3","2","0","0","1","0","heading"
"skis (including bindings), ski boots, snowboard boots, ski poles and","0","0","0","1","0","10","0","1","5","0","paragraph"
"snowboards.","0","0","0","1","0","1","0","0","1","0","paragraph"
"Ski pack","1","0","0","1","2","2","0","0","1","0","heading"
"Ski lift pass, ski school fees and hired ski equipment, all pre-paid.","0","0","0","1","3","12","0","2","3","0","paragraph"
"Sports and activities","1","0","0","1","3","3","0","0","2","0","heading"
"the activities listed on page 6 for which your participation in during","0","0","0","0","0","12","0","1","2","1","paragraph"
"your trip is not the sole or main reason for your trip.","0","0","0","0","0","12","0","0","3","0","paragraph"
"Strike or industrial action","1","0","0","1","3","4","0","0","2","0","heading"
"any form of industrial action which is carried out with the intention","0","0","0","1","0","12","0","1","3","0","paragraph"
"of stopping, restricting or interfering with the production of goods or","0","0","0","1","0","11","0","3","2","0","paragraph"
"provision of services.","0","0","0","1","0","3","0","0","2","0","paragraph"
