"line","is_different_style","is_font_bigger","different_color","is_font_unique","text_case","word_count","is_number","nb_of_verbs","nb_of_nouns","nb_of_cardinal_numbers","label"
"These elements are covered in depth throughout this guide.","0","0","0","1","3","9","0","1","3","0","paragraph"
"How to Use This Guide","1","1","0","1","2","5","0","1","1","0","heading"
"This guide is intended for those who are designing and developing Windows-based","0","0","0","1","3","12","0","4","2","0","paragraph"
"software. It may also be appropriate for those interested in a better understanding of","0","0","0","1","3","14","0","2","3","0","paragraph"
"the Windows environment and the human-computer interface principles it supports.","0","0","0","1","3","10","0","2","3","0","paragraph"
"The content of the guide covers the following areas.","0","0","0","1","3","9","0","2","3","0","paragraph"
"Basic design principles and process ⎯ fundamental design philosophy,","0","1","0","0","3","9","0","0","3","0","paragraph"
"assumptions about human behavior, design methodology, and concepts","0","1","0","1","0","8","0","0","4","0","paragraph"
"embodied in the interface.","0","1","0","1","0","4","0","1","1","0","paragraph"
"Interface elements ⎯ descriptive information about the various components in","0","1","0","0","3","10","0","1","3","0","paragraph"
"the interface as well as when and how to use them.","0","1","0","1","0","11","0","1","2","0","paragraph"
"Design details ⎯ specific information about the details of effective design and","0","1","0","0","3","12","0","1","4","0","paragraph"
"style when using the elements of the interface.","0","1","0","1","0","8","0","1","3","0","paragraph"
"Additional information ⎯ summaries and tables of topics included in the guide","0","1","0","0","3","12","0","1","4","0","paragraph"
"for quick reference, a bibliography of works related to interface design, a","0","1","0","1","0","12","0","1","3","0","paragraph"
"comprehensive word list translated into 27 languages to assist in product","0","1","0","1","0","11","0","2","3","1","paragraph"
"localization, a glossary of terms defined in the guide, and an index.","0","1","0","1","0","12","0","1","5","0","paragraph"
"This guide focuses on the design and rationale of the user interface. Although an","0","0","0","1","3","14","0","1","4","0","paragraph"
"occasional technical reference is included, this guide does not generally cover detailed","0","0","0","1","0","12","0","3","2","0","paragraph"
"information about technical implementation or application programming interfaces","0","0","0","1","0","8","0","0","3","0","paragraph"
"(APIs), because there are many different types of development tools that you can use","0","0","0","1","3","14","0","2","3","0","paragraph"
"to develop software for Windows. The documentation included with the Microsoft®","0","0","0","1","3","11","0","2","4","0","paragraph"
"Win32® Software Development Kit (SDK) is one source of information on specific","0","0","0","1","3","12","0","0","5","0","paragraph"
"APIs.","0","0","0","1","2","1","0","0","1","0","paragraph"
"How to Apply the Guidelines","1","1","0","1","2","5","0","1","1","0","heading"
"This guide promotes visual and functional consistency within and across the Windows","0","0","0","1","3","12","0","1","3","0","paragraph"
"operating system. Although following these guidelines is encouraged, you are free to","0","0","0","1","3","12","0","2","3","0","paragraph"
"adopt the guidelines that best suit your software. However, you and your customers","0","0","0","1","3","13","0","2","2","0","paragraph"
"will benefit if, by following these guidelines, you enable users to transfer their skills","0","0","0","1","0","14","0","5","4","0","paragraph"
"and experience from one task to the next and to learn new tasks easily. The data-","0","0","0","1","3","16","0","2","3","0","paragraph"
"centered design environment begins to break down the lines between traditional","0","0","0","1","0","11","0","3","2","0","paragraph"
"application domains. Inconsistencies in the interface become more obvious and more","0","0","0","1","3","11","0","1","3","0","paragraph"
"distracting to users.","0","0","0","1","0","3","0","1","1","0","paragraph"
"Conversely, adhering to the design guidelines does not guarantee usability. The","0","0","0","1","3","11","0","2","2","0","paragraph"
"guidelines are valuable tools, but they must be combined with other factors as part of","0","0","0","1","0","15","0","2","5","0","paragraph"
"an effective software design process, such factors as application of design principles,","0","0","0","1","0","12","0","0","4","0","paragraph"
"task analysis, prototyping, and usability evaluation.","0","0","0","1","0","6","0","0","4","0","paragraph"
"You may extend these guidelines, provided that you do so in the spirit of the principles","0","0","0","1","3","16","0","3","5","0","paragraph"
"on which they are based, and maintain a reasonable level of consistency with the","0","0","0","1","0","14","0","2","3","0","paragraph"
"visual and behavioral aspects of the Windows interface. In general, avoid adding new","0","0","0","1","3","13","0","2","2","0","paragraph"
"elements or behaviors unless the interface does not otherwise support them. More","0","0","0","1","3","12","0","1","4","0","paragraph"
"importantly, avoid changing an existing behavior for common elements. A user builds","0","0","0","1","3","12","0","4","3","0","paragraph"
"up expectations about the workings of an interface. Inconsistencies not only confuse","0","0","0","1","3","12","0","0","4","0","paragraph"
"the user, they also add unnecessary complexity.","0","0","0","1","0","7","0","1","2","0","paragraph"
"These guidelines supersede those issued for Windows version 3.1 and all previous","0","0","0","1","3","12","0","2","2","1","paragraph"
"releases and are specific to the development of applications designed for Microsoft®","0","0","0","1","3","12","0","1","4","0","paragraph"
"Windows® 95, Microsoft® Windows NT™ Workstation 3.51 (and Microsoft®","0","0","0","1","2","9","0","0","5","1","paragraph"
"Windows NT Server 3.51), and later releases. There is no direct relationship between","0","0","0","1","3","13","0","0","3","1","paragraph"
"these guidelines and those provided for other operating systems.","0","0","0","1","0","9","0","1","2","0","paragraph"
"Notational Conventions","1","1","0","1","2","2","0","0","1","0","heading"
"The following notational conventions are used throughout this guide.","0","0","0","1","3","9","0","2","2","0","paragraph"
"Convention","1","0","0","1","2","1","0","0","1","0","heading"
"SMALL CAPITAL LETTERS","0","0","0","1","1","3","0","0","1","0","paragraph"
"KEY+KEY","0","0","0","1","1","1","0","0","1","1","paragraph"
"KEY,KEY","0","0","0","1","1","1","0","0","1","0","paragraph"
"Italic text","0","0","0","1","2","2","0","0","1","0","paragraph"
"Bold text","1","0","0","1","2","2","0","0","1","0","paragraph"
"Monospace text","0","0","0","1","2","2","0","0","1","0","paragraph"
"[ ]","0","0","0","1","2","2","0","0","0","0","paragraph"
"Used for","1","0","0","1","2","2","0","1","0","0","paragraph"
"Names of keys on the keyboard ⎯ for example, SHIFT,","0","0","0","0","3","10","0","0","6","0","paragraph"
"CTRL, or ALT.","0","0","0","0","2","3","0","0","2","0","paragraph"
"Key combinations for which the user must press and hold","0","0","0","1","3","10","0","3","2","0","paragraph"
"down one key and then press another ⎯ for example,","0","0","0","0","0","10","0","1","3","1","paragraph"
"CTRL+P or ALT+F4.","0","0","0","0","2","3","0","0","2","0","paragraph"
"Key sequences for which the user must press and release","0","0","0","1","3","10","0","3","2","0","paragraph"
"one key and then press and release another ⎯ for example,","0","0","0","0","0","11","0","1","4","1","paragraph"
"ALT,SPACEBAR.","0","0","0","1","1","1","0","0","2","0","paragraph"
"New terms and variable expressions, such as parameters.","0","0","0","1","3","8","0","0","3","0","paragraph"
"Win32 API keywords.","0","0","0","1","3","3","0","0","1","0","paragraph"
"Examples of registry entries.","0","0","0","1","3","4","0","0","2","0","paragraph"
"Optional information.","0","0","0","1","3","2","0","0","1","0","paragraph"
"Cross-references to related topics are shown in the margin. Special notes about","0","0","0","1","3","12","0","1","4","0","paragraph"
"material are shown in line.","0","0","0","1","0","5","0","1","2","0","paragraph"
"C H A P T E R","1","1","0","1","1","7","0","0","1","0","paragraph"
"1","0","0","0","1","2","1","1","0","0","1","paragraph"
"1","1","1","0","1","2","1","1","0","0","1","paragraph"
"Design Principles and Methodology","1","1","0","1","2","4","0","0","2","0","heading"
"A well-designed user interface is built on principles and a development process that centers on users and their tasks.","0","0","0","1","3","19","0","3","5","0","paragraph"
"This chapter summarizes the basic principles of the interface design for Microsoft Windows. It also includes","0","0","0","1","3","16","0","2","5","0","paragraph"
"techniques and methodologies employed in an effective human-computer interface design process.","0","0","0","1","0","11","0","1","3","0","paragraph"
"User-Centered Design Principles","1","1","0","1","2","3","0","1","1","0","heading"
"The information in this section describes the design principles on which Windows and the guidelines in this book are","0","0","0","1","3","19","0","1","6","0","paragraph"
"based. You will find these principles valuable when designing software for Windows.","0","0","0","1","3","12","0","4","4","0","paragraph"
"User in Control","1","1","0","1","2","3","0","0","2","0","heading"
"An important principle of user interface design is that the user should always feel in control of the software, rather","0","0","0","1","3","20","0","2","5","0","paragraph"
"than feeling controlled by the software. This principle has a number of implications.","0","0","0","1","3","13","0","2","4","0","paragraph"
"T he first implication is the operational assumption that actions are started not by the computer or the software but by","0","0","0","1","3","21","0","1","6","0","paragraph"
"the user, a user who plays an active, rather than reactive, role. Task automation and constraints are still possible, but","0","0","0","1","3","20","0","2","6","0","paragraph"
"you should implement them in a balanced way that allows the user freedom of choice.","0","0","0","1","0","15","0","3","5","0","paragraph"
"T he second implication is that users, because of their widely varying skills and preferences, must be able to","0","0","0","1","3","19","0","2","5","0","paragraph"
"customize aspects of the interface. The system software provides user access to many of these aspects. Your software","0","0","0","1","3","18","0","2","6","0","paragraph"
"should reflect user settings for different system properties such as color, fonts, or other options.","0","0","0","1","0","15","0","2","5","0","paragraph"
"T he final implication is that your software should be as interactive and responsive as possible. Avoid modes","0","0","0","1","3","18","0","2","4","0","paragraph"
"whenever possible. A mode is a state that excludes general interaction or otherwise limits the user to specific","0","0","0","0","3","18","0","2","4","0","paragraph"
"interactions. When a mode is the only or the best design alternative⎯for example, for selecting a particular tool in a","0","0","0","1","3","20","0","1","5","0","paragraph"
"drawing program⎯make certain the mode is obvious, visible, the result of an explicit user choice, and easy to","0","0","0","1","0","18","0","0","5","0","paragraph"
"cancel.","0","0","0","1","0","1","0","1","0","0","paragraph"
"For information about applying the design principle of user in control, see Chapter 4, ""Input Basics,"" and Chapter 5,","0","0","0","1","3","19","0","2","6","0","paragraph"
"""General Interaction Techniques."" These chapters cover the basic forms of interaction your software should support.","0","0","0","1","3","15","0","3","5","0","paragraph"
"Directness","1","1","0","1","2","1","0","0","1","0","heading"
"Design your software so that users can directly manipulate software representations of information. Whether","0","0","0","1","3","14","0","3","4","0","paragraph"
"dragging an object to relocate it or navigating to a location in a document, users should see how the actions they take","0","0","0","1","0","22","0","6","6","0","paragraph"
"affect the objects on the screen. Visibility of information and choices also reduce the user's mental workload. Users","0","0","0","1","3","18","0","2","7","0","paragraph"
"can recognize a command easier than they can recall its syntax.","0","0","0","1","0","11","0","4","3","0","paragraph"
"Familiar metaphors provide a direct and intuitive interface to user tasks. By allowing users to transfer their","0","0","0","1","3","17","0","4","4","0","paragraph"
"knowledge and experience, metaphors make it easier to predict and learn the behaviors of software-based","0","0","0","1","0","15","0","4","3","0","paragraph"
"representations.","0","0","0","1","0","1","0","0","1","0","paragraph"
"When using metaphors, you need not limit a computer-based implementation to its ""real world"" counterpart. For","0","0","0","1","3","16","0","4","4","0","paragraph"
"example, unlike its paper-based counterpart, a folder on the Windows desktop can be used to organize a variety of","0","0","0","1","3","19","0","4","4","0","paragraph"
"objects such as printers, calculators, and other folders. Similarly, a Windows folder can be more easily resorted. The","0","0","0","1","3","18","0","2","5","0","paragraph"
"purpose of using metaphor in the interface is to provide a cognitive bridge; the metaphor is not an end in itself.","0","0","0","1","0","21","0","2","7","0","paragraph"
"February 13, 1995","0","0","0","1","2","3","0","0","1","0","paragraph"
"Chapter 1 Design Principles and Methodology 11","0","0","0","1","2","7","0","0","2","0","paragraph"
"Metaphors support user recognition rather than recollection. Users remember a meaning associated with a familiar","0","0","0","1","3","15","0","3","5","0","paragraph"
"object easier than they remember the name of a particular command.","0","0","0","1","0","11","0","2","3","0","paragraph"
"For information about applying the principle of directness and metaphor, see Chapter 5, ""General Interaction","0","0","0","1","3","15","0","2","5","0","paragraph"
"Techniques,"" and Chapter 13, ""Visual Design."" These chapters cover, respectively, the use of directness in the","0","0","0","1","3","16","0","1","6","0","paragraph"
"interface (including drag and drop) and the use of metaphors when designing icons or other graphical elements.","0","0","0","1","0","17","0","3","6","0","paragraph"
"Consistency","1","1","0","1","2","1","0","0","1","0","heading"
"Consistency allows users to transfer existing knowledge to new tasks, learn new things more quickly, and focus more","0","0","0","1","3","18","0","5","5","0","paragraph"
"on tasks because they need not spend time trying to remember the differences in interaction. By providing a sense of","0","0","0","1","3","20","0","5","6","0","paragraph"
"stability, consistency makes the interface familiar and predictable.","0","0","0","1","0","8","0","1","2","0","paragraph"
"Consistency is important through all aspects of the interface, including names of commands, visual presentation of","0","0","0","1","3","16","0","1","6","0","paragraph"
"information, and operational behavior. To design consistency into software, you must consider several aspects.","0","0","0","1","3","14","0","3","6","0","paragraph"
"Consistency within a product. Present common functions using a consistent set of commands and","0","0","0","1","3","14","0","1","5","0","paragraph"
"interfaces. For example, do not provide a Copy command that immediately carries out an operation","0","0","0","1","3","15","0","2","4","0","paragraph"
"in one situation but in another presents a dialog box that requires a user to type in a destination. As","0","0","0","1","3","20","0","2","4","1","paragraph"
"a corollary to this example, use the same command to carry out functions that seem similar to the","0","0","0","1","0","18","0","3","4","0","paragraph"
"user.","0","0","0","1","0","1","0","0","1","0","paragraph"
"Consistency within the operating environment. By maintaining a high level of consistency between","0","0","0","1","3","13","0","1","4","0","paragraph"
"the interaction and interface conventions provided by","0","0","0","1","0","7","0","1","1","0","paragraph"
"Windows, your software benefits from users' ability to apply interaction skills they have already","0","0","0","1","3","14","0","1","5","0","paragraph"
"learned.","0","0","0","1","0","1","0","1","0","0","paragraph"
"Consistency with metaphors. If a particular behavior is more characteristic of a different object","0","0","0","1","3","14","0","0","4","0","paragraph"
"than its metaphor implies, the user may have difficulty learning to associate that behavior with an","0","0","0","1","0","16","0","4","3","0","paragraph"
"object. For example, an incinerator communicates a different model than a wastebasket for the","0","0","0","1","3","14","0","1","5","0","paragraph"
"recoverability of objects placed in it.","0","0","0","1","0","6","0","1","3","0","paragraph"
"Although applying the principle of consistency is the primary goal of this guide, the following chapters focus on the","0","0","0","1","3","19","0","3","5","0","paragraph"
"elements common to all Windows-based software: Chapter 6, ""Windows,"" Chapter 7, ""Menus, Controls, and","0","0","0","1","3","14","0","1","7","0","paragraph"
"Toolbars,"" and Chapter 8, ""Secondary Windows."" For information about closely integrating your software with the","0","0","0","1","3","15","0","1","5","0","paragraph"
"Windows environment, see Chapter 10, ""Integrating with the System,"" and Chapter 11, ""Working with OLE","0","0","0","1","3","15","0","3","5","0","paragraph"
"Embedded and OLE Linked Objects.""","0","0","0","1","2","5","0","1","1","0","paragraph"
"Forgiveness","1","1","0","1","2","1","0","0","1","0","heading"
"Users like to explore an interface and often learn by trial and error. An effective interface allows for interactive","0","0","0","1","3","19","0","4","6","0","paragraph"
"discovery. It provides only appropriate sets of choices and warns users about potential situations where they may","0","0","0","1","3","17","0","3","7","0","paragraph"
"damage the system or data, or better, makes actions reversible or recoverable.","0","0","0","1","0","12","0","2","3","0","paragraph"
"Even within the best designed interface, users can make mistakes. These mistakes can be both physical (accidentally","0","0","0","1","3","17","0","4","4","0","paragraph"
"pointing to the wrong command or data) and mental (making a wrong decision about which command or data to","0","0","0","1","0","19","0","2","5","0","paragraph"
"select). An effective design avoids situations that are likely to result in errors. It also accommodates potential user","0","0","0","1","3","18","0","4","4","0","paragraph"
"errors and makes it easy for the user to recover.","0","0","0","1","0","10","0","2","3","0","paragraph"
"For information about applying the principle of forgiveness, see Chapter 12, ""User Assistance,"" which provides","0","0","0","1","3","15","0","3","5","0","paragraph"
"information on supporting discoverability in the interface through the use of contextual, task-oriented, and reference","0","0","0","1","0","15","0","2","6","0","paragraph"
"February 13, 1995","0","0","0","1","2","3","0","0","1","0","paragraph"
"Chapter 1 Design Principles and Methodology 11","0","0","0","1","2","7","0","0","2","0","paragraph"
"forms of user assistance. For information about designing for the widest range of users, see Chapter 14, ""Special","0","0","0","1","3","18","0","2","6","0","paragraph"
"Design Considerations.""","0","0","0","1","2","2","0","0","1","0","paragraph"
"Feedback","1","1","0","1","2","1","0","0","1","0","heading"
"Always provide feedback for a user's actions. Visual, and sometimes audio, cues should be presented with every user","0","0","0","1","3","18","0","3","4","0","paragraph"
"interaction to confirm that the software is responding to the user's input and to communicate details that distinguish","0","0","0","1","0","18","0","4","4","0","paragraph"
"the nature of the action.","0","0","0","1","0","5","0","0","2","0","paragraph"
"Effective feedback is timely, and is presented as close to the point of the user's interaction as possible. Even when the","0","0","0","1","3","21","0","1","3","0","paragraph"
"computer is processing a particular task, provide the user with information regarding the state of the process and how","0","0","0","1","0","19","0","3","6","0","paragraph"
"to cancel that process if that is an option. Nothing is more disconcerting than a ""dead"" screen that is unresponsive to","0","0","0","1","3","21","0","1","4","0","paragraph"
"input. A typical user will tolerate only a few seconds of an unresponsive interface.","0","0","0","1","3","14","0","2","4","0","paragraph"
"It is equally important that the type of feedback you use be appropriate to the task. Pointer changes or a status bar","0","0","0","1","3","22","0","1","7","0","paragraph"
"message can communicate simple information; more complex feedback may require the display of a message box.","0","0","0","1","0","16","0","4","5","0","paragraph"
"For information about applying the principle of visual and audio feedback, see Chapter 13, ""Visual Design,"" and","0","0","0","1","3","17","0","2","5","0","paragraph"
"Chapter 14, ""Special Design Considerations.""","0","0","0","1","3","5","0","0","2","0","paragraph"
"Aesthetics","1","1","0","1","2","1","0","0","1","0","heading"
"The visual design is an important part of a software's interface. Visual attributes provide valuable impressions as well","0","0","0","1","3","18","0","1","5","0","paragraph"
"as communicate important cues to the interaction behavior of particular objects. At the same time, it is important to","0","0","0","1","3","19","0","1","5","0","paragraph"
"remember that every visual element that appears on the screen potentially competes for the user's attention. Provide a","0","0","0","1","3","18","0","4","3","0","paragraph"
"pleasant environment that clearly contributes to the user's understanding of the information presented. A graphics or","0","0","0","1","3","16","0","2","4","0","paragraph"
"visual designer may be invaluable with this aspect of the design.","0","0","0","1","0","11","0","1","3","0","paragraph"
"For information and guidelines related to the aesthetics of your interface, see Chapter 13, ""Visual Design."" This","0","0","0","1","3","17","0","2","6","0","paragraph"
"chapter covers everything from individual element design to font use and window layout.","0","0","0","1","0","13","0","1","5","0","paragraph"
"Simplicity","1","1","0","1","2","1","0","0","1","0","heading"
"An interface should be simple (not simplistic), easy to learn, and easy to use. It must also provide access to all","0","0","0","1","3","21","0","5","3","0","paragraph"
"functionality provided by an application. Maximizing functionality and maintaining simplicity work against each","0","0","0","1","3","13","0","3","4","0","paragraph"
"other in the interface. An effective design balances these objectives.","0","0","0","1","3","10","0","1","2","0","paragraph"
"One way to support simplicity is to reduce the presentation of information to the minimum required to communicate","0","0","0","1","3","18","0","4","5","1","paragraph"
"adequately. For example, avoid wordy descriptions for command names or messages. Irrelevant or verbose phrases","0","0","0","1","3","15","0","2","5","0","paragraph"
"clutter your design, making it difficult for users to easily extract essential information. Another way to design a","0","0","0","1","3","18","0","4","5","0","paragraph"
"simple but useful interface is to use natural mappings and semantics. For example, arranging elements together","0","0","0","1","3","16","0","2","5","0","paragraph"
"strengthens their association.","0","0","0","1","0","3","0","1","1","0","paragraph"
"You can also help users manage complexity by using progressive disclosure. Progressive disclosure involves careful","0","0","0","0","3","15","0","5","5","0","paragraph"
"organization of information so that it is shown only at the appropriate time. By ""hiding"" information presented to the","0","0","0","1","3","19","0","3","5","0","paragraph"
"user, you reduce the amount of information to process. For example, clicking a menu displays its choices; the use of","0","0","0","1","3","20","0","3","6","0","paragraph"
"dialog boxes can reduce the number of menu options.","0","0","0","1","0","9","0","2","3","0","paragraph"
"Progressive disclosure does not imply using unconventional techniques for revealing information, such as requiring a","0","0","0","1","3","15","0","4","3","0","paragraph"
"modifier key as the only way to access basic functions or forcing the user down a longer sequence of hierarchical","0","0","0","1","0","20","0","2","5","0","paragraph"
"interaction. This can make an interface more complex and cumbersome.","0","0","0","1","3","10","0","2","2","0","paragraph"
"February 13, 1995","0","0","0","1","2","3","0","0","1","0","paragraph"
