"line","is_different_style","is_font_bigger","different_color","is_font_unique","text_case","word_count","is_number","nb_of_verbs","nb_of_nouns","nb_of_cardinal_numbers","label"
"Internationalisation has been an important feature of French hypermarket and supermarket chains. There","0","0","0","1","3","13","0","0","5","0","paragraph"
"are two main reasons why such internationalisation exists. First, the French food retail market is fairly","0","0","0","1","3","16","0","1","3","1","paragraph"
"saturated, and, in particular with the Raffarin law recently introduced, future hypermarket or supermarket","0","0","0","1","3","14","0","2","3","0","paragraph"
"growth within France is more difficult. Second, international subsidiaries tend to be more profitable than","0","0","0","1","3","15","0","1","3","0","paragraph"
"domestic ones, particularly in countries in southern (or eastern) Europe where large store development lags","0","0","0","1","3","15","0","0","3","0","paragraph"
"behind. In fact, French companies began moving into other countries in the early 1970’s and this process","0","0","0","1","3","17","0","2","4","0","paragraph"
"has continued ever since.","0","0","0","1","0","4","0","1","0","0","paragraph"
"Table 8.15 shows foreign turnover by leading retail groups in 1997. Much of the expansion has been","0","0","0","1","3","17","0","2","4","1","paragraph"
"undertaken by Carrefour (which also acquired Comptoirs Modernes in 1997 and has a 41% stake in Cora),","0","0","0","1","3","17","0","2","4","0","paragraph"
"Promodès and Auchan. Carrefour, for example, opened its first hypermarket ‘Pryca’ in Spain in 1973 (in","0","0","0","1","3","16","0","1","6","0","paragraph"
"Barcelona) and now has 56 ‘Pryca’ stores. Promodès moved into Spain in 1976 and now has 52","0","0","0","1","3","17","0","1","4","2","paragraph"
"hypermarkets ‘Continente’, l,830 discount stores ‘Dia’ and 33 cash and carrys ‘Puntocash’. Non-","0","0","0","1","3","13","0","0","7","1","paragraph"
"integrated groups such as Leclerc have been slower to start International development although Leclerc","0","0","0","1","3","14","0","1","4","0","paragraph"
"now has 11 stores abroad.","0","0","0","1","0","5","0","0","1","1","paragraph"
"group.","0","0","0","1","0","1","0","0","1","0","paragraph"
"Intermarché recently bought 75% of Spar, the fifth largest German distribution","0","0","0","1","3","11","0","1","4","0","paragraph"
"Table 8.15 - Foreign turnover of leading French retail groups, 1997","1","0","0","1","3","11","0","1","3","1","heading"
"Groups Foreign turnover (FFr bn.)","1","0","0","1","3","5","0","0","2","0","paragraph"
"Carrefour","0","0","0","1","2","1","0","0","1","0","paragraph"
"62.7","0","0","0","1","2","1","0","0","0","1","paragraph"
"Promodès","0","0","0","1","2","1","0","0","1","0","paragraph"
"37.0","0","0","0","1","2","1","0","0","0","1","paragraph"
"Auchan","0","0","0","1","2","1","0","0","1","0","paragraph"
"23.5","0","0","0","1","2","1","0","0","0","1","paragraph"
"Cora","0","0","0","1","2","1","0","0","1","0","paragraph"
"11.0","0","0","0","1","2","1","0","0","0","1","paragraph"
"Casino","0","0","0","1","2","1","0","0","1","0","paragraph"
"8.5","0","0","0","1","2","1","0","0","0","1","paragraph"
"Comptoirs Modernes 2.0","0","0","0","1","2","3","0","1","1","0","paragraph"
"Source: Linéaires, trade estimates","0","0","0","1","3","4","0","0","3","0","paragraph"
"% of Total Turnover","1","0","0","1","2","4","0","0","2","0","paragraph"
"40.5%","0","0","0","1","2","1","0","0","1","0","paragraph"
"35.7%","0","0","0","1","2","1","0","0","1","0","paragraph"
"19.5%","0","0","0","1","2","1","0","0","1","0","paragraph"
"24.0%","0","0","0","1","2","1","0","0","1","0","paragraph"
"11.5%","0","0","0","1","2","1","0","0","1","0","paragraph"
"7.0%","0","0","0","1","2","1","0","0","1","0","paragraph"
"Greece and Italy offer real growth prospects to the extent that a strict legislative system has delayed retail","0","0","0","1","3","18","0","2","5","0","paragraph"
"trade evolution for a long time. East European countries, which represent 70 million consumers, offer new","0","0","0","1","3","16","0","2","4","1","paragraph"
"outlets for the largest French groups. In particular, Poland is an emerging market with an underdeveloped","0","0","0","1","3","16","0","1","4","0","paragraph"
"market structure and growing consumers’ buying power. Casino, Auchan and also some non-integrated","0","0","0","1","3","13","0","1","4","0","paragraph"
"groups have already begun to settle in Poland. As this trend continues, companies such as Carrefour and","0","0","0","1","3","17","0","3","4","0","paragraph"
"Promodès will look increasingly to buying supplies on an European (or even global) level, and this will","0","0","0","1","3","17","0","3","4","0","paragraph"
"heighten the buying power of such groups.","0","0","0","1","0","7","0","2","2","0","paragraph"
"8.6 Products","1","0","0","1","2","2","0","0","1","0","heading"
"8.6.1 Washing Powders and Detergents","0","0","0","1","2","5","0","0","2","1","paragraph"
"The market for washing products in France represents 60% of the detergents’ market. It is quite strongly","0","0","0","1","3","17","0","1","6","0","paragraph"
"segmented, as each brand exists in several formats (standard powder, liquid, concentrated, and recently","0","0","0","1","0","14","0","3","4","0","paragraph"
"tablets) and in various container sizes. This segmentation is a central issue in the negotiations between","0","0","0","1","3","16","0","0","5","0","paragraph"
"producers and retailers: producers develop innovations to bring about market growth, and they create a","0","0","0","1","0","15","0","3","4","0","paragraph"
"number of new reference points, whereas retailers face increasing difficulties in handling this product","0","0","0","1","0","14","0","3","5","0","paragraph"
"proliferation and the ensuing complexity of the range of products. More particularly, the launching of","0","0","0","1","3","15","0","1","5","0","paragraph"
"compact powders initially suited both producers and retailers because of the potential growth it offered and","0","0","0","1","0","16","0","2","5","0","paragraph"
"because of the decrease of logistic costs it was supposed to bring. Yet it did not seem to suit consumers,","0","0","0","1","3","20","0","4","5","0","paragraph"
"since nearly 50% of them now still buy standard powder, as shown in Table 8.16. The number of reference","0","0","0","1","3","19","0","2","6","1","paragraph"
"points listed by retailers has thus increased: there are","0","0","0","1","0","9","0","2","2","0","paragraph"
"hypermarket, and about 85 in the average supermarket.","0","0","0","1","0","8","0","0","2","1","paragraph"
"94","0","1","0","1","2","1","1","0","0","1","paragraph"
"about 130 reference points in the average","0","0","0","1","0","7","0","0","2","1","paragraph"
