"line","is_different_style","is_font_bigger","different_color","is_font_unique","text_case","word_count","is_number","nb_of_verbs","nb_of_nouns","nb_of_cardinal_numbers","label"
"In the absence of such an agreement, if a registered attorney were to charge an unreasonable","0","0","0","1","3","16","0","2","3","0","paragraph"
"amount for document storage, extraction, copying or delivery it could be argued that such","0","0","0","1","0","14","0","2","6","0","paragraph"
"conduct is inconsistent with the registered attorney’s obligation to act in the best interests of","0","0","0","1","0","15","0","2","4","0","paragraph"
"the registered attorney’s client.","0","0","0","1","0","4","0","0","2","0","paragraph"
"I f you have any concerns please contact the Secretary, Trans-Tasman IP Attorneys Board.","0","0","0","1","3","14","0","2","4","0","paragraph"
"C ontact details:","0","0","1","1","3","3","0","0","1","0","paragraph"
"Tel: +61 2 6283 2345","0","0","1","1","2","5","0","0","0","0","paragraph"
"Email: mail.ttipab@ipaustralia.gov.au","0","0","1","0","3","2","0","0","1","0","paragraph"
"7 May 2019","0","0","1","1","2","3","0","0","1","0","paragraph"
"2 of 2","0","0","1","1","0","3","0","0","0","2","paragraph"
