"line","is_different_style","is_font_bigger","different_color","is_font_unique","text_case","word_count","is_number","nb_of_verbs","nb_of_nouns","nb_of_cardinal_numbers","label"
"in the past and trends that can no longer be sus-","0","0","0","1","0","11","0","1","2","0","paragraph"
"tained. Major root cause challenges facing the","0","0","0","1","3","7","0","2","2","0","paragraph"
"Federal Government include:","0","0","0","1","3","3","0","1","1","0","paragraph"
"Accumulated Regulatory Burden. Over","0","0","0","0","2","4","0","0","1","0","paragraph"
"many decades, Federal agencies have imposed","0","0","0","1","3","6","0","1","1","0","paragraph"
"countless regulatory requirements on individu-","0","0","0","1","0","5","0","0","1","0","paragraph"
"als, businesses, landowners, and State and local","0","0","0","1","3","7","0","0","4","0","paragraph"
"governments. Some of these regulations serve","0","0","0","1","3","6","0","1","2","0","paragraph"
"important public purposes. Many regulations,","0","0","0","1","3","5","0","0","2","0","paragraph"
"however, are outdated, duplicative, or unnec-","0","0","0","1","0","6","0","1","0","0","paragraph"
"essary, yet continue to impose costly burdens.","0","0","0","1","0","7","0","2","2","0","paragraph"
"1 Pew Research Center, December 2017, “Government Gets Lower","0","0","0","0","3","9","0","1","2","1","paragraph"
"Ratings for Handling Health Care, Environment, Disaster Re-","0","0","0","1","2","8","0","0","5","0","paragraph"
"sponse.”","0","0","0","1","0","1","0","0","1","0","paragraph"
"2 Pew Research Center, May 2017, “Public Trust in Government","0","0","0","0","3","10","0","0","3","1","paragraph"
"Remains Near Historic Lows as Partisan Attitudes Shift.”","0","0","0","1","2","8","0","1","2","0","paragraph"
"Careful reconsideration of the regulatory burden","0","0","0","1","3","6","0","0","2","0","paragraph"
"is necessary to promote economic growth and in-","0","0","0","1","0","8","0","1","1","0","paragraph"
"dividual freedom.","0","0","0","1","0","2","0","0","1","0","paragraph"
"Structural Issues. Silos across Federal agen-","0","0","0","0","3","6","0","0","3","0","paragraph"
"cies and offices can stymie collaboration, result-","0","0","0","1","0","7","0","2","3","0","paragraph"
"ing in fragmented services and piecemeal efforts.","0","0","0","1","0","7","0","1","2","0","paragraph"
"Greater coordination is needed among and with-","0","0","0","1","3","7","0","1","1","0","paragraph"
"in agencies and also with the Congress to im-","0","0","0","1","3","9","0","1","2","0","paragraph"
"prove management of the Federal Government","0","0","0","1","3","6","0","1","2","0","paragraph"
"and to remove outdated","0","0","0","1","0","4","0","2","0","0","paragraph"
"obstacles to change.","0","0","0","1","0","3","0","1","1","0","paragraph"
"regulations and other","0","0","0","1","0","3","0","0","1","0","paragraph"
"Decision-Making and Processes. The pub-","0","0","0","0","2","5","0","0","3","0","paragraph"
"lic lacks sufficient opportunities to give feed-","0","0","0","1","0","7","0","2","2","0","paragraph"
"back on Federal programs and services, making","0","0","0","1","3","7","0","1","2","0","paragraph"
"it harder to identify weaknesses and make im-","0","0","0","1","0","8","0","2","2","0","paragraph"
"provements. Smarter use of data and evidence","0","0","0","1","3","7","0","0","4","0","paragraph"
"is needed to orient decisions and accountability","0","0","0","1","0","7","0","2","2","0","paragraph"
"around service and results.","0","0","0","1","0","4","0","0","2","0","paragraph"
"Leadership and Culture. Achieving benefi-","0","0","0","0","3","5","0","1","2","0","paragraph"
"cial outcomes that serve the public should be the","0","0","0","1","0","9","0","2","2","0","paragraph"
"Federal Government’s primary focus. Yet service","0","0","0","1","3","6","0","0","3","0","paragraph"
"delivery sometimes suffers due to checking un-","0","0","0","1","0","7","0","2","1","0","paragraph"
"necessary bureaucratic boxes. Managers need","0","0","0","1","3","5","0","1","2","0","paragraph"
"greater discretion to execute programs effective-","0","0","0","1","0","6","0","1","2","0","paragraph"
"ly, foster the highest-performing workforce, and","0","0","0","1","0","6","0","2","1","0","paragraph"
"solve real-time problems.","0","0","0","1","0","3","0","1","1","0","paragraph"
"Capabilities and Competencies. Antiqua-","0","0","0","0","2","4","0","0","3","0","paragraph"
"ted, unsecure technology risks can leave the pub-","0","0","0","1","0","8","0","2","2","0","paragraph"
"lic frustrated and vulnerable. Too many Federal","0","0","0","1","3","7","0","0","0","0","paragraph"
"employees perform outdated duties that rely on","0","0","0","1","0","7","0","2","2","0","paragraph"
"outdated skillsets, and Government too often","0","0","0","1","3","6","0","0","2","0","paragraph"
"struggles to award effective, timely contracts. A","0","0","0","1","3","7","0","1","2","0","paragraph"
"more nimble and effective approach is needed to","0","0","0","1","0","8","0","1","1","0","paragraph"
"keep technologies and workforce skills current","0","0","0","1","0","6","0","1","2","0","paragraph"
"and to ensure that","0","0","0","1","0","4","0","1","0","0","paragraph"
"meet future needs.","0","0","0","1","0","3","0","0","2","0","paragraph"
"the Federal workforce can","0","0","0","1","3","4","0","1","1","0","paragraph"
"7","0","0","0","1","2","1","1","0","0","1","paragraph"
"8","0","0","0","1","2","1","1","0","0","1","paragraph"
"WHERE WE ARE HEADED:","0","0","0","1","1","4","0","1","1","0","paragraph"
"MODERNIZING GOVERNMENT FOR THE 21ST CENTURY","0","0","0","1","1","6","0","0","2","0","heading"
"A MULTI- While challenges are complex, a few key driv-","0","0","0","0","3","10","0","0","2","0","paragraph"
"GENERATIONAL VISION FOR REFORM","0","0","0","1","1","4","0","0","2","0","paragraph"
"The vision for reform must be multi-gener-","0","0","0","1","3","7","0","1","2","0","paragraph"
"ational, enabling the Federal Government to","0","0","0","1","3","6","0","1","2","0","paragraph"
"continue adapting to changing needs over time.","0","0","0","1","0","7","0","3","2","0","paragraph"
"The Administration cannot pursue short-term","0","0","0","1","3","5","0","2","2","0","paragraph"
"ers will determine the Administration’s success","0","0","0","1","3","6","0","2","3","0","paragraph"
"at reform. Modernizing and strengthening these","0","0","0","1","3","6","0","1","2","0","paragraph"
"drivers will bolster results","0","0","0","1","0","4","0","2","2","0","paragraph"
"agencies and mission areas.","0","0","0","1","0","4","0","0","2","0","paragraph"
"throughout Federal","0","0","0","1","3","2","0","0","1","0","paragraph"
"fixes only to see Government quickly become","0","0","0","1","3","7","0","2","2","0","paragraph"
"outdated once again. Deep-seated transforma-","0","0","0","1","3","5","0","2","1","0","paragraph"
"tion takes time and will not happen in one or","0","0","0","1","0","10","0","3","2","0","paragraph"
"two years.","0","0","0","1","0","2","0","0","1","0","paragraph"
"In March, the Administration will announce","0","0","0","1","3","6","0","2","2","0","paragraph"
"the President’s Management Agenda, which","0","0","0","1","3","5","0","0","1","0","paragraph"
"will set forth a long-term vision for an effective","0","0","0","1","0","9","0","2","1","0","paragraph"
"Government that works on behalf of the American","0","0","0","1","3","8","0","1","3","0","paragraph"
"people and is focused on the following:","0","0","0","1","0","7","0","1","2","0","paragraph"
"Mission: The American people count on the","0","0","0","0","3","7","0","1","2","0","paragraph"
"Federal Government every day, from national se-","0","0","0","1","3","7","0","0","2","0","paragraph"
"curity to infrastructure to food and water safety.","0","0","0","1","0","8","0","1","3","0","paragraph"
"Public servants must be accountable for mission-","0","0","0","1","3","7","0","1","2","0","paragraph"
"driven results and have the necessary tools to","0","0","0","1","0","8","0","1","2","0","paragraph"
"deliver.","0","0","0","1","0","1","0","1","0","0","paragraph"
"Service: Federal customers range from small","0","0","0","0","3","6","0","1","2","0","paragraph"
"businesses seeking loans, to families receiving di-","0","0","0","1","0","7","0","2","3","0","paragraph"
"saster support, to veterans owed proper benefits","0","0","0","1","0","7","0","1","3","0","paragraph"
"and medical care. They deserve a customer ex-","0","0","0","1","3","8","0","1","3","0","paragraph"
"perience that compares to—or exceeds—that of","0","0","0","1","0","6","0","2","1","0","paragraph"
"leading private organizations.","0","0","0","1","0","3","0","1","1","0","paragraph"
"Stewardship: Effective stewardship of tax-","0","0","0","0","3","5","0","0","3","0","paragraph"
"payer funds is a crucial responsibility, from pre-","0","0","0","1","0","8","0","0","2","0","paragraph"
"venting fraud to maximizing impact. Taxpayer","0","0","0","1","3","6","0","2","3","0","paragraph"
"dollars must go to effective programs that ef-","0","0","0","1","0","8","0","3","2","0","paragraph"
"ficiently produce results. The Budget conserva-","0","0","0","1","3","6","0","1","2","0","paragraph"
"tively projects that $139 billion in savings can be","0","0","0","1","0","9","0","2","1","0","paragraph"
"achieved over the next decade through the pre-","0","0","0","1","0","8","0","1","2","0","paragraph"
"vention of improper payments alone.","0","0","0","1","0","5","0","0","2","0","paragraph"
"HOW WE WILL GET THERE: KEY","0","0","0","1","1","6","0","2","1","0","paragraph"
"DRIVERS OF REFORM","0","0","0","1","1","3","0","0","2","0","paragraph"
"The Federal Government’s challenges have not","0","0","0","1","3","6","0","0","1","0","paragraph"
"arisen in isolation, and cannot be solved through","0","0","0","1","0","8","0","3","1","0","paragraph"
"isolated efforts. The Administration will drive","0","0","0","1","3","6","0","2","2","0","paragraph"
"Government modernization by working at the","0","0","0","1","3","6","0","1","1","0","paragraph"
"junctions where these","0","0","0","1","0","3","0","0","1","0","paragraph"
"than working in silos.","0","0","0","1","0","4","0","1","1","0","paragraph"
"drivers intersect, rather","0","0","0","1","0","3","0","1","1","0","paragraph"
"Over time, it will target","0","0","0","1","3","5","0","2","2","0","paragraph"
"broad impacts on underlying issues, including","0","0","0","1","0","6","0","1","2","0","paragraph"
"legislative changes.","0","0","0","1","0","2","0","0","1","0","paragraph"
"Modern information technology will func-","0","0","0","0","3","5","0","1","1","0","paragraph"
"tion as the backbone of how Government serves","0","0","0","1","3","8","0","1","3","0","paragraph"
"the public in ways that meet their expectations","0","0","0","1","0","8","0","1","3","0","paragraph"
"and keep sensitive data and systems secure.","0","0","0","1","0","7","0","1","2","0","paragraph"
"Data, accountability, and transparency","0","0","0","1","3","4","0","0","3","0","paragraph"
"will provide the tools to deliver visibly better re-","0","0","0","1","0","9","0","3","1","0","paragraph"
"sults to the public and hold agencies accountable","0","0","0","1","0","8","0","1","3","0","paragraph"
"to taxpayers.","0","0","0","1","0","2","0","0","1","0","paragraph"
"A modern workforce will enable senior lead-","0","0","0","0","3","7","0","2","2","0","paragraph"
"ers and front line managers to align staff skills","0","0","0","1","0","9","0","1","3","0","paragraph"
"with evolving mission needs. This will require","0","0","0","1","3","7","0","3","1","0","paragraph"
"more nimble and agile management of the work-","0","0","0","1","0","8","0","0","2","0","paragraph"
"force, including reskilling and redeploying exist-","0","0","0","1","0","6","0","2","2","0","paragraph"
"ing workers to keep pace with an environment of","0","0","0","1","0","9","0","2","3","0","paragraph"
"change.","0","0","0","1","0","1","0","0","1","0","paragraph"
"FROM VISION TO ACTION: COMMITMENTS","0","0","0","1","1","5","0","0","2","0","heading"
"The Administration will make aggressive down","0","0","0","1","3","6","0","2","1","0","paragraph"
"payments on this vision, paving the way for sus-","0","0","0","1","0","9","0","1","3","0","paragraph"
"tained improvement over time that is efficient,","0","0","0","1","0","7","0","1","2","0","paragraph"
"effective, and accountable. The Administration","0","0","0","1","3","5","0","0","1","0","paragraph"
"will carry out this important work through mul-","0","0","0","1","0","8","0","2","1","0","paragraph"
"tiple channels that, together, will yield tangible","0","0","0","1","0","7","0","2","1","0","paragraph"
"BUDGET OF THE U. S. GOVERNMENT FOR FISCAL YEAR 2019","0","0","0","1","1","10","0","0","3","0","paragraph"
"9","0","0","0","1","2","1","1","0","0","1","paragraph"
"improvements for the Nation, its people, and the","0","0","0","1","3","8","0","0","3","0","paragraph"
"economy.","0","0","0","1","0","1","0","0","1","0","paragraph"
"The President’s Management Agenda. In","0","0","0","0","2","5","0","0","2","0","paragraph"
"March, the Administration will announce specif-","0","0","0","1","3","6","0","2","1","0","paragraph"
"ic efforts to advance the vision and improve the","0","0","0","1","0","9","0","2","3","0","paragraph"
"three drivers of reform. The Administration will","0","0","0","1","3","7","0","1","3","1","paragraph"
"name senior accountable officials and establish","0","0","0","1","0","6","0","2","1","0","paragraph"
"concrete goals and trackable metrics to ensure","0","0","0","1","0","7","0","1","2","0","paragraph"
"public accountability. This agenda will address","0","0","0","1","3","6","0","2","2","0","paragraph"
"critical challenges where Government as a whole","0","0","0","1","3","7","0","0","2","0","paragraph"
"still operates in the past.","0","0","0","1","0","5","0","1","1","0","paragraph"
"include:","0","0","0","1","0","1","0","1","0","0","paragraph"
"Specific goal areas will","0","0","0","1","3","4","0","1","1","0","paragraph"
"Modernizing Information Technology","0","0","0","1","2","3","0","1","1","0","paragraph"
"(IT) to Increase Productivity and Se-","0","0","0","1","2","6","0","1","2","0","paragraph"
"curity. Although the Federal Government","0","0","0","0","3","5","0","0","1","0","paragraph"
"spends roughly $90 billion annually on","0","0","0","1","0","6","0","1","0","0","paragraph"
"IT, these systems","0","0","0","1","3","3","0","0","1","0","paragraph"
"poorly protected.","0","0","0","1","0","2","0","1","0","0","paragraph"
"remain outdated and","0","0","0","1","0","3","0","1","0","0","paragraph"
"The Administration","0","0","0","1","2","2","0","0","1","0","paragraph"
"will increase the use of modern technolo-","0","0","0","1","0","7","0","2","2","0","paragraph"
"gies, retire highly insecure and outdated","0","0","0","1","0","6","0","1","1","0","paragraph"
"systems, and direct modernization cost","0","0","0","1","0","5","0","0","2","0","paragraph"
"savings to mission-driven outcomes. The","0","0","0","1","3","5","0","1","2","0","paragraph"
"Administration will improve its ability to","0","0","0","1","3","6","0","2","2","0","paragraph"
"identify and combat cybersecurity risks to","0","0","0","1","0","6","0","2","2","0","paragraph"
"agencies’ data, systems, and networks.","0","0","0","1","0","5","0","0","3","0","paragraph"
"Creating a 21st Century Framework","0","0","0","1","2","5","0","1","1","0","paragraph"
"for Data that","0","0","0","1","2","3","0","0","1","0","paragraph"
"Accountability,","0","0","0","1","2","1","0","0","1","0","paragraph"
"Drives Efficiency,","0","0","0","1","2","2","0","0","1","0","paragraph"
"and Transparency.","0","0","0","1","2","2","0","0","1","0","paragraph"
"The Federal Government needs a robust,","0","0","0","1","3","6","0","1","2","0","paragraph"
"integrated approach to using data to de-","0","0","0","1","0","7","0","1","2","0","paragraph"
"liver on mission, serve customers, and","0","0","0","1","0","6","0","2","2","0","paragraph"
"steward resources. The Administration","0","0","0","1","3","4","0","0","2","0","paragraph"
"will better manage and leverage data as an","0","0","0","1","0","8","0","2","1","0","paragraph"
"asset to better grow the economy, increase","0","0","0","1","0","7","0","2","2","0","paragraph"
"the effectiveness of Government, facilitate","0","0","0","1","3","5","0","1","2","0","paragraph"
"oversight, and promote transparency.","0","0","0","1","0","4","0","1","2","0","paragraph"
"Developing a Workforce for the 21st","0","0","0","1","2","6","0","1","2","0","paragraph"
"Century. Outdated rules and technology","0","0","0","0","3","5","0","0","3","0","paragraph"
"have often left the Federal Government","0","0","0","1","3","6","0","1","1","0","paragraph"
"struggling to attract the best talent, to","0","0","0","1","0","7","0","2","1","0","paragraph"
"hire quickly, or to hold workers and lead-","0","0","0","1","0","8","0","2","1","0","paragraph"
"ers accountable. The Administration will","0","0","0","1","3","5","0","1","2","0","paragraph"
"modernize processes and practices to bring","0","0","0","1","0","6","0","2","2","0","paragraph"
"out the best in employees and enable the","0","0","0","1","0","8","0","1","1","0","paragraph"
"Federal workforce to more effectively de-","0","0","0","1","3","6","0","0","1","0","paragraph"
"liver mission results.","0","0","0","1","0","3","0","0","1","0","paragraph"
"Improving the Customer Experience","0","0","0","1","2","4","0","1","1","0","paragraph"
"with Federal Services. The American","0","0","0","0","2","5","0","0","2","0","paragraph"
"people expect high-quality customer","0","0","0","1","0","4","0","1","2","0","paragraph"
"service from Federal programs. The","0","0","0","1","3","5","0","0","2","0","paragraph"
"Administration will ensure that Govern-","0","0","0","1","3","5","0","2","1","0","paragraph"
"ment no longer lags behind the private","0","0","0","1","0","7","0","1","0","0","paragraph"
"sector in customer experience.3","0","0","0","1","0","4","0","0","2","0","paragraph"
"Shifting from Low-Value to High-","0","0","0","1","2","5","0","1","2","0","paragraph"
"Value Work. Hundreds of burdensome","0","0","0","0","3","5","0","0","3","1","paragraph"
"rules and requirements built up over","0","0","0","1","0","6","0","1","2","0","paragraph"
"decades force Federal agencies to de-","0","0","0","1","3","6","0","2","2","0","paragraph"
"vote their resources toward meaningless","0","0","0","1","0","5","0","1","2","0","paragraph"
"compliance. These resources can be bet-","0","0","0","1","3","6","0","1","2","0","paragraph"
"ter spent serving citizen needs. The","0","0","0","1","3","6","0","2","2","0","paragraph"
"Administration will clear out low-value,","0","0","0","1","3","5","0","2","2","0","paragraph"
"unnecessary, and obsolete policies and","0","0","0","1","0","5","0","0","1","0","paragraph"
"requirements to shift resources toward","0","0","0","1","0","5","0","1","2","0","paragraph"
"high-value work. The Administration","0","0","0","1","3","4","0","0","2","0","paragraph"
"has already begun this process by elimi-","0","0","0","1","0","7","0","1","1","0","paragraph"
"nating outdated plans and reports that","0","0","0","1","0","6","0","2","2","0","paragraph"
"burden Federal employees with unnec-","0","0","0","1","3","5","0","0","1","0","paragraph"
"essary hours of paperwork. With the","0","0","0","1","3","6","0","0","2","0","paragraph"
"Budget, Federal agencies are also propos-","0","0","0","1","3","6","0","1","2","0","paragraph"
"ing that the Congress eliminate or modify","0","0","0","1","3","7","0","3","1","0","paragraph"
"approximately 400 plans and reports be-","0","0","0","1","0","6","0","0","2","1","paragraph"
"cause they are outdated or duplicative","0","0","0","1","0","6","0","1","1","0","paragraph"
"(a list of these proposals is available on","0","0","0","1","0","8","0","0","2","0","paragraph"
"www.performance.gov).","0","0","0","1","0","1","0","0","1","0","paragraph"
"Improving the Efficiency and Effec-","0","0","0","1","2","5","0","1","1","0","paragraph"
"tiveness of Administrative Services","0","0","0","1","3","4","0","0","2","0","paragraph"
"across Government. Agency missions","0","0","0","0","3","4","0","0","2","0","paragraph"
"are imperiled and","0","0","0","1","0","3","0","1","0","0","paragraph"
"squandered when","0","0","0","1","0","2","0","1","0","0","paragraph"
"taxpayer dollars are","0","0","0","1","0","3","0","0","1","0","paragraph"
"administrative func-","0","0","0","1","0","2","0","0","1","0","paragraph"
"tions across agencies—such as IT, human","0","0","0","1","3","6","0","0","3","0","paragraph"
"resources, and contracting—are inefficient","0","0","0","1","0","4","0","0","2","0","paragraph"
"or fail to take advantage of economies","0","0","0","1","0","7","0","2","2","0","paragraph"
"of scale. Half of Federal agencies report","0","0","0","1","3","7","0","1","3","1","paragraph"
"low satisfaction with such administra-","0","0","0","1","0","5","0","0","1","0","paragraph"
"tive functions. The Administration will","0","0","0","1","3","5","0","1","2","0","paragraph"
"improve the quality and efficiency of ad-","0","0","0","1","0","7","0","1","2","0","paragraph"
"ministrative services, freeing resources to","0","0","0","1","0","5","0","1","2","0","paragraph"
"improve outcomes and accountability for","0","0","0","1","0","5","0","1","2","0","paragraph"
"the American people.","0","0","0","1","3","3","0","0","1","0","paragraph"
"To drive these long-term Presidential pri-","0","0","0","1","3","6","0","1","0","0","paragraph"
"orities, the Administration will leverage cross-","0","0","0","1","3","6","0","2","1","0","paragraph"
"agency priority (CAP) goals to coordinate and","0","0","0","1","3","7","0","1","2","0","paragraph"
"3 American Customer Satisfaction Index. National, Sector, and In-","0","0","0","0","2","9","0","0","4","1","paragraph"
"dustry Results. December 2017.","0","0","0","0","3","4","0","0","2","0","paragraph"
"10","0","0","0","1","2","1","1","0","0","1","paragraph"
"publicly track implementation","0","0","0","1","0","3","0","1","1","0","paragraph"
"MODERNIZING GOVERNMENT FOR THE 21ST CENTURY","0","0","0","1","1","6","0","0","2","0","heading"
"across agen- These reforms include, for example: elimi-","0","0","0","1","3","8","0","1","2","0","paragraph"
"cies. CAP goals will also strengthen Federal","0","0","0","1","3","7","0","2","3","0","paragraph"
"Government management in other priority","0","0","0","1","3","5","0","0","2","0","paragraph"
"areas, such as improving management of ma-","0","0","0","1","0","7","0","1","3","0","paragraph"
"jor acquisitions, reducing improper payments,","0","0","0","1","0","5","0","1","2","0","paragraph"
"increasing transparency of IT costs, enhanc-","0","0","0","1","3","6","0","1","2","0","paragraph"
"ing accountability for","0","0","0","1","0","3","0","1","1","0","paragraph"
"improving purchasing","0","0","0","1","0","2","0","1","1","0","paragraph"
"grant spending, and","0","0","0","1","0","3","0","0","1","0","paragraph"
"across Government","0","0","0","1","3","2","0","0","1","0","paragraph"
"as an enterprise. CAP goal teams will lead","0","0","0","1","3","8","0","2","2","0","paragraph"
"the execution of","0","0","0","1","0","3","0","0","1","0","paragraph"
"orities, such as","0","0","0","1","0","3","0","0","1","0","paragraph"
"related Administration pri-","0","0","0","1","3","3","0","0","1","0","paragraph"
"implementing the recom-","0","0","0","1","0","3","0","1","1","0","paragraph"
"mendations of the Report to the President on","0","0","0","0","3","8","0","0","3","1","paragraph"
"Federal IT Modernization focused on Network","0","0","0","0","3","6","0","1","2","0","paragraph"
"Modernization, Cybersecurity, and Shared","0","0","0","1","2","4","0","1","2","0","paragraph"
"Services. The Administration will estab-","0","0","0","1","3","5","0","2","2","0","paragraph"
"lish Centers of Excellence inside the General","0","0","0","1","3","7","0","0","3","0","paragraph"
"Services Administration to focus on critical","0","0","0","1","3","6","0","1","1","0","paragraph"
"priorities such as cloud migration, data center","0","0","0","1","0","7","0","0","3","0","paragraph"
"consolidation, and modernizing call centers to","0","0","0","1","0","6","0","1","2","0","paragraph"
"better serve citizens. The Administration will","0","0","0","1","3","6","0","2","2","0","paragraph"
"work to strengthen fundamental capabilities,","0","0","0","1","0","5","0","2","1","0","paragraph"
"such as the ability to manage data comprehen-","0","0","0","1","0","8","0","1","2","0","paragraph"
"sively and to use data routinely to improve op-","0","0","0","1","0","9","0","2","1","0","paragraph"
"erations, which are the backbone of how busi-","0","0","0","1","0","8","0","0","2","0","paragraph"
"ness is accomplished in the modern era. In","0","0","0","1","3","8","0","1","2","0","paragraph"
"addition to cross-agency efforts, each major","0","0","0","1","0","6","0","0","2","0","paragraph"
"Federal agency is publishing an updated stra-","0","0","0","1","3","7","0","2","2","0","paragraph"
"tegic plan with the Budget, establishing stra-","0","0","0","1","3","7","0","1","3","0","paragraph"
"tegic objectives for the Administration’s first","0","0","0","1","3","6","0","0","2","0","paragraph"
"term and committing to agency priority goals","0","0","0","1","0","7","0","1","2","0","paragraph"
"for the next two years. A full list of agency","0","0","0","1","3","10","0","0","3","0","paragraph"
"performance plans is available at www.perfor-","0","0","0","0","0","6","0","0","2","0","paragraph"
"mance.gov.","0","0","0","1","0","1","0","0","0","0","paragraph"
"Reorganization and Reform. Last March, the","0","0","0","0","2","6","0","0","3","0","paragraph"
"President sent out a call for change in Executive","0","0","0","1","3","9","0","1","4","0","paragraph"
"Order 13781, “Comprehensive Plan for Reorganizing","0","0","0","1","3","6","0","1","2","0","paragraph"
"the Executive Branch,” where he tasked the Office of","0","0","0","1","3","9","0","1","3","0","paragraph"
"Management and Budget (OMB) Director with pro-","0","0","0","1","3","7","0","0","2","0","paragraph"
"viding a plan to reorganize the Executive Branch.","0","0","0","1","3","8","0","2","2","0","paragraph"
"The Budget is a first step in presenting this plan to","0","0","0","1","3","11","0","1","3","0","paragraph"
"the American people. This plan includes changes","0","0","0","1","3","7","0","1","3","0","paragraph"
"that can be accomplished with existing authorities","0","0","0","1","0","7","0","3","1","0","paragraph"
"as well as others that would require new funding","0","0","0","1","0","9","0","2","2","0","paragraph"
"and authorities. These changes also include re-","0","0","0","1","3","7","0","1","2","0","paragraph"
"forms identified by individual Federal employees,","0","0","0","1","3","6","0","1","2","0","paragraph"
"who answered the Administration’s request for","0","0","0","1","3","6","0","1","3","0","paragraph"
"their best ideas to improve public services or better","0","0","0","1","0","9","0","1","2","0","paragraph"
"use taxpayer dollars.","0","0","0","1","0","3","0","1","1","0","paragraph"
"nating unnecessary political positions; using","0","0","0","1","0","5","0","2","1","0","paragraph"
"shared services to improve IT services and","0","0","0","1","3","7","0","2","2","0","paragraph"
"reduce costs through economies of scale; re-","0","0","0","1","0","7","0","1","3","0","paragraph"
"aligning offices and personnel; and revamping","0","0","0","1","0","6","0","2","2","0","paragraph"
"regional offices. For instance, in order to im-","0","0","0","1","3","8","0","0","3","0","paragraph"
"prove customer service, the Department of the","0","0","0","1","3","7","0","1","2","0","paragraph"
"Interior has already begun to shift employees","0","0","0","1","3","7","0","2","2","0","paragraph"
"away from Washington, District of Columbia,","0","0","0","1","2","6","0","0","3","0","paragraph"
"closer to the citizens the Agency serves. The","0","0","0","1","3","8","0","1","2","0","paragraph"
"Department of Energy is also planning to re-","0","0","0","1","3","8","0","1","3","0","paragraph"
"view its existing laboratory network and iden-","0","0","0","1","0","7","0","2","2","0","paragraph"
"tify potential efficiencies.","0","0","0","1","0","3","0","1","1","0","paragraph"
"As part of this plan, the Administration is also","0","0","0","1","3","9","0","0","3","0","paragraph"
"planning to review how it can restructure func-","0","0","0","1","0","8","0","4","1","0","paragraph"
"tions across Federal agencies. For instance, it","0","0","0","1","3","7","0","0","3","0","paragraph"
"is planning a review of how it can streamline","0","0","0","1","0","9","0","3","2","0","paragraph"
"Federal statistical functions across multiple","0","0","0","1","3","5","0","0","1","0","paragraph"
"Federal agencies. The Administration is also re-","0","0","0","1","3","7","0","0","2","0","paragraph"
"viewing Federal development finance activities—","0","0","0","1","3","5","0","1","1","0","paragraph"
"currently spread across","0","0","0","1","0","3","0","1","0","0","paragraph"
"Investment Corporation","0","0","0","1","2","2","0","0","1","0","paragraph"
"the Overseas Private","0","0","0","1","2","3","0","0","1","0","paragraph"
"and multiple offices","0","0","0","1","0","3","0","0","1","0","paragraph"
"at the United States Agency for International","0","0","0","1","2","7","0","0","2","0","paragraph"
"Development and other Federal agencies—to","0","0","0","1","3","5","0","0","2","0","paragraph"
"identify ways to reduce duplication and better","0","0","0","1","0","7","0","2","2","0","paragraph"
"achieve national security and international de-","0","0","0","1","0","6","0","1","2","0","paragraph"
"velopment outcomes while supporting U.S. busi-","0","0","0","1","3","6","0","1","3","0","paragraph"
"ness and jobs. The Budget proposes to consolidate","0","0","0","1","3","8","0","2","3","0","paragraph"
"these functions into a new Development Finance","0","0","0","1","3","7","0","0","2","0","paragraph"
"Institution, including","0","0","0","1","3","2","0","1","1","0","paragraph"
"payer dollars.","0","0","0","1","0","2","0","0","1","0","paragraph"
