"line","is_different_style","is_font_bigger","different_color","is_font_unique","text_case","word_count","is_number","nb_of_verbs","nb_of_nouns","nb_of_cardinal_numbers","label"
"been added to the Register of Blind Persons on the","0","0","0","1","3","10","0","1","2","0","paragraph"
"authority of a qualified ophthalmic specialist.","0","0","0","1","0","6","0","0","2","0","paragraph"
"b. in one eye when the degree of sight remaining","0","0","0","1","0","10","0","1","4","1","paragraph"
"after correction is 3/60 or less on the Snellen Scale","0","0","0","1","3","10","0","0","2","0","paragraph"
"(which means the Insured Person is only able to","0","0","0","1","3","9","0","1","1","0","paragraph"
"see at 3 feet that which they should normally be","0","0","0","1","0","10","0","2","2","0","paragraph"
"able to see at 60 feet) and ACE is satisfied that the","0","0","0","1","3","12","0","1","2","0","paragraph"
"condition is permanent and without expectation of","0","0","0","1","0","7","0","0","2","0","paragraph"
"recovery.","0","0","0","1","0","1","0","0","1","0","paragraph"
"Loss of Speech shall mean total and permanent loss of","0","0","0","0","3","10","0","2","3","0","paragraph"
"speech.","0","0","0","1","0","1","0","0","1","0","paragraph"
"Out-patient shall mean an Insured Person who is attending","0","0","0","0","3","9","0","3","3","0","paragraph"
"a Qualified Medical Practitioner at a Hospital for the purpose","0","0","0","1","3","10","0","0","3","0","paragraph"
"of treatment, diagnosis or investigation which does not","0","0","0","1","0","8","0","0","3","0","paragraph"
"involve an admission to Hospital as an In-Patient.","0","0","0","1","3","8","0","1","3","0","paragraph"
"Parent or Legal Guardian shall mean a parent with","0","0","0","0","3","9","0","2","3","0","paragraph"
"parental responsibility, or a legal guardian, both being in","0","0","0","1","0","9","0","0","0","0","paragraph"
"accordance with the Children Act 1989 and any statutory","0","0","0","1","3","9","0","0","3","0","paragraph"
"amendment modification or re-enactment of it.","0","0","0","1","0","6","0","0","3","0","paragraph"
"Period of Insurance shall mean the period between and","0","0","0","0","3","9","0","2","3","0","paragraph"
"inclusive of the dates shown From: and To: on the Policy","0","0","0","1","3","11","0","1","2","0","paragraph"
"Schedule commencing at 00.01 hours on the earliest date","0","0","0","1","3","9","0","1","3","0","paragraph"
"shown and expiring at midnight on the latest date shown.","0","0","0","1","0","10","0","3","2","0","paragraph"
"Dates refer to local standard time at the address of the","0","0","0","1","3","11","0","1","3","0","paragraph"
"Group Policy holder as shown in the schedule.","0","0","0","1","3","8","0","1","2","0","paragraph"
"Permanent Disability shall mean disability which has","0","0","0","0","3","7","0","2","2","0","paragraph"
"lasted for at least 12 months and from which ACE believes","0","0","0","1","3","11","0","2","2","0","paragraph"
"the Insured Person will never recover.","0","0","0","1","3","6","0","2","1","0","paragraph"
"Permanent Total Disablement shall mean a Permanent","0","0","0","0","3","7","0","2","2","0","paragraph"
"Disability other than Loss of Limb, Loss of Sight in One/Both","0","0","0","1","3","11","0","0","5","1","paragraph"
"Eyes, Loss of Speech or Loss of Hearing, which stops the","0","0","0","1","3","11","0","1","5","0","paragraph"
"Insured Person from carrying out any occupation for which","0","0","0","1","3","9","0","2","2","0","paragraph"
"they are suited by education, training or experience .","0","0","0","1","0","9","0","1","4","0","paragraph"
"Policyholder shall mean Insured Person except in the case","0","0","0","0","3","9","0","2","3","0","paragraph"
"of Insured persons who are Children under 18 when the","0","0","0","1","3","10","0","0","3","0","paragraph"
"Policyholder shall be the Parent or Legal Guardian of such","0","0","0","1","3","10","0","1","3","0","paragraph"
"Children.","0","0","0","1","2","1","0","0","1","0","paragraph"
"Premium shall mean the amount shown on the Policy","0","0","0","0","3","9","0","3","3","0","paragraph"
"Schedule in respect of the specified Period of Insurance or","0","0","0","1","3","10","0","2","3","0","paragraph"
"any amount which subsequently becomes due as a result of","0","0","0","1","0","10","0","1","2","0","paragraph"
"alteration, adjustment or renewal of the Policy.","0","0","0","1","3","7","0","0","4","0","paragraph"
"Qualified Medical Practitioner shall mean a doctor or","0","0","0","0","3","8","0","2","2","0","paragraph"
"specialist who is registered or licensed to practise medicine","0","0","0","1","0","9","0","3","3","0","paragraph"
"under the laws of the country in which they practise other","0","0","0","1","0","11","0","1","3","0","paragraph"
"than an Insured Person or","0","0","0","1","2","5","0","0","1","0","paragraph"
"family of an Insured Person.","0","0","0","1","3","5","0","0","2","0","paragraph"
"a member of the immediate","0","0","0","1","0","5","0","0","1","0","paragraph"
"Specific Conditions, Specific Exclusions and Specific","1","0","0","1","2","6","0","0","3","0","heading"
"Definitions shall mean those conditions, exclusions and","0","0","0","0","3","7","0","2","3","0","paragraph"
"definitions more particularly stated in the Sections to which","0","0","0","1","3","9","0","1","2","0","paragraph"
"they specifically apply.","0","0","0","1","0","3","0","1","1","0","paragraph"
"Temporary Total Disablement shall mean temporary","0","0","0","0","3","6","0","2","1","0","paragraph"
"disablement which entirely prevents the Insured Person","0","0","0","1","3","7","0","1","2","0","paragraph"
"from giving attention to his/her scholastic duties, or which","0","0","0","1","0","9","0","1","2","0","paragraph"
"requires the Insured Person to reasonably incur additional","0","0","0","1","3","8","0","2","1","0","paragraph"
"expenses in order to continue scholastic duties.","0","0","0","1","0","7","0","1","2","0","paragraph"
"United Kingdom shall mean England, Scotland, Wales and","0","0","0","0","3","8","0","2","4","0","paragraph"
"Northern Ireland (including the Isle of Man and the Channel","0","0","0","1","3","10","0","1","4","0","paragraph"
"Islands).","0","0","0","1","2","1","0","0","1","0","paragraph"
"War shall mean armed conflict between nations, invasion,","0","0","0","0","3","8","0","2","4","0","paragraph"
"act of foreign enemy, civil war, military or usurped power.","0","0","0","1","0","10","0","0","4","0","paragraph"
"3","0","0","0","1","2","1","1","0","0","1","paragraph"
"Code: Endsleigh Sports Association Template","0","0","0","1","2","5","0","0","2","0","paragraph"
"Section 1 - Personal Injury Insurance","1","1","1","1","2","6","0","0","2","0","heading"
"If during a Period of Insurance an Accident occurs during","0","0","0","1","3","10","0","1","3","0","paragraph"
"the Effective Time and causes Bodily Injury to an Insured","0","0","0","1","3","10","0","2","2","0","paragraph"
"Person ACE will pay","0","0","0","1","2","4","0","2","1","0","paragraph"
"Schedule of Benefits.","0","0","0","1","2","3","0","0","2","0","paragraph"
"up to the amounts shown in the","0","0","0","1","0","7","0","1","1","0","paragraph"
"Disappearance - If an Insured Person disappears and after","0","0","0","0","3","9","0","1","2","0","paragraph"
"a suitable period of time it is reasonable for the Police or","0","0","0","1","3","12","0","0","4","0","paragraph"
"registration authorities to believe that such Insured Person","0","0","0","1","3","8","0","1","1","0","paragraph"
"has died as a result of Bodily Injury, the death Benefit shall","0","0","0","1","3","12","0","2","3","0","paragraph"
"become payable subject to a signed undertaking given by","0","0","0","1","0","9","0","3","1","0","paragraph"
"the Insured Person’s personal representatives that if the","0","0","0","1","3","8","0","0","2","0","paragraph"
"belief is subsequently found to be wrong such death Benefit","0","0","0","1","3","10","0","1","2","0","paragraph"
"shall be refunded to ACE.","0","0","0","1","3","5","0","2","1","0","paragraph"
"Extensions of Cover to Section 1","1","1","1","1","2","6","0","0","3","0","heading"
"Accident Medical Expenses","1","0","0","1","2","3","0","0","1","0","heading"
"ACE will pay the Insured for Accident Medical Expenses","0","0","0","1","2","9","0","2","3","0","paragraph"
"incurred in the Insured’s country of residence up to a","0","0","0","1","3","10","0","1","2","0","paragraph"
"maximum of 25% of any amount paid by ACE under Benefit","0","0","0","1","3","11","0","1","5","0","paragraph"
"1 to 4 as set out in the Schedule subject to a maximum total","0","0","0","1","3","14","0","1","2","1","paragraph"
"amount of £20,000.","0","0","0","1","0","3","0","0","1","0","paragraph"
"Hospital Confinement Benefit","1","0","0","1","2","3","0","0","1","0","heading"
"If during the Period of Insurance, an Accident occurs during","0","0","0","1","3","10","0","1","3","0","paragraph"
"the Effective Time shown in the Schedule and the Insured","0","0","0","1","3","10","0","2","2","0","paragraph"
"sustains Bodily Injury which, independently of Illness or any","0","0","0","1","3","9","0","0","2","0","paragraph"
"other cause, results in their Hospital Confinement within","0","0","0","1","3","8","0","0","3","0","paragraph"
"twelve calendar months from the date of the Accident, ACE","0","0","0","1","3","10","0","0","3","0","paragraph"
"will pay the Insured £50 for each complete twenty-four hour","0","0","0","1","3","10","0","2","2","0","paragraph"
"period of such Hospital","0","0","0","1","3","4","0","0","2","0","paragraph"
"benefit of £2,000.","0","0","0","1","0","3","0","0","1","0","paragraph"
"Confinement up to a maximum","0","0","0","1","3","5","0","1","1","0","paragraph"
"Home Confinement Benefit","1","0","0","1","2","3","0","0","1","0","heading"
"ACE will pay £40 for each complete day of Home","0","0","0","1","3","10","0","2","3","0","paragraph"
"Confinement immediately following discharge from hospital,","0","0","0","1","3","6","0","1","3","0","paragraph"
"provided hospitalisation lasted for a minimum of 72","0","0","0","1","0","8","0","2","2","1","paragraph"
"consecutive hours and was the direct result of Bodily Injury.","0","0","0","1","3","10","0","0","3","0","paragraph"
"Payment will be made up to a maximum of 90 days for any","0","0","0","1","3","13","0","2","3","0","paragraph"
"one accident.","0","0","0","1","0","2","0","0","1","1","paragraph"
"Definition applicable to Home Confinement","1","1","0","1","3","5","0","0","2","0","heading"
"Benefit","1","1","0","1","2","1","0","0","1","0","heading"
"Home Confinement shall mean confinement to the normal","0","0","0","1","3","8","0","2","2","0","paragraph"
"place of residence on the advice of, and whilst remaining in","0","0","0","1","0","11","0","1","3","0","paragraph"
"the care and attendance of, a General Practitioner. Home","0","0","0","1","3","9","0","0","4","0","paragraph"
"Confinement is deemed to be over when the Insured Person","0","0","0","1","3","10","0","1","1","0","paragraph"
"is fit to leave the normal place of residence as judged by the","0","0","0","1","0","13","0","2","2","0","paragraph"
"attending Qualified Medical Practitioner.","0","0","0","1","3","4","0","1","1","0","paragraph"
"Home Modification Benefit","1","1","0","1","2","3","0","0","1","0","heading"
"Where Bodily Injury results in Quadriplegia or Paraplegia,","0","0","0","1","3","8","0","0","3","0","paragraph"
"and the benefit for Permanent Total Disablement becomes","0","0","0","1","3","8","0","1","2","0","paragraph"
"payable, ACE will also indemnify the Insured Person for","0","0","0","1","3","9","0","2","2","0","paragraph"
"expenses necessarily incurred to modify their Home","0","0","0","1","3","7","0","2","2","0","paragraph"
"(limited to the modification for external or Internal wheel","0","0","0","1","3","9","0","1","2","0","paragraph"
"chair access, internal guide rails, emergency alert systems),","0","0","0","1","0","8","0","0","3","0","paragraph"
"necessary for the Insured Person to perform their daily","0","0","0","1","3","9","0","1","1","0","paragraph"
"activities of washing, cooking, bathing, and dressing and to","0","0","0","1","0","9","0","0","5","0","paragraph"
"remain in and move around their","0","0","0","1","0","6","0","2","0","0","paragraph"
"of GBP5,000.","0","0","0","1","2","2","0","0","1","0","paragraph"
"Home up to a maximum","0","0","0","1","3","5","0","0","1","0","paragraph"
"Conditions applicable to Home Modification","1","1","0","1","3","5","0","0","2","0","heading"
"This benefit is only payable where such renovations are","0","0","0","1","3","9","0","0","2","0","paragraph"
"undertaken with the prior written agreement of ACE and the","0","0","0","1","3","10","0","2","2","0","paragraph"
"agreement of the Insured Person attending Qualified","0","0","0","1","3","7","0","1","3","0","paragraph"
"Medical Practitioner","0","0","0","1","2","2","0","0","1","0","paragraph"
"Definition applicable to Home Modification Benefit","1","1","0","1","3","6","0","0","2","0","heading"
"Home shall mean the Insured Person’s main permanent","0","0","0","1","3","8","0","2","2","0","paragraph"
"residence in the United Kingdom.","0","0","0","1","3","5","0","0","2","0","paragraph"
"Loss of Enjoyment of Life Benefit","1","1","0","1","2","6","0","0","3","0","heading"
"ACE will pay an additional 5% of the Permanent Total","0","0","0","1","3","10","0","2","3","0","paragraph"
"disablement sum insured as stated in the schedule , or","0","0","0","1","0","10","0","2","2","0","paragraph"
"GBP5,000, whichever is the lesser to compensate the","0","0","0","1","3","8","0","1","0","0","paragraph"
"Insured Person for Loss of Enjoyment of Life following a","0","0","0","1","3","10","0","2","4","0","paragraph"
"claim which is payable under section 1","0","0","0","1","0","7","0","0","2","0","paragraph"
"Definitions Applicable Loss of Enjoyment of Life","1","0","0","1","2","7","0","0","3","0","heading"
"Loss of Enjoyment of Life shall mean an injury to an Insured","0","0","0","1","3","12","0","2","5","0","paragraph"
"Person which in the opinion of the Insured Person's","0","0","0","1","3","9","0","0","3","0","paragraph"
"Qualified Medical Practitioner necessitates the assistance of","0","0","0","1","3","7","0","1","2","0","paragraph"
"another person or a mechanical device to undertake two or","0","0","0","1","0","10","0","1","2","1","paragraph"
"more of the following activities for the remainder of the","0","0","0","1","0","10","0","1","2","0","paragraph"
"Insured Persons life:","0","0","0","1","3","3","0","0","1","0","paragraph"
"i) dressing and undressing; or","0","0","0","1","0","5","0","1","1","0","paragraph"
"ii) washing, bathing and toileting; or","0","0","0","1","0","6","0","1","0","0","paragraph"
"iii) eating and drinking; or","0","0","0","1","0","5","0","1","0","0","paragraph"
"iv) general household duties, shopping and driving","0","0","0","1","0","7","0","0","3","0","paragraph"
"Section 2 – Coma","1","1","1","1","2","4","0","0","2","0","heading"
"If during a Period of Insurance an Accident occurs during","0","0","0","1","3","10","0","1","3","0","paragraph"
"the Effective Time and causes Bodily Injury to an Insured","0","0","0","1","3","10","0","2","2","0","paragraph"
"Person resulting in the Insured Person falling into a Coma","0","0","0","1","3","10","0","2","3","0","paragraph"
"lasting the length of the Deferment Period ACE will pay the","0","0","0","1","3","11","0","3","2","0","paragraph"
"Benefit Amount specified in the Schedule of Benefits to the","0","0","0","1","3","10","0","1","3","0","paragraph"
"Policyholder/Partner or, if there is no Partner, to the Insured","0","0","0","1","3","10","0","1","2","0","paragraph"
"Person’s adult next of kin - on behalf of the Insured Person","0","0","0","1","3","12","0","0","4","0","paragraph"
"for each full week during which the Insured Person remains","0","0","0","1","3","10","0","1","2","0","paragraph"
"in a Coma up to the maximum Benefit Period.","0","0","0","1","3","9","0","0","2","0","paragraph"
"Specific Conditions, Specific Exclusions and","1","1","1","1","2","5","0","0","2","0","heading"
"Specific Definitions applicable to the Coma","1","1","1","1","3","6","0","0","2","0","heading"
"Section","1","1","1","1","2","1","0","0","1","0","heading"
"Benefit Period shall mean the maximum consecutive","0","0","0","1","3","7","0","2","2","0","paragraph"
"period for which the Coma benefit is payable in respect","0","0","0","1","3","10","0","0","3","0","paragraph"
"of any Insured Person. The Benefit Period commences","0","0","0","1","3","8","0","1","1","0","paragraph"
"at the end of the Deferment Period.","0","0","0","1","2","7","0","0","2","0","paragraph"
"Deferment Period shall mean a period at the beginning","0","0","0","1","3","9","0","2","3","0","paragraph"
"of a period of a Coma during which benefits are not","0","0","0","1","3","11","0","0","3","0","paragraph"
"payable.","0","0","0","1","0","1","0","0","0","0","paragraph"
"Section 3 - Broken Bones","1","1","1","1","2","5","0","0","2","0","heading"
"If during a Period of Insurance an Accident occurs during","0","0","0","1","3","10","0","1","3","0","paragraph"
"the Effective Time and causes Bodily Injury to an Insured","0","0","0","1","3","10","0","2","2","0","paragraph"
"Person resulting in Broken Bones ACE will pay the Benefit","0","0","0","1","3","10","0","3","3","0","paragraph"
"Amount specified in the Schedule of Benefits Due To one","0","0","0","1","3","10","0","1","3","0","paragraph"
"Accident. In the event of multiple Fractures to a bone as a","0","0","0","1","3","12","0","0","4","0","paragraph"
"result of one Accident the Benefit Amount will apply only","0","0","0","1","3","10","0","2","3","1","paragraph"
"once to each bone Fractured. ACE will consider a Colles’","0","0","0","1","3","10","0","2","4","0","paragraph"
"Fracture or a Pott’s Fracture to be a single Fracture of a","0","0","0","1","3","12","0","0","3","0","paragraph"
"bone.","0","0","0","1","0","1","0","0","1","0","paragraph"
"Specific Definitions applicable to the Broken","1","1","1","1","3","6","0","0","2","0","heading"
"Bones Section","1","1","1","1","2","2","0","0","1","0","heading"
"Broken Bones shall mean the Fracture of one or more of the","0","0","0","1","3","12","0","2","2","1","paragraph"
"bones listed below:","0","0","0","1","0","3","0","1","1","0","paragraph"
"a) Grade I:","0","0","0","1","2","3","0","0","1","0","paragraph"
"4","0","0","0","1","2","1","1","0","0","1","paragraph"
"Code: Endsleigh Sports Association Template","0","0","0","1","2","5","0","0","2","0","paragraph"
