"line","is_different_style","is_font_bigger","different_color","is_font_unique","text_case","word_count","is_number","nb_of_verbs","nb_of_nouns","nb_of_cardinal_numbers","label"
"order to produce results. Data has no impact on the algorithm in","0","0","0","1","3","12","0","1","5","0","paragraph"
"itself.","0","0","0","1","0","1","0","0","1","0","paragraph"
"11 11","1","0","1","0","2","2","0","0","0","1","paragraph"
"Development","1","1","0","1","2","1","0","0","1","0","paragraph"
"Figure 2: Machine","0","0","0","0","2","3","0","0","2","1","paragraph"
"production phase","0","0","0","1","0","2","0","0","1","0","paragraph"
"????","0","0","1","1","2","1","0","0","0","0","paragraph"
"Learning (ML)","0","0","0","1","2","2","0","1","0","0","paragraph"
"Machine learning (ML)","1","1","1","1","3","3","0","0","2","0","heading"
"Production","1","1","0","1","2","1","0","0","1","0","paragraph"
"????","0","0","1","1","2","1","0","0","0","0","paragraph"
"algorithm in development and","0","0","0","1","0","4","0","0","2","0","paragraph"
"In contrast to deterministic algorithms, when “programming”","0","0","0","1","3","7","0","0","2","0","paragraph"
"machine learning we have two different phases. The first one is","0","0","0","1","3","11","0","1","3","1","paragraph"
"programming the ML algorithm itself, which is de facto what we","0","0","0","1","3","11","0","1","4","0","paragraph"
"just described for the deterministic algorithms. In a second phase,","0","0","0","1","3","10","0","1","2","0","paragraph"
"usually called “training”, a data scientist (or data engineer) uses","0","0","0","1","0","10","0","2","2","0","paragraph"
"the ML algorithm together with data to produce a new algorithm:","0","0","0","1","3","11","0","1","3","0","paragraph"
"the production algorithm. Often, the ML algorithm and the","0","0","0","1","3","9","0","0","2","0","paragraph"
"production algorithm get confused. Data scientist call the latter","0","0","0","1","3","9","0","2","2","0","paragraph"
"a “trained algorithm” which contains thousands of parameters","0","0","0","1","0","8","0","2","3","1","paragraph"
"that were not explicitly programmed by a human, but rather","0","0","0","1","0","10","0","1","1","0","paragraph"
"automatically “learned”, i.e. estimated, using data samples. Here,","0","0","0","1","3","8","0","3","1","0","paragraph"
"data is grown into an algorithm.","0","0","0","0","0","6","0","1","2","0","paragraph"
"12","1","0","1","1","2","1","1","0","0","1","paragraph"
"ML algorithms are strongly dependent on the data they use to","0","0","0","1","3","11","0","1","3","0","paragraph"
"create the “production algorithm”. Because they are also prone","0","0","0","1","3","9","0","1","2","0","paragraph"
"to any hidden bias contained in the data, and due to the potential","0","0","0","1","0","13","0","2","3","0","paragraph"
"of getting deployed at scale, even minimal systematic errors in","0","0","0","1","0","10","0","2","2","0","paragraph"
"the algorithms can lead to reinforced discrimination.","0","0","0","1","0","7","0","3","2","0","paragraph"
"4. Different sources of bias","1","1","1","0","3","5","0","0","2","1","heading"
"There are plenty of different forms of bias which can cause","0","0","0","1","3","11","0","2","3","0","paragraph"
"unwanted and unexpected results [6] [7]. Automation bias for","0","0","0","0","3","9","0","0","2","1","paragraph"
"example is the phenomenon when people trust suggestions of","0","0","0","1","0","9","0","1","4","0","paragraph"
"automated systems over human reasoning. Several severe air-","0","0","0","1","3","8","0","1","2","0","paragraph"
"plane accidents happened in the past because the pilots had","0","0","0","1","0","10","0","1","3","0","paragraph"
"trusted the autopilot more than their own judgment [8]. Another","0","0","0","1","3","10","0","1","2","0","paragraph"
"type of bias may occur when an algorithm is deployed in an envi-","0","0","0","1","0","13","0","3","4","0","paragraph"
"ronment for which it was not trained in the first place. For exam-","0","0","0","1","3","13","0","1","3","0","paragraph"
"ple, if it is applied in a different geographical region or on a differ-","0","0","0","1","0","14","0","1","3","0","paragraph"
"ent group of people.","0","0","0","1","0","4","0","0","2","0","paragraph"
"While explicitly programmed rules in algorithms or the way","0","0","0","1","3","9","0","1","3","0","paragraph"
"they are used in practice may produce biased results, this is","0","0","0","1","0","11","0","3","3","0","paragraph"
"a long-known problem which already applies to conventional","0","0","0","1","0","8","0","2","1","0","paragraph"
"deterministic algorithms. In the following, we focus on a new","0","0","0","1","3","10","0","1","3","0","paragraph"
"source of bias resulting from data, which was introduced by the","0","0","0","1","0","11","0","2","3","0","paragraph"
"emergence of machine learning technologies. More specifically,","0","0","0","1","3","7","0","0","2","0","paragraph"
"we discuss human bias in data and selection bias.","0","0","0","1","0","9","0","1","3","0","paragraph"
"13","1","0","1","1","2","1","1","0","0","1","paragraph"
"4.1 Human bias","1","1","1","0","2","3","0","0","1","1","heading"
"The first source of bias which comes naturally to mind is","0","0","0","1","3","11","0","2","2","0","paragraph"
"human bias. Different types of this kind of well-studied bias are","0","0","0","1","3","11","0","1","4","0","paragraph"
"outlined in Table 1.","0","0","0","1","3","4","0","1","1","1","paragraph"
"Training data can consist of labels of objective observations,","0","0","0","1","3","9","0","3","3","0","paragraph"
"as for instance coming from a measuring device. However, train-","0","0","0","1","3","10","0","2","2","0","paragraph"
"ing data may also involve human assessment. Data labels which","0","0","0","1","3","10","0","2","3","0","paragraph"
"include human judgment may have been labelled with prejudice.","0","0","0","1","0","9","0","3","2","0","paragraph"
"Since the labels serve as ground truth, the algorithm’s perfor-","0","0","0","0","3","10","0","1","2","0","paragraph"
"mance directly depends on them, and any bias contained gets","0","0","0","1","0","10","0","3","3","0","paragraph"
"reproduced at scale in the model.","0","0","0","1","0","6","0","1","2","0","paragraph"
"Type","1","0","0","1","2","1","0","0","1","0","paragraph"
"In-group bias","0","0","0","1","2","2","0","0","1","0","paragraph"
"Out-group","0","0","0","1","2","1","0","0","1","0","paragraph"
"homogeneity bias","0","0","0","1","0","2","0","0","1","0","paragraph"
"Implicite bias","0","0","0","1","2","2","0","1","1","0","paragraph"
"Descripion","1","0","0","1","2","1","0","0","1","0","paragraph"
"Rather trust people","0","0","0","1","3","3","0","1","1","0","paragraph"
"of a group which you","0","0","0","1","0","5","0","0","1","0","paragraph"
"belong to.","0","0","0","1","0","2","0","1","0","0","paragraph"
"Less trust in people of","0","0","0","1","3","5","0","0","2","0","paragraph"
"a group which you do","0","0","0","1","0","5","0","0","2","0","paragraph"
"not belong to.","0","0","0","1","0","3","0","1","0","0","paragraph"
"False fundamental","0","0","0","1","3","2","0","0","0","0","paragraph"
"assumptions based on","0","0","0","1","0","3","0","1","1","0","paragraph"
"individual experience","0","0","0","1","0","2","0","0","1","0","paragraph"
"but not eligible for","0","0","0","1","0","4","0","0","0","0","paragraph"
"generalization.","0","0","0","1","0","1","0","0","1","0","paragraph"
"Example","1","0","0","1","2","1","0","0","1","0","paragraph"
"Preferring candidates","0","0","0","1","3","2","0","1","1","0","paragraph"
"in a recruitment","0","0","0","1","0","3","0","0","1","0","paragraph"
"process you share a","0","0","0","1","0","4","0","1","1","0","paragraph"
"biographical similarity","0","0","0","1","0","2","0","0","1","0","paragraph"
"with.","0","0","0","1","0","1","0","0","0","0","paragraph"
"Lack of language","0","0","0","1","3","3","0","0","2","0","paragraph"
"abilities may cause","0","0","0","1","0","3","0","2","1","0","paragraph"
"mistrust.","0","0","0","1","0","1","0","0","1","0","paragraph"
"Online streaming","0","0","0","1","3","2","0","0","1","0","paragraph"
"providers which tend","0","0","0","1","0","3","0","1","1","0","paragraph"
"to recommend movies","0","0","0","1","0","3","0","1","1","0","paragraph"
"about pink princesses","0","0","0","1","0","3","0","0","1","0","paragraph"
"to girls and movies","0","0","0","1","0","4","0","0","2","0","paragraph"
"about martial action","0","0","0","1","0","3","0","0","1","0","paragraph"
"heroes to boys.","0","0","0","1","0","3","0","0","2","0","paragraph"
"Table 1: List of different sources of human bias","0","0","0","0","3","9","0","0","4","1","paragraph"
"14","1","0","1","1","2","1","1","0","0","1","paragraph"
"4.2 Selection bias","1","1","1","0","2","3","0","0","1","1","heading"
"Another, less obvious source of bias is the process of how the","0","0","0","1","3","12","0","0","3","0","paragraph"
"data was collected. If data does not reflect the real distribution, a","0","0","0","1","3","12","0","2","3","0","paragraph"
"ML algorithm using these data for training will learn and enforce","0","0","0","1","3","11","0","4","3","0","paragraph"
"the bias.","0","0","0","1","0","2","0","0","1","0","paragraph"
"In Table 2 we provide a list of different types of bias which may","0","0","0","1","3","14","0","2","5","1","paragraph"
"cause selection bias in data.","0","0","0","1","0","5","0","0","2","0","paragraph"
"Type Descripion","1","0","0","1","2","2","0","0","1","0","paragraph"
"Data not selected","0","0","0","1","3","3","0","1","1","0","paragraph"
"Coverage bias in a representative","0","0","0","1","3","5","0","0","2","0","paragraph"
"manner.","0","0","0","1","0","1","0","0","1","0","paragraph"
"The frequency of","0","0","0","1","3","3","0","0","1","0","paragraph"
"events captured in","0","0","0","1","0","3","0","1","1","0","paragraph"
"the data does not","0","0","0","1","0","4","0","0","1","0","paragraph"
"correspond to the","0","0","0","1","0","3","0","1","0","0","paragraph"
"frequency in reality.","0","0","0","1","0","3","0","0","2","0","paragraph"
"Reporting bias This may happen","0","0","0","1","3","5","0","2","2","0","paragraph"
"when only extreme","0","0","0","1","0","3","0","0","0","0","paragraph"
"occurrences get","0","0","0","1","0","2","0","1","1","0","paragraph"
"registered while less","0","0","0","1","0","3","0","1","0","0","paragraph"
"outstanding events","0","0","0","1","0","2","0","0","1","0","paragraph"
"are omitted.","0","0","0","1","0","2","0","1","0","0","paragraph"
"Example","1","0","0","1","2","1","0","0","1","0","paragraph"
"Surveys conducted only on","0","0","0","1","3","4","0","1","1","0","paragraph"
"the Internet do not include","0","0","0","1","3","5","0","1","1","0","paragraph"
"households without","0","0","0","1","0","2","0","0","1","0","paragraph"
"Internet access.","0","0","0","1","3","2","0","0","1","0","paragraph"
"Movie, hotel or book","0","0","0","1","3","4","0","0","3","0","paragraph"
"reviews tend to be subject","0","0","0","1","0","5","0","1","1","0","paragraph"
"to reporting bias because","0","0","0","1","0","4","0","1","1","0","paragraph"
"only customers with","0","0","0","1","0","3","0","0","1","0","paragraph"
"extreme sentiments care","0","0","0","1","0","3","0","1","1","0","paragraph"
"to write a review.","0","0","0","1","0","4","0","1","1","0","paragraph"
"15 15","1","0","1","1","2","2","0","0","0","1","paragraph"
"Type","1","0","0","1","2","1","0","0","1","0","paragraph"
"Participation bias","0","0","0","1","2","2","0","0","1","0","paragraph"
"Sampling bias","0","0","0","1","2","2","0","1","1","0","paragraph"
"Descripion","1","0","0","1","2","1","0","0","1","0","paragraph"
"Some demographics","0","0","0","1","3","2","0","0","1","0","paragraph"
"may be","0","0","0","1","0","2","0","1","0","0","paragraph"
"underrepresented in","0","0","0","1","0","2","0","0","0","0","paragraph"
"the data.","0","0","0","1","0","2","0","0","1","0","paragraph"
"Using a non-","0","0","0","1","2","3","0","1","1","0","paragraph"
"randomized sub","0","0","0","1","0","2","0","0","1","0","paragraph"
"sample for model","0","0","0","1","0","3","0","0","2","0","paragraph"
"training can make it","0","0","0","1","0","4","0","2","2","0","paragraph"
"susceptible to bias.","0","0","0","1","0","3","0","0","1","0","paragraph"
"Example","1","0","0","1","2","1","0","0","1","0","paragraph"
"Busy parents with young","0","0","0","1","3","4","0","0","1","0","paragraph"
"children are more likely to","0","0","0","1","0","5","0","0","1","0","paragraph"
"refuse a telephone survey","0","0","0","1","0","4","0","1","1","0","paragraph"
"than retired people with","0","0","0","1","0","4","0","1","1","0","paragraph"
"plenty of time.","0","0","0","1","0","3","0","0","2","0","paragraph"
"Data from telephone","0","0","0","1","3","3","0","0","2","0","paragraph"
"surveys conducted on a","0","0","0","1","0","4","0","1","1","0","paragraph"
"working day between 10","0","0","0","1","0","4","0","1","1","0","paragraph"
"and 11 a.m. may over-","0","0","0","1","0","5","0","0","1","0","paragraph"
"represent the non-working","0","0","0","1","0","3","0","1","0","0","paragraph"
"population.","0","0","0","1","0","1","0","0","1","0","paragraph"
"Table 2: List of different sources of selection bias","0","0","0","0","3","9","0","0","4","1","paragraph"
"16","1","0","1","1","2","1","1","0","0","1","paragraph"
"5. What is fair?","1","1","1","0","3","4","0","0","1","1","heading"
"Fairness is an ethical concept which refers to plural concep-","0","0","0","1","3","10","0","1","2","0","paragraph"
"tions of justice between individuals. This concept is at the heart","0","0","0","1","3","11","0","0","5","0","paragraph"
"of social science research, and the difficulty to find a general defi-","0","0","0","1","0","12","0","1","3","0","paragraph"
"nition is obvious: fairness is based on ethical value judgment, and","0","0","0","1","0","11","0","1","3","0","paragraph"
"its application will vary according to cultures, religions, political","0","0","0","1","0","9","0","3","3","0","paragraph"
"systems, etc.","0","0","0","1","0","2","0","0","1","0","paragraph"
"In order to be able to measure and improve fairness in techni-","0","0","0","1","3","12","0","2","3","0","paragraph"
"cal systems, we would first have to agree on a statistical defini-","0","0","0","1","0","12","0","2","2","0","paragraph"
"tion of fairness as baseline. In current research, there exist plenty","0","0","0","1","3","11","0","1","5","0","paragraph"
"of different definitions which are mutually incompatible [29]. In the","0","0","0","0","3","10","0","0","1","0","paragraph"
"following, we outline the most popular approaches. No definition","0","0","0","1","3","9","0","2","3","0","paragraph"
"serves as silver bullet for all use cases, the right choice depends","0","0","0","1","0","12","0","2","3","0","paragraph"
"on the context of the use case and on the data available.","0","0","0","1","0","12","0","0","3","0","paragraph"
"17","1","0","1","1","2","1","1","0","0","1","paragraph"
"5.1 Information sanitization","1","1","1","0","3","3","0","0","1","1","heading"
"This approach limits the data that are used for training the","0","0","0","1","3","11","0","3","2","0","paragraph"
"classifier. In its most straightforward version named “Fairness","0","0","0","1","3","8","0","1","2","0","paragraph"
"through unawareness”, an algorithm is considered fair if it does","0","0","0","1","0","10","0","1","3","0","paragraph"
"not make use of the protected attribute [5]. The notion is that","0","0","0","0","3","12","0","2","3","0","paragraph"
"omission of protected attributes when training the model pre-","0","0","0","1","0","9","0","2","3","0","paragraph"
"vents from unfair use.","0","0","0","1","0","4","0","0","2","0","paragraph"
"5.2 Statistical/Group fairness","1","1","1","0","3","3","0","0","1","1","heading"
"This type of fairness definition partitions the world into","0","0","0","1","3","9","0","1","2","0","paragraph"
"groups defined by one or several high-level protected attributes.","0","0","0","1","0","9","0","2","2","1","paragraph"
"It requires that a specific relevant statistic about the classifier is","0","0","0","1","3","11","0","1","3","0","paragraph"
"equal across those groups.","0","0","0","1","0","4","0","1","1","0","paragraph"
"5.2.1 Demographic parity","1","0","1","0","3","3","0","0","1","1","heading"
"An algorithm is considered fair if the prediction is independent","0","0","0","1","3","10","0","1","2","0","paragraph"
"of the protected attribute [9]. If the base ground truth outcome","0","0","0","0","3","11","0","1","2","1","paragraph"
"of the two demographic groups are totally different, this defini-","0","0","0","1","0","10","0","0","1","1","paragraph"
"tion might not be appropriate, since for example a model which","0","0","0","1","0","11","0","1","3","0","paragraph"
"selects the best 5% women and randomly 5% of men would be","0","0","0","1","0","12","0","2","3","0","paragraph"
"perfectly fair according to this definition.","0","0","0","1","0","6","0","1","1","0","paragraph"
"5.2.2 Equalized odds","1","0","1","0","2","3","0","0","1","1","heading"
"An algorithm is considered fair if across both demographics for","0","0","0","1","3","10","0","1","2","0","paragraph"
"the positive outcome the predictor has equal true positive rates,","0","0","0","1","0","10","0","0","3","0","paragraph"
"and for negative outcomes, the predictor has equal false positive","0","0","0","1","0","10","0","0","2","0","paragraph"
"rates [10]. This constraint enforces that accuracy is equally high in","0","0","0","0","3","11","0","0","3","0","paragraph"
"all demographics. The rate of positive and negative classification","0","0","0","1","3","9","0","0","3","0","paragraph"
"is equal across the groups.","0","0","0","1","0","5","0","0","1","0","paragraph"
"18","1","0","1","1","2","1","1","0","0","1","paragraph"
"5.2.3 Equalized opportunities","1","0","1","0","3","3","0","0","1","1","heading"
"An algorithm is considered fair if across both demographics,","0","0","0","1","3","9","0","1","2","0","paragraph"
"only for the positive outcome the predictor of has equal true pos-","0","0","0","1","0","12","0","0","2","0","paragraph"
"itive rates [10]. The notion is that the chances of being correctly","0","0","0","0","3","12","0","0","2","0","paragraph"
"classified positive should be equal for every group.","0","0","0","1","0","8","0","1","1","0","paragraph"
"5.3 Individual fairness","1","1","1","0","3","3","0","0","1","1","heading"
"This family of definitions binds at the individual level. It sug-","0","0","0","1","3","11","0","0","4","0","paragraph"
"gests that fairness means that similar individuals should be","0","0","0","1","0","9","0","2","3","0","paragraph"
"treated similarly, specifying an adequate similarity metric.","0","0","0","1","0","7","0","2","1","0","paragraph"
"5.3.1 Fairness through awareness","1","0","1","0","3","4","0","0","2","1","heading"
"An algorithm is considered fair if it gives similar predictions to","0","0","0","1","3","11","0","2","3","0","paragraph"
"similar individuals [9].","0","0","0","0","0","3","0","0","1","1","paragraph"
"5.3.2 Calibration","1","0","1","0","2","2","0","0","1","0","heading"
"The positive predictive value is equalized across the groups for","0","0","0","1","3","10","0","1","2","0","paragraph"
"a score [11]. For any demographic, an optimally calibrated classi-","0","0","0","0","3","10","0","1","2","1","paragraph"
