"line","is_different_style","is_font_bigger","different_color","is_font_unique","text_case","word_count","is_number","nb_of_verbs","nb_of_nouns","nb_of_cardinal_numbers","label"
"Gordon-Schleicher 2015: bigger N, covering poor and rich","0","0","0","0","3","8","0","1","1","0","paragraph"
"countries, about 1990-2015. They ﬁnd a large US premium","0","0","0","1","3","9","0","1","3","0","paragraph"
"and a small but signiﬁcant positive regression of GDP per","0","0","0","1","3","10","0","0","2","0","paragraph"
"capita on costs.","0","0","0","1","0","3","0","0","1","0","paragraph"
"RPA 2018: several case studies in North America and Europe.","0","0","0","1","3","10","0","0","4","0","paragraph"
"Madrid’s formula","0","1","1","1","3","2","0","0","2","0","paragraph"
"Manuel Melis Maynar was president of Madrid Metro in","0","0","0","1","3","9","0","0","3","0","paragraph"
"1998-2009. In 2003, he gave a report on how Madrid expanded its","0","0","0","1","3","12","0","2","3","0","paragraph"
"Metro for such low cost:","0","0","0","1","3","5","0","0","2","0","paragraph"
"Contracts are awarded based on a technical score (50%),","0","0","0","1","3","9","0","2","3","0","paragraph"
"speed (20%), and cost (30%).","0","0","0","1","0","5","0","0","4","0","paragraph"
"Designs are streamlined, conservative, and reused between","0","0","0","1","3","7","0","2","1","0","paragraph"
"diﬀerent lines.","0","0","0","1","0","2","0","0","1","0","paragraph"
"Stations are built as shallow as possible.","0","0","0","1","3","7","0","1","1","0","paragraph"
"Contracts are itemized, not awarded by lump sum, so change","0","0","0","1","3","10","0","3","2","0","paragraph"
"orders come pre-negotiated (see also Ryan 2019 on Indian","0","0","0","1","3","9","0","2","2","0","paragraph"
"power plants).","0","0","0","1","0","2","0","0","1","0","paragraph"
"Design and construction are awarded to diﬀerent ﬁrms—no","0","0","0","1","3","8","0","1","3","0","paragraph"
"design-build.","0","0","0","1","0","1","0","0","1","0","paragraph"
"In-house oversight—no consultants.","0","0","0","1","3","3","0","0","2","0","paragraph"
"The data","0","1","1","1","2","2","0","0","1","0","heading"
"The primary source for this talk is a new dataset of diﬀerent urban","0","0","0","1","3","13","0","0","3","0","paragraph"
"rail lines and their costs. Some key attributes:","0","0","0","1","3","8","0","0","3","0","paragraph"
"The table covers 205 distinct items totaling 3,600 km of","0","0","0","1","3","10","0","2","3","1","paragraph"
"urban rail.","0","0","0","1","0","2","0","0","1","0","paragraph"
"About 40 countries are represented. The dataset is fairly","0","0","0","1","3","9","0","1","2","1","paragraph"
"complete in the developed world for lines built since the 1990s","0","0","0","1","0","11","0","1","2","0","paragraph"
"but has gaps elsewhere, especially in China.","0","0","0","1","3","7","0","0","2","0","paragraph"
"Most lines are recent: about 2/3 are still under construction or","0","0","0","1","3","11","0","0","2","1","paragraph"
"in planning, forcing the use of ex ante and in medio sources.","0","0","0","0","0","12","0","1","4","0","paragraph"
"The sources are predominantly popular and trade media, and","0","0","0","1","3","9","0","0","2","0","paragraph"
"secondarily agency plans and public documents.","0","0","0","1","0","6","0","0","2","0","paragraph"
"Figures exclude rolling stock whenever possible.","0","0","0","1","3","6","0","2","2","0","paragraph"
"Important line characteristics","0","1","1","1","3","3","0","0","1","0","heading"
"The data table focuses on cost/km, but mentions three additional","0","0","0","1","3","10","0","2","2","1","paragraph"
"characteristics to avoid confounders:","0","0","0","1","0","4","0","1","2","0","paragraph"
"The proportion of the line that is in tunnel.","0","0","0","1","3","9","0","0","3","0","paragraph"
"Number of stations: stations are a key part of construction","0","0","0","1","3","10","0","0","5","0","paragraph"
"costs, esp. at the high end (about 75% of SAS’s costs).","0","0","0","1","3","11","0","0","4","0","paragraph"
"Whether the line is regional rail (RR) or metro: RR","0","0","0","1","3","10","0","0","5","0","paragraph"
"consistently costs more (RER vs. M´etro, Crossrail vs.","0","0","0","1","3","8","0","1","2","0","paragraph"
"Underground, Gateway/ESA vs. SAS, etc.).","0","0","0","1","3","5","0","0","3","0","paragraph"
"The analysis focuses on metros, since few items in the table are","0","0","0","1","3","12","0","1","4","0","paragraph"
"RR.","0","0","0","1","1","1","0","0","1","0","paragraph"
"Line centrality","0","1","1","1","3","2","0","0","1","0","heading"
"Two additional characteristics, not mentioned in the table:","0","0","0","1","3","8","0","1","2","1","paragraph"
"Line centrality: hard to deﬁne precisely, but tunnels cost more","0","0","0","1","3","10","0","2","2","0","paragraph"
"in city center (inc. RR) than in outlying areas. One potential","0","0","0","1","3","11","0","0","4","1","paragraph"
"metric: number of crossings of older lines.","0","0","0","1","0","7","0","0","3","0","paragraph"
"Construction method: cut-and-cover is cheaper than bored","0","0","0","1","3","7","0","1","1","0","paragraph"
"tunnel with cut-and-cover stations (by a factor of 1.5-2),","0","0","0","1","0","9","0","1","3","1","paragraph"
"which is cheaper than bored tunnel with mined stations. But","0","0","0","1","3","10","0","0","2","0","paragraph"
"this data isn’t available in every city.","0","0","0","1","0","7","0","0","2","0","paragraph"
"These are related: city center costs are higher partly because it’s","0","0","0","1","3","11","0","1","1","0","paragraph"
"harder to cut-and-cover. Paris M1 and M12 extension stations cost","0","0","0","1","3","10","0","2","3","0","paragraph"
"e90 million apiece, but RER E La D´efense is e450 million.","0","0","0","1","3","11","0","0","1","1","paragraph"
"SAS Phase 1 stations were deep-mined at around $750 million","0","0","0","1","3","10","0","0","1","1","paragraph"
"each, but they could have been built as shallow cut-and-cover!","0","0","0","1","0","10","0","3","2","0","paragraph"
"Analysis: preliminary observations","0","1","1","1","3","3","0","0","2","0","paragraph"
"Several preliminary observations:","0","0","0","1","3","3","0","0","1","0","paragraph"
"Costs are citywide, that is similar across subways in the same","0","0","0","0","3","11","0","0","2","0","paragraph"
"city.","0","0","0","1","0","1","0","0","1","0","paragraph"
"Costs are to some extent national, that is similar between","0","0","0","0","3","10","0","0","1","0","paragraph"
"diﬀerent cities in the same country.","0","0","0","1","0","6","0","0","2","0","paragraph"
"Costs are rising: more recent subways in the same city cost","0","0","0","0","3","11","0","1","2","0","paragraph"
"more than older ones.","0","0","0","1","0","4","0","0","1","0","paragraph"
"RR is more expensive than metros.","0","0","0","1","3","6","0","0","2","0","paragraph"
"Because costs are national, the explanation should be institutional","0","0","0","0","3","9","0","1","2","0","paragraph"
"and not geologic or geographic. This is diﬃcult and requires","0","0","0","1","3","10","0","1","0","0","paragraph"
"qualitative research, since N is about 40.","0","0","0","0","3","7","0","0","2","1","paragraph"
"Who’s cheap and who’s expensive?","0","1","1","1","3","5","0","2","2","0","paragraph"
"The Anglosphere is expensive, around $500+ million/km","0","0","0","1","3","7","0","0","1","0","paragraph"
"ex-New York: US, Canada, Australia, Singapore, UK.","0","0","0","1","3","7","0","0","6","0","paragraph"
"Western Europe: Germany and NL cost $300-400 million/km,","0","0","0","1","3","8","0","1","4","0","paragraph"
"France is $250 million/km, Mediterranean and Nordic and","0","0","0","1","3","8","0","0","4","0","paragraph"
"Swiss costs average $90-150 million/km.","0","0","0","1","3","5","0","1","1","0","paragraph"
"Eastern Europe runs the gamut from Romania at $100","0","0","0","1","3","9","0","1","3","0","paragraph"
"million/km to Hungary and Russia circa $500 million/km.","0","0","0","1","3","8","0","0","3","0","paragraph"
"East Asia: Korea is about $100 million/km, China perhaps","0","0","0","1","3","9","0","0","2","0","paragraph"
"$250 million, Taiwan and Japan are expensive.","0","0","0","1","3","7","0","0","2","0","paragraph"
"Ex-colonies: all are expensive—subways tend to run at $500","0","0","0","1","3","9","0","2","2","0","paragraph"
"million/km and Manila has one at $1 billion/km.","0","0","0","1","3","8","0","0","3","0","paragraph"
"Other developing: Turkey averages $100 million/km, Ecuador","0","0","0","1","3","7","0","1","3","0","paragraph"
"and Chile are about $150 million/km, Iran maybe $200","0","0","0","1","3","9","0","0","3","0","paragraph"
"million/km, Mexico and Brazil costlier ($330 million/km in","0","0","0","1","3","8","0","0","4","0","paragraph"
"S˜ao Paulo), Thailand $300-650 million/km.","0","0","0","1","3","5","0","0","2","0","paragraph"
"Costs are rising","0","1","1","1","3","3","0","1","1","0","paragraph"
"For the most part, if there are multiple items in the same city,","0","0","0","1","3","13","0","0","3","0","paragraph"
"more recent ones cost more. Exception: if the most recent items","0","0","0","1","3","11","0","1","3","0","paragraph"
"are suburban extensions and the older line is in city center (e.g.","0","0","0","1","0","12","0","0","3","0","paragraph"
"Warsaw).","0","0","0","1","2","1","0","0","1","0","paragraph"
"This is also true historically. Approximate construction costs per","0","0","0","1","3","9","0","0","1","0","paragraph"
"km, in millions of 2019 dollars:","0","0","0","1","0","6","0","0","3","1","paragraph"
"Era New York London Paris","0","0","0","1","2","5","0","0","1","0","paragraph"
"But: some places (Canada, Singapore) have had higher recent cost","0","0","0","1","3","10","0","1","4","0","paragraph"
"growth, others less growth (Korea, Spain).","0","0","0","1","3","6","0","0","3","0","paragraph"
"Common but probably wrong explanations","0","1","1","1","3","5","0","0","1","0","heading"
"Standard political institutions don’t seem like good explanations:","0","0","0","1","3","8","0","1","2","0","paragraph"
"Health care costs: the US has expensive health care, but the","0","0","0","1","3","11","0","0","2","0","paragraph"
"UK has a cheap public system and SG has a cheap private one.","0","0","0","1","3","13","0","0","3","0","paragraph"
"Unionization: in developed countries union density correlates","0","0","0","1","3","7","0","2","1","0","paragraph"
"with lower costs thanks to Scandinavia, but really there is not","0","0","0","0","3","11","0","0","3","0","paragraph"
"much correlation either way beyond the fact that the","0","0","0","1","0","9","0","0","2","0","paragraph"
"Anglosphere is expensive.","0","0","0","1","3","3","0","0","1","0","paragraph"
"GDP per capita: unlike in Gordon-Schleicher, the GDP-cost","0","0","0","1","3","8","0","0","4","0","paragraph"
"correlation vanishes if we correct for the tendency of poorer","0","0","0","1","0","10","0","2","3","0","paragraph"
"countries to build more els and fewer subways.","0","0","0","1","0","8","0","1","3","0","paragraph"
"Corruption perception: the cleanest countries include low-cost","0","0","0","1","3","7","0","1","2","0","paragraph"
"Scandinavia and high-cost CA, NL, SG, UK; Europe’s most","0","0","0","1","3","9","0","0","6","0","paragraph"
"corrupt are low-cost ES, GR, IT and high-cost HU, PL, RU.","0","0","0","1","3","11","0","0","6","0","paragraph"
"The Anglosphere premium","0","1","1","1","3","3","0","0","1","0","heading"
"The Anglosphere has several common features, all of which are in","0","0","0","1","3","11","0","0","2","0","paragraph"
"correlation, and therefore correlate with high costs:","0","0","0","1","0","7","0","1","2","0","paragraph"
"Common law. But Qu´ebec has civil law and the same costs as","0","0","0","1","3","12","0","0","4","0","paragraph"
"Toronto.","0","0","0","1","2","1","0","0","1","0","paragraph"
"Winner-take all elections. But New Zealand uses proportional","0","0","0","1","3","8","0","2","3","0","paragraph"
"representation, and Auckland’s City Rail Link is $850","0","0","0","1","3","8","0","0","3","0","paragraph"
"million/km.","0","0","0","1","0","1","0","0","1","0","paragraph"
"High inequality, no collective bargaining. But Canada and","0","0","0","1","3","8","0","0","3","0","paragraph"
"Australia are comparable in inequality to Southern Europe.","0","0","0","1","3","8","0","0","3","0","paragraph"
"What if the cause is not as political? The Anglosphere tends to","0","0","0","1","3","12","0","1","3","0","paragraph"
"mostly learn from other Anglo countries. Maybe the root cause is","0","0","0","1","3","11","0","1","2","0","paragraph"
"lack of knowledge about non-English-speaking practices?","0","0","0","1","3","6","0","0","3","0","paragraph"
"Anglosphere insularity","0","1","1","1","3","2","0","0","1","0","heading"
"Some examples of Anglosphere insularity suggesting the region","0","0","0","1","3","8","0","1","3","0","paragraph"
"does not learn from others, and New York is especially insular:","0","0","0","1","3","11","0","1","2","0","paragraph"
"In SF, oﬃcials at Caltrain and TJPA had no idea Germany","0","0","0","1","3","11","0","0","6","0","paragraph"
"even has commuter rail. One TJPA consultant, re Japanese","0","0","0","1","3","9","0","0","2","1","paragraph"
"designs: “Asians don’t value life the way we do.”","0","0","0","1","3","9","0","1","4","0","paragraph"
"MTA Chair Pat Foye, last week: “New York has a more","0","0","0","1","3","11","0","0","2","0","paragraph"
"built-out commuter rail network than London.”","0","0","0","1","3","6","0","1","2","0","paragraph"
"American conversation on transit reforms (RPA on costs, fare","0","0","0","1","3","9","0","0","3","0","paragraph"
"capping, etc.): references to London, few to none to","0","0","0","1","3","9","0","0","4","0","paragraph"
"Continental Europe or East Asia.","0","0","0","1","2","5","0","0","2","0","paragraph"
"US and Canadian proposals for reform propose more","0","0","0","1","3","8","0","0","2","0","paragraph"
"design-build, the opposite of what Spain and France do.","0","0","0","1","3","9","0","0","5","0","paragraph"
"So what can be done to ﬁx this, concretely?","0","0","0","1","3","9","0","3","1","0","paragraph"
"Synthesis: how New York can reduce costs","0","1","1","1","3","7","0","2","3","0","heading"
"Imitate, don’t innovate!","0","0","0","1","3","3","0","1","0","0","paragraph"
"New York needs to do what the Spaniards and Koreans and","0","0","0","1","3","11","0","1","3","0","paragraph"
"Italians and Swiss and Nordics do, with some sanity-check","0","0","0","1","3","9","0","0","4","0","paragraph"
"assistance from medium-cost countries like France.","0","0","0","1","3","6","0","0","3","0","paragraph"
"This covers diﬀerences in engineering, contracts, and political","0","0","0","1","3","8","0","1","3","0","paragraph"
"institutions.","0","0","0","1","0","1","0","0","1","0","paragraph"
"Build simpler stations","0","1","1","1","3","3","0","1","1","0","heading"
"The cost diﬀerence seems to be mostly in stations.","0","0","0","1","3","9","0","1","2","0","paragraph"
"SAS tunneling and systems together are a factor of 2 over Paris","0","0","0","1","3","12","0","0","4","1","paragraph"
"(and LA has no premium at all), stations are a factor of 4-8","0","0","0","1","3","13","0","0","4","1","paragraph"
"premium. To simplify stations, use the following methods:","0","0","0","1","3","8","0","3","3","0","paragraph"
"Shallow cut-and-cover construction, disrupting the street for","0","0","0","1","3","7","0","2","2","0","paragraph"
"about 18 months. No mining except at undercrossings.","0","0","0","1","3","8","0","0","3","0","paragraph"
"No mezzanines. All circulation, including fare barriers, should","0","0","0","1","3","8","0","2","3","0","paragraph"
"be on the platform level or at street level.","0","0","0","1","0","9","0","0","2","0","paragraph"
"An island platform, ideally accessed from a street median, to","0","0","0","1","3","10","0","1","2","0","paragraph"
"avoid duplicating elevators, stairs, etc.","0","0","0","1","0","5","0","2","2","0","paragraph"
"No signature architecture. Station designs should be reused","0","0","0","1","3","8","0","2","2","0","paragraph"
"systemwide. If art is desired, put on exhibits.","0","0","0","1","3","8","0","2","2","0","paragraph"
"Improve contracting practices","0","1","1","1","3","3","0","1","1","0","heading"
"Rosenthal 2016: contractors say that there is a premium of 30%","0","0","0","1","3","11","0","1","3","0","paragraph"
"just for working with the MTA’s byzantine process, in addition to","0","0","0","1","3","11","0","1","2","0","paragraph"
"any proﬁt margin from lack of competition.","0","0","0","1","0","7","0","0","3","0","paragraph"
"Instead, contracts should be ﬂexible and strictly separate design","0","0","0","1","3","9","0","1","2","0","paragraph"
"and construction. No design-build.","0","0","0","0","3","4","0","0","2","0","paragraph"
"An in-house team should oversee the design and project","0","0","0","1","3","9","0","2","3","0","paragraph"
"management, and have the authority to reject bids. If only","0","0","0","1","3","10","0","1","3","0","paragraph"
"1-2 contractors bid, restart the bidding process.","0","0","0","1","0","7","0","1","2","1","paragraph"
"Let the designers choose their own materials, methods,","0","0","0","1","3","8","0","2","3","0","paragraph"
"etc.—give them a technical score and make that 50% of the","0","0","0","1","0","11","0","1","1","0","paragraph"
"weight of the bid. Do not blindly award to the lowest bidder.","0","0","0","1","3","12","0","1","3","0","paragraph"
"Standards should be about performance, not methods.","0","0","0","1","3","7","0","1","3","0","paragraph"
"No lump sum contracts. Bills should be itemized to prevent","0","0","0","1","3","10","0","3","2","0","paragraph"
"change order litigation.","0","0","0","1","0","3","0","0","1","0","paragraph"
"Do not privatize the state","0","1","1","1","3","5","0","1","1","0","heading"
"Overheads account for 27% of SAS costs, vs. 15% of Paris M1 and","0","0","0","1","3","13","0","1","5","0","paragraph"
"M14 extensions and 8% of Madrid L9.","0","0","0","1","3","7","0","0","3","0","paragraph"
"Agencies must hire adequate in-house project management, in lieu","0","0","0","1","3","9","0","2","3","0","paragraph"
"of relying on consultants who tend to be less likely to be willing to","0","0","0","1","0","14","0","2","2","0","paragraph"
"take a stand and propose inexpensive but disruptive techniques.","0","0","0","1","0","9","0","2","2","0","paragraph"
"“Disruptive” includes politically disruptive, e.g. forcing diﬀerent","0","0","0","1","3","7","0","2","0","0","paragraph"
"agencies to work together. California HSR is full of agency turf","0","0","0","1","3","11","0","1","3","0","paragraph"
"clashes leading to unnecessary tunnels.","0","0","0","1","0","5","0","1","2","0","paragraph"
"In-house workers tend to cost 1/3 to 1/2 as much as consultants.","0","0","0","1","3","12","0","2","2","2","paragraph"
"In-house engineers and managers must be paid competitively, in","0","0","0","1","3","9","0","2","2","0","paragraph"
"cash and current beneﬁts, not a pension that vests in 23 years.","0","0","0","1","0","12","0","1","4","0","paragraph"
"Further research: ﬁll in gaps in data","0","1","1","1","3","7","0","0","3","0","paragraph"
"The data has signiﬁcant gaps in quantity and quality, and ﬁlling","0","0","0","1","3","11","0","0","5","0","paragraph"
"them is a priority to get a more accurate picture:","0","0","0","1","0","10","0","0","3","0","paragraph"
"Add more current and historic items to the table, esp. in","0","0","0","1","3","11","0","1","2","0","paragraph"
"China, since so much (average-cost) work happens there.","0","0","0","1","3","8","0","1","1","0","paragraph"
"Add more granular information about station vs. tunnel costs,","0","0","0","1","3","9","0","1","3","0","paragraph"
"overheads, environmental review process, etc.","0","0","0","1","0","5","0","0","2","0","paragraph"
"Look at ancillary costs, e.g. elevator retroﬁts for wheelchair","0","0","0","1","3","9","0","1","3","0","paragraph"
"accessibility.","0","0","0","1","0","1","0","0","1","0","paragraph"
"Compare other infrastructure: HSR, electriﬁcation, airports,","0","0","0","1","3","6","0","1","4","0","paragraph"
"highways, water works, sewage—institutional factors should","0","0","0","1","0","6","0","1","4","0","paragraph"
"impact all of these equally.","0","0","0","1","0","5","0","1","0","0","paragraph"
"Further research: comparative institutions","0","1","1","1","3","4","0","0","2","0","heading"
"More granular research on legal, political, etc. institutions should","0","0","0","1","3","9","0","1","2","0","paragraph"
"explain how the US got to this point of being so behind in","0","0","0","1","3","13","0","2","2","0","paragraph"
"infrastructure. Potential examples:","0","0","0","1","3","3","0","0","2","0","paragraph"
"Kagan’s theory of American adversarial legalism vs. European","0","0","0","1","3","8","0","0","4","0","paragraph"
"bureaucratic legalism.","0","0","0","1","0","2","0","0","1","0","paragraph"
"Schleicher’s work on subnational governance and the","0","0","0","1","3","7","0","1","2","0","paragraph"
"American local democratic deﬁcit.","0","0","0","1","3","4","0","0","1","0","paragraph"
"Labor activists’ notion of a siege mentality among unions in","0","0","0","1","3","10","0","0","3","0","paragraph"
"the US (and UK?) leading to resistance to productivity","0","0","0","1","3","9","0","1","4","0","paragraph"
"improvements.","0","0","0","1","0","1","0","0","1","0","paragraph"
"Research on regulatory capture and civil service quality in","0","0","0","1","3","9","0","0","3","0","paragraph"
"comparative politics.","0","0","0","1","0","2","0","0","1","0","paragraph"
"Further research: other methods","0","1","1","1","3","4","0","0","2","0","heading"
"The value of the principles laid out in Melis 2003 suggests that","0","0","0","1","3","12","0","2","3","0","paragraph"
"qualitative methods (e.g. case studies) are of great value.","0","0","0","1","0","9","0","0","3","0","paragraph"
"Preliminary interviews are revealing a wealth of information about","0","0","0","1","3","9","0","1","3","0","paragraph"
"how diﬀerent countries oversee public contracts.","0","0","0","1","0","6","0","1","2","0","paragraph"
"Interviews in Rosenthal 2016 and design standards show some","0","0","0","1","3","9","0","1","3","0","paragraph"
"diﬀerences in staﬃng levels in New York versus Western Europe.","0","0","0","1","3","10","0","0","4","0","paragraph"
"Thank you!","0","1","0","1","2","2","0","1","1","0","heading"
