"line","is_different_style","is_font_bigger","different_color","is_font_unique","text_case","word_count","is_number","nb_of_verbs","nb_of_nouns","nb_of_cardinal_numbers","label"
"because less genuine information is available, and makes it much harder for junior","0","0","0","1","0","13","0","1","2","0","paragraph"
"scholars to publish and to get tenure and promotion, especially when universities require","0","0","0","1","0","13","0","2","4","0","paragraph"
"publication in certain journals. This problem will be alleviated as more journals are done","0","0","0","1","3","14","0","3","4","0","paragraph"
"on the internet, of course.","0","0","0","1","0","5","0","0","2","0","paragraph"
"Conclusion","1","0","0","1","2","1","0","0","1","0","heading"
"Again, sometimes papers have to be long. But often they don't, and the problem is usually","0","0","0","1","3","16","0","0","3","0","paragraph"
"long introductions and conclusions that go far beyond the needs of the paper.","0","0","0","1","0","13","0","1","4","0","paragraph"
"Language education has clearly taken its tradition from the humanities, which favors","0","0","0","1","3","12","0","2","3","0","paragraph"
"dissertation-style prose, rather than the sciences, where papers are usually much shorter.","0","0","0","1","0","12","0","0","3","0","paragraph"
"It is probably no coincidence that citation rates in the sciences are much higher: Hamilton","0","0","0","1","3","15","0","0","5","0","paragraph"
"(1991) reported that about 91% of papers published in atomic, molecular and chemical","0","0","0","1","0","13","0","2","2","0","paragraph"
"physics, and 86% in virology had been cited at least once. In language and linguistics,","0","0","0","1","3","15","0","1","5","0","paragraph"
"only 20% had been cited and in American literature, less than 1%.","0","0","0","1","3","12","0","1","2","0","paragraph"
"References","1","0","0","1","2","1","0","0","1","0","heading"
"Watson, J. and Crick, F. 1953. A Structure for Deoxyribose Nucleic Acid, Nature 171,","0","0","0","1","2","14","0","0","7","1","paragraph"
"737-738.","0","0","0","1","2","1","0","0","0","1","paragraph"
"Hamilton, D. 1991. Research papers: Who's united now? Science 251: 25.","0","0","0","1","3","11","0","0","5","2","paragraph"
"Langer, J. and Applebee, A. 1987. How Writing Shapes Thinking. Urbana, IL: National","0","0","0","1","2","13","0","0","7","0","paragraph"
"Council of Teachers of English.","0","0","0","1","2","5","0","0","3","0","paragraph"
