"line","is_different_style","is_font_bigger","different_color","is_font_unique","text_case","word_count","is_number","nb_of_verbs","nb_of_nouns","nb_of_cardinal_numbers","label"
"We will not cover you for damage to any computer or other equipment, component,","0","0","0","0","3","14","0","2","6","0","paragraph"
"system or item which processes, stores, transmits or retrieves data or any part of it,","0","0","0","1","0","15","0","2","5","0","paragraph"
"whether tangible or intangible (including but without limitation any information,","0","0","0","1","0","10","0","1","2","0","paragraph"
"programs or software) and whether your property or not, where damage is caused by","0","0","0","0","0","14","0","1","4","0","paragraph"
"programming or operator error, virus or similar mechanism or hacking, including where","0","0","0","0","0","12","0","1","6","0","paragraph"
"this results from the actions of malicious persons or thieves.","0","0","0","1","0","10","0","1","3","0","paragraph"
"Excess exclusion","1","0","1","1","3","2","0","0","1","0","heading"
"We will not cover you for the amount of the excess shown in your schedule","0","0","0","0","3","15","0","3","4","0","paragraph"
"If a single incident results in a claim under more than one of the following sections","0","0","0","1","3","16","0","1","3","1","paragraph"
"of cover","0","0","0","1","0","2","0","0","1","0","paragraph"
"a) own plant tools and equipment,","0","0","0","0","0","6","0","0","2","0","paragraph"
"b) hired in plant, or","0","0","0","0","0","5","0","1","1","0","paragraph"
"c) contract works","0","0","0","0","0","3","0","1","0","0","paragraph"
"you will not be responsible for more than one excess. Where the excess varies between","0","0","0","0","3","15","0","2","2","1","paragraph"
"each of those sections of cover, the higher amount will apply.","0","0","0","1","0","11","0","2","3","0","paragraph"
"AXA Business Insurance - Own plant tools and equipment section – Tradesmen - What is not covered Go to Contents page","0","0","1","0","3","21","0","1","4","0","paragraph"
"Motor vehicle exclusion","1","0","1","1","3","3","0","0","1","0","heading"
"We will not cover you for damage to any motor vehicle or attached trailer other than","0","0","0","0","3","16","0","3","5","0","paragraph"
"mobile plant which is primarily intended for use at contract sites or any vehicle used","0","0","0","1","0","15","0","2","4","0","paragraph"
"solely at contract sites and which is not licensed for road use","0","0","0","1","0","12","0","1","2","0","paragraph"
"Radioactive contamination exclusion","1","0","1","1","3","3","0","0","1","0","heading"
"We will not cover you for loss of or damage or consequential loss resulting or arising","0","0","0","0","3","16","0","2","5","0","paragraph"
"from","0","0","0","1","0","1","0","0","0","0","paragraph"
"ionising radiation or contamination by radioactivity from any irradiated nuclear fuel","0","0","0","1","0","11","0","1","4","0","paragraph"
"or from any nuclear waste from the combustion of nuclear fuel","0","0","0","1","0","11","0","0","3","0","paragraph"
"the radioactive toxic explosive or other hazardous properties of any explosive","0","0","0","1","0","11","0","0","2","0","paragraph"
"nuclear assembly or its nuclear component.","0","0","0","1","0","6","0","0","2","0","paragraph"
"Sonic bangs exclusion","1","0","1","1","3","3","0","0","2","0","heading"
"We will not cover you for damage by pressure waves caused by aircraft and other aerial","0","0","0","0","3","16","0","3","6","0","paragraph"
"devices travelling at sonic or supersonic speeds.","0","0","0","1","0","7","0","1","2","0","paragraph"
"Terrorism and Northern Ireland exclusion","1","0","1","1","3","5","0","0","1","0","heading"
"We will not cover you for loss, damage, cost or expense of any nature directly or","0","0","0","0","3","16","0","2","7","0","paragraph"
"indirectly caused by, resulting from or in connection with","0","0","0","1","0","9","0","2","1","0","paragraph"
"In England, Scotland, Wales, the Channel Islands and the Isle of Man","0","0","0","1","2","12","0","0","2","0","paragraph"
"a) any act of terrorism, regardless of any other cause or event contributing","0","0","0","0","0","13","0","0","4","0","paragraph"
"concurrently or in any other sequence to the loss","0","0","0","1","0","9","0","0","2","0","paragraph"
"b) any action taken in controlling, preventing, suppressing or in any way relating to","0","0","0","0","0","14","0","4","3","0","paragraph"
"any act of terrorism.","0","0","0","0","0","4","0","0","2","0","paragraph"
"in Northern Ireland","0","0","0","1","2","3","0","0","1","0","paragraph"
"a) any act of terrorism, regardless of any other cause or event contributing","0","0","0","0","0","13","0","0","4","0","paragraph"
"concurrently or in any other sequence to the loss","0","0","0","1","0","9","0","0","2","0","paragraph"
"b) any action taken in controlling, preventing, suppressing or in any way relating to","0","0","0","0","0","14","0","4","3","0","paragraph"
"any act of terrorism","0","0","0","0","0","4","0","0","2","0","paragraph"
"c) riot, civil commotion and (except for damage or interruption to the business","0","0","0","0","0","13","0","0","5","0","paragraph"
"caused by fire or explosion) strikers, locked-out workers or people taking part in","0","0","0","1","0","13","0","3","5","0","paragraph"
"labour disturbances or malicious people.","0","0","0","1","0","5","0","0","2","0","paragraph"
"If any of the points above are found to be invalid or unenforceable, the remainder shall","0","0","0","1","3","16","0","2","2","0","paragraph"
"remain in full force and effect.","0","0","0","1","0","6","0","1","2","0","paragraph"
"In any action, law suit or other proceedings or where we state that any loss, damage,","0","0","0","0","3","16","0","1","4","0","paragraph"
"cost or expense is not covered by this section it will be your responsibility to prove that","0","0","0","1","0","17","0","3","5","0","paragraph"
"they are covered.","0","0","0","1","0","3","0","1","1","0","paragraph"
"Page 185 of 186","0","0","1","0","2","4","0","0","1","2","paragraph"
"Theft from unattended vehicle exclusion","1","0","1","1","3","5","0","0","2","0","heading"
"We will not cover you for theft or attempted theft of own plant tools and equipment","0","0","0","0","3","16","0","3","6","0","paragraph"
"while contained in an unattended vehicle or trailer, unless there is evidence of forcible","0","0","0","1","0","14","0","1","3","0","paragraph"
"and violent entry to the vehicle or trailer","0","0","0","1","0","8","0","0","3","0","paragraph"
"Unexplained losses","1","0","1","1","3","2","0","0","1","0","heading"
"We will not cover you for unexplained disappearance or inventory shortage.","0","0","0","1","3","11","0","2","4","0","paragraph"
"Unsecured storage exclusion","1","0","1","1","3","3","0","0","1","0","heading"
"We will not cover you for damage to own plant tools and equipment away from the site","0","0","0","0","3","17","0","2","6","0","paragraph"
"of any contract, unless it is being kept within a securely locked store or enclosed yard.","0","0","0","1","0","16","0","3","4","0","paragraph"
"War risk exclusion","1","0","1","1","3","3","0","0","1","0","heading"
"We will not cover","0","0","0","1","3","4","0","2","1","0","paragraph"
"any claims caused by or happening through war, invasion, act of foreign enemy","0","0","0","1","0","13","0","2","5","0","paragraph"
"hostilities (whether war is declared or not) civil war, rebellion, revolution,","0","0","0","1","0","11","0","1","5","0","paragraph"
"insurrection or military or usurped power","0","0","0","1","0","6","0","0","2","0","paragraph"
"confiscation, nationalisation, requisition or destruction of or damage to property by","0","0","0","0","0","11","0","0","6","0","paragraph"
"or under the order of any government or public or local authority.","0","0","0","1","0","12","0","0","3","0","paragraph"
"Wear and tear exclusion","1","0","1","1","3","4","0","1","1","0","heading"
"We will not cover you for","0","0","0","0","3","6","0","2","2","0","paragraph"
"damage due to wear and tear or gradual deterioration, rust, action of light or","0","0","0","0","0","14","0","1","2","0","paragraph"
"atmospheric conditions","0","0","0","1","0","2","0","0","1","0","paragraph"
"the cost of normal upkeep, cleaning or normal repairs.","0","0","0","1","0","9","0","0","3","0","paragraph"
"AXA Business Insurance - Own plant tools and equipment section – Tradesmen - What is not covered Go to Contents page","0","0","1","0","3","21","0","1","4","0","paragraph"
"Page 186 of 186","0","0","1","0","2","4","0","0","1","2","paragraph"
