"line","is_font_bigger","is_different_style","is_font_unique","is_title_case","label"
"Vehicle owners with the highest interest in fully autonomous driving at market price are males (25%), those","False","False","True","False","paragraph"
"between the ages of 18 and 37 (30%), and those living in urban areas (30%). The study also finds a high degree","False","False","True","False","paragraph"
"of interest (41%) in fully autonomous driving among vehicle owners who expressed interest in the automatic","False","False","True","False","paragraph"
"parallel parking feature, further illustrating similar interest in both semi-autonomous and fully autonomous","False","False","True","False","paragraph"
"driving modes.","False","False","True","False","paragraph"
"I nterest in autonomous driving mode differs among premium and non-premium vehicle owners. After learning the","False","False","True","False","paragraph"
"price, interest in the feature is at 18 percent among non-premium vehicle owners and at 31 percent among","False","False","True","False","paragraph"
"premium owners.","False","False","True","False","paragraph"
"R esearch conducted1 by J.D. Power’s Consumer Insight and Strategy Group to track social media activity","False","False","True","False","paragraph"
"regarding autonomous driving finds that online sentiment is generally positive. While some vehicle owners","False","False","True","False","paragraph"
"perceive the benefit of autonomous driving as taking the control away from careless, distracted drivers, others see","False","False","True","False","paragraph"
"it as an opportunity to be free and to enjoy the time while traveling. However, auto enthusiasts see autonomous","False","False","True","False","paragraph"
"driving as the loss of status and would not want to give up the pleasure of driving.","False","False","True","False","paragraph"
"O ther social media research findings include:","False","False","True","False","paragraph"
"Many drivers believe that autonomous driving is an emerging trend, but is still far off in daily use","False","False","True","False","paragraph"
"primarily due to legal barriers and real-life implementation hurdles.","False","False","True","False","paragraph"
"Drivers would want the option for autonomy during times of “boring” driving, such as commuting to and","False","False","True","False","paragraph"
"from work, highway driving, going to the store or finding a parking space, but want to take control for","False","False","True","False","paragraph"
"pleasure driving or manual maneuvering.","False","False","True","False","paragraph"
"Given consumer expectation that an autonomous vehicle will cost more upfront and also to maintain than","False","False","True","False","paragraph"
"a traditional vehicle, some consumers envision the potential for vehicle-sharing programs with neighbors","False","False","True","False","paragraph"
"or within families as a means to offset these costs.","False","False","True","False","paragraph"
"T he 2012 U.S. Automotive Emerging Technologies Study is based on responses from more than 17,400 vehicle","False","False","True","False","paragraph"
"owners. The study was fielded in March 2012. The study includes 23 primary technologies, each with related","False","False","True","False","paragraph"
"secondary technologies; analyses on device connectivity, navigation, safety and premium sound systems; a key","False","False","True","False","paragraph"
"emerging technologies packaging exercise; an emerging technologies adoption calculator; and expanded","False","False","True","False","paragraph"
"psychographic and lifestyle-driven content.","False","False","True","False","paragraph"
"A bout J.D. Power and Associates","False","True","True","True","paragraph"
"Headquartered in Westlake Village, Calif., J.D. Power and Associates is a global marketing information services","False","False","True","False","paragraph"
"company providing performance improvement, social media and customer satisfaction insights and solutions.","False","False","True","False","paragraph"
"The company’s quality and satisfaction measurements are based on responses from millions of consumers","False","False","True","False","paragraph"
"annually. For more information on car reviews and ratings, car insurance, health insurance, cell phone ratings, and","False","False","False","False","paragraph"
"more, please visit JDPower.com. J.D. Power and Associates is a business unit of The McGraw-Hill Companies.","False","False","False","False","paragraph"
"A bout The McGraw-Hill Companies","False","True","True","True","paragraph"
"McGraw-Hill announced on September 12, 2011, its intention to separate into two public companies: McGraw-","False","False","True","False","paragraph"
"Hill Financial, a leading provider of content and analytics to global financial markets, and McGraw-Hill","False","False","True","False","paragraph"
"Education, a leading education company focused on digital learning and education services worldwide. McGraw-","False","False","True","False","paragraph"
"Hill Financial’s leading brands include Standard & Poor’s Ratings Services, S&P Capital IQ, S&P Indices, Platts","False","False","True","False","paragraph"
"energy information services and J.D. Power and Associates. With sales of $6.2 billion in 2011, the Corporation","False","False","True","False","paragraph"
"has approximately 23,000 employees across more than 280 offices in 40 countries. Additional information is","False","False","True","False","paragraph"
"available at http://www.mcgraw-hill.com/.","False","False","False","False","paragraph"
"1 Autonomous driving social media research includes information from October 2011 through April 2012, consisting of over 25,000 online sound bites","False","False","False","False","paragraph"
"across various social media channels.","False","False","True","False","paragraph"
