"line","is_font_bigger","is_different_style","is_font_unique","is_title_case","label"
"all bytes of the file are faithfully preserved.","False","False","True","False","paragraph"
"NOTE 1 A binary file is not portable to environments that impose reserved character codes, maximum line lengths, end-","False","False","True","False","paragraph"
"of-line conventions, or other restrictions","False","False","True","False","paragraph"
"NOTE 2 In this clause, the usage of the term character is entirely independent of any logical meaning that the value","False","False","True","False","paragraph"
"may have when it is treated as data in specific contexts, such as representing human-readable text or","False","False","True","False","paragraph"
"selecting a glyph from a font.","False","False","True","False","paragraph"
"7.2.2 Character Set","False","True","True","True","heading"
"The PDF character set is divided into three classes, called regular, delimiter, and white-space characters. This","False","False","False","False","paragraph"
"classification determines the grouping of characters into tokens. The rules defined in this sub-clause apply to","False","False","True","False","paragraph"
"all characters in the file except within strings, streams, and comments.","False","False","True","False","paragraph"
"The White-space characters shown in Table 1 separate syntactic constructs such as names and numbers from","False","False","False","False","paragraph"
"each other. All white-space characters are equivalent, except in comments, strings, and streams. In all other","False","False","True","False","paragraph"
"contexts, PDF treats any sequence of consecutive white-space characters as one character.","False","False","True","False","paragraph"
"Table 1 – White-space characters","False","True","True","False","heading"
"The CARRIAGE RETURN (0Dh) and LINE FEED (0Ah) characters, also called newline characters, shall be","False","False","False","False","paragraph"
"treated as end-of-line (EOL) markers. The combination of a CARRIAGE RETURN followed immediately by a","False","False","False","False","paragraph"
"LINE FEED shall be treated as one EOL marker. EOL markers may be treated the same as any other white-","False","False","True","False","paragraph"
"space characters. However, sometimes an EOL marker is required or recommended—that is, preceding a","False","False","True","False","paragraph"
"token that must appear at the beginning of a line.","False","False","True","False","paragraph"
"NOTE The examples in this standard use a convention that arranges tokens into lines. However, the examples’ use of","False","False","True","False","paragraph"
"white space for indentation is purely for clarity of exposition and need not be included in practical use.","False","False","True","False","paragraph"
"12","False","False","True","True","paragraph"
"© Adobe Systems Incorporated 2008 – All rights reserved","True","False","False","False","paragraph"
"The delimiter characters (, ), <, >, [, ], {, }, /, and % are special","False","False","False","False","paragraph"
"PDF 32000-1:2008","True","True","True","True","paragraph"
"(LEFT PARENTHESIS (28h), RIGHT","False","False","True","False","paragraph"
"PARENTHESIS (29h), LESS-THAN SIGN (3Ch), GREATER-THAN SIGN (3Eh), LEFT SQUARE BRACKET","False","False","True","True","paragraph"
"(5Bh), RIGHT SQUARE BRACKET (5Dh), LEFT CURLY BRACE (7Bh), RIGHT CURLY BRACE (07Dh),","False","False","True","True","paragraph"
"SOLIDUS (2Fh) and PERCENT SIGN (25h), respectively). They delimit syntactic entities such as arrays,","False","False","True","False","paragraph"
"names, and comments. Any of these characters terminates the entity preceding it and is not included in the","False","False","True","False","paragraph"
"entity. Delimiter characters are allowed within the scope of a string when following the rules for composing","False","False","True","False","paragraph"
"strings; see 7.3.4.2, “Literal Strings”. The leading ( of a string does delimit a preceding entity and the closing ) of","False","False","True","False","paragraph"
"a string delimits the string’s end.","False","False","True","False","paragraph"
"Table 2 – Delimiter characters","False","True","True","False","heading"
"All characters except the white-space characters and delimiters are referred to as regular characters. These","False","False","False","False","paragraph"
"characters include bytes that are outside the ASCII character set. A sequence of consecutive regular","False","False","True","False","paragraph"
"characters comprises a single token. PDF is case-sensitive; corresponding uppercase and lowercase letters","False","False","True","False","paragraph"
"shall be considered distinct.","False","False","True","False","paragraph"
"7.2.3 Comments","False","True","True","True","heading"
"Any occurrence of the PERCENT SIGN (25h) outside a string or stream introduces a comment. The comment","False","False","False","False","paragraph"
"consists of all characters after the PERCENT SIGN and up to but not including the end of the line, including","False","False","True","False","paragraph"
"regular, delimiter, SPACE (20h), and HORZONTAL TAB characters (09h). A conforming reader shall ignore","False","False","True","False","paragraph"
"comments, and treat them as single white-space characters. That is, a comment separates the token preceding","False","False","True","False","paragraph"
"it from the one following it.","False","False","True","False","paragraph"
"EXAMPLE The PDF fragment in this example is syntactically equivalent to just the tokens abc and 123.","False","False","True","False","paragraph"
"a bc% comment ( /% ) blah blah blah","False","False","True","False","paragraph"
"123","False","False","True","True","paragraph"
"Comments (other than the %PDF–n.m and %%EOF comments described in 7.5, ""File Structure"") have no","False","False","True","False","paragraph"
"semantics. They are not necessarily preserved by applications that edit PDF files.","False","False","True","False","paragraph"
"7.3 Objects","True","True","True","True","heading"
"7.3.1 General","False","True","True","True","heading"
"PDF includes eight basic types of objects: Boolean values, Integer and Real numbers, Strings, Names, Arrays,","False","False","True","False","paragraph"
"Dictionaries, Streams, and the null object.","False","False","True","False","paragraph"
"© Adobe Systems Incorporated 2008 – All rights reserved","True","False","False","False","paragraph"
"13","False","False","True","True","paragraph"
