"line","is_font_bigger","is_different_style","is_font_unique","is_title_case","label"
"did not go by the popular name of Comet ISON. Therefore, the term ""Comet ISON"" is a unique label that","False","False","True","False","paragraph"
"should not be easily confused with something else. Comet ISON is internationally known and has been a","False","False","True","False","paragraph"
"topic of popular discussion on the Internet since its discovery. Histories of bright comets like Comet","False","False","True","False","paragraph"
"ISON are generally well kept by societies and journals around the world, indicating that Comet ISON","False","False","True","False","paragraph"
"might remain memorable well into the future. Conversely, there is little reason for anyone without","False","False","True","False","paragraph"
"prescient information to be referring to something as ""Comet ISON"" before 2012 September. Therefore,","False","False","True","False","paragraph"
"discussions or even mentions of ""Comet ISON"" before 2012 September were searched for as potentially","False","False","True","False","paragraph"
"prescient evidence of time travelers from the future.","False","False","True","False","paragraph"
"On 2013 March 16, the newly elected pope of the Catholic Church, Jorge Mario Bergoglio, chose the","False","False","True","False","paragraph"
"official name of Francis. Bergoglio is the first pope ever to choose the name Francis. Therefore, the term","False","False","True","False","paragraph"
"""Pope Francis"" is relatively unique and came into the public lexicon during our search period. Since","False","False","True","False","paragraph"
"Christianity is currently the most popular religion on Earth, Roman Catholics comprise the largest sect of","False","False","True","False","paragraph"
"Christianity [20], and papal histories are well recorded, it seems reasonable to assume that ""Pope Francis""","False","False","True","False","paragraph"
"would remain memorable well into the future. Before 2013 March, however, there is little reason for","False","False","True","False","paragraph"
"anyone without prescient information to mention a ""Pope Francis"". Discussions or even mentions on the","False","False","True","False","paragraph"
"Internet of Pope Francis before 2013 March were therefore searched for as potentially prescient evidence","False","False","True","False","paragraph"
"of time travelers from the future.","False","False","True","False","paragraph"
"A relatively efficient method for locating specific content on the voluminous Internet is through","False","False","True","False","paragraph"
"hashtags. Hashtagging -- labeling Internet content with terms beginning with a ""#"" -- originated on the","False","False","True","False","paragraph"
"Internet in the Internet Relay Chat (IRC) channels, which itself began in 1988 [21]. Hashtagging became","False","False","True","False","paragraph"
"prevalent on Twitter in 2007 as a means of signaling that information about given topics is available [22].","False","False","True","False","paragraph"
"In the past few years, hashtagging has become increasingly prevalent beyond Twitter and across the","False","False","True","False","paragraph"
"Internet, being used frequently on Facebook, Google Plus, blogs, and general Internet content. In essence,","False","False","True","False","paragraph"
"hashtags make information easier to find in online searches. We therefore typically included the","False","False","True","False","paragraph"
"hashtagged terms ""#cometison"" and ""#popefrancis"" in our searches. For example, when someone places","False","False","True","False","paragraph"
"content involving Comet ISON on the Internet, they might include the hashtag ""#cometison"". Since that","False","False","True","False","paragraph"
"hashtagged term would not occur in colloquial text, it acts as a label that can be found in a search by","False","False","True","False","paragraph"
"people seeking information about Comet ISON. Conversely, labeling and searching for the hashtagged","False","False","True","False","paragraph"
"term ""#comet"" or ""#ISON"" might not return information about only Comet ISON, but typically","False","False","True","False","paragraph"
"voluminous content involving other comets or other instances of the term ""ison"", a word that means","False","False","True","False","paragraph"
"""great"" in Finnish.","False","False","True","False","paragraph"
"A direct way to search for information posted on the web is to use a commonly popular search engine.","False","False","True","False","paragraph"
"At the time of this writing, the most popular search engine is Google. Unfortunately, searching for","False","False","True","False","paragraph"
"prescient web content using the publicly available Google search has proven unreliable. Although","False","False","True","False","paragraph"
"providing the ability to sort identified content by date, several exploratory tests on Google found an","False","False","True","False","paragraph"
"initially surprising number of web pages that contained seemingly prescient information. Upon further","False","False","True","False","paragraph"
"inspection, however, all potentially-prescient content on those web pages was clearly non-prescient. One","False","False","True","False","paragraph"
"prominent reason for this was the appearance of recent advertisements on older news stories. Bing","False","False","True","False","paragraph"
"(bing.com), another currently popular search engine, did not appear to have a sufficient ability to filter","False","False","True","False","paragraph"
"results by posting date to be useful.","False","False","True","False","paragraph"
"Another place potentially prescient content might be found is on posts to the social network Facebook.","False","False","True","False","paragraph"
"At the time of this writing, Facebook is the most popular social network [23]. Facebook pages incorporate","False","False","True","False","paragraph"
"their own search engine. Unfortunately, searches on Facebook turned up results that were clearly not","False","False","True","False","paragraph"
"comprehensive. Searches for prescient posts on Facebook frequently culminated in an unexpectedly short","False","False","True","False","paragraph"
"listing, with text at the bottom stating ""There are no more recent posts to show right now."" The word","False","False","True","False","paragraph"
"""recent"" was taken to indicate that the Facebook search did not report older, potentially prescient posts.","False","False","True","False","paragraph"
"Additionally, Facebook also allows backdated posts, as far back as the day the Facebook account was","False","False","True","False","paragraph"
"created. Such backdating undermines the ability of a search to determine whether information posted to","False","False","True","False","paragraph"
"Facebook is prescient. For example, someone who opened a Facebook account in 2006 could have posted","False","False","True","False","paragraph"
"a comment about ""Pope Francis"" in 2013 April and then backdated that post to 2008 April. In a search,","False","False","True","False","paragraph"
"we might discover this post and wrongly consider it prescient knowledge in 2008 that a ""Pope Francis""","False","False","True","False","paragraph"
"would exist in the then-future 2013. However, even given Facebook's limited utility, searches found no","False","False","True","False","paragraph"
"prescient mentions of ""Comet ISON"", ""Pope Francis"", ""#cometison"", or ""#popefrancis"".","False","False","True","False","paragraph"
"Similarly, a preliminary search for prescient content on the social network Google Plus","False","False","True","False","paragraph"
"(plus.google.com) was terminated after it became clear that Google Plus did not always order search","False","False","True","False","paragraph"
"results temporally. It was","False","False","True","False","paragraph"
"informational mentions.","False","False","True","False","paragraph"
"therefore too difficult, in practice, to find older and potentially prescient","False","False","True","False","paragraph"
"Our most comprehensive search for potentially prescient Internet content was achieved using the","False","False","True","False","paragraph"
"microblogging Internet platform Twitter [24]. Twitter enables members to ""tweet"" posts up to 140","False","False","True","False","paragraph"
"characters. Twitter was created in 2006 and has been growing in popularity ever since. As of 2013 May,","False","False","True","False","paragraph"
"over 500 million active registered Twitter accounts produce over 1 billion tweets per month [24]. Even so,","False","False","True","False","paragraph"
"given the limited number of characters per tweet, a search using Twitter's own search engine appeared","False","False","True","False","paragraph"
"quick, comprehensive, had the ability to find tweets back to the very beginning of Twitter, and order the","False","False","True","False","paragraph"
"tweets temporally. Exploratory searches on Twitter indicated the ability to find all tweets that mentioned","False","False","True","False","paragraph"
"any of our preferred search terms. Also, Twitter does not allow backdated tweets. We therefore","False","False","True","False","paragraph"
"considered our search on Twitter to be our most comprehensive search for once-prescient content placed","False","False","True","False","paragraph"
"on the Internet.","False","False","True","True","paragraph"
"No clearly prescient content involving ""Comet ISON"", ""#cometison"", ""Pope Francis"", or","False","False","True","False","paragraph"
"""#popefrancis"" was found from any Twitter tweet -- ever. One candidate was found -- an interesting","False","False","True","False","paragraph"
"speculative discussion using the term ""Pope Francis"" in a blog post advertised by a tweet, but upon close","False","False","True","False","paragraph"
"inspection and consideration, that blog post was deemed overtly speculative and not prescient. Searches","False","False","True","False","paragraph"
"were made both on the embedded Twitter search box and on the Twitter search service Topsy","False","False","True","False","paragraph"
"(topsy.com). Each of these search terms occurred numerous times -- hundreds for Comet ISON and","False","False","True","False","paragraph"
"thousands for Pope Francis -- but, with the one noted exception, only after 2012 September for Comet","False","False","True","False","paragraph"
"ISON and only after 2013 March for Pope Francis.","False","False","True","False","paragraph"
"Note that information once posted to the Internet may be subject to subsequent deletion by the poster,","False","False","True","False","paragraph"
"including content on the web, Facebook, and Twitter. Therefore, in general, information that was","False","False","True","False","paragraph"
"searched for potentially prescient content is that which remained on the Internet in August 2013.","False","False","True","False","paragraph"
"4 . Searching for Prescient Search Queries","False","True","True","True","paragraph"
"A nother type of informational trace a time traveler from the future might have left on the modern-day","False","False","True","False","paragraph"
"Internet is a query to a current search engine for not-yet-available information. For example, a time","False","False","True","False","paragraph"
"traveler might have been trying to collect historical information that did not survive into the future, or","False","False","True","False","paragraph"
"might have searched for a prescient term because they erroneously thought that a given event had already","False","False","True","False","paragraph"
"occurred, or searched to see whether a given event was yet to occur. In an effort to uncover such prescient","False","False","True","False","paragraph"
"queries, we searched online databases for potentially prescient search terms themselves.","False","False","True","False","paragraph"
"Fortunately, searches using Google, the most popular search engine of the present time, are","False","False","True","False","paragraph"
"themselves searchable with Google Trends (google.com/trends) [25]. Google Trends was therefore used","False","False","True","False","paragraph"
"for a search for potentially prescient queries involving Comet Ison and Pope Francis. Although numerous","False","False","True","False","paragraph"
"searches were uncovered, none occurred sufficiently early to be considered prescient. Unfortunately","False","False","True","False","paragraph"
"however, we do not consider these negative results reliable. One reason is that the publicly available","False","False","True","False","paragraph"
"Google Trends only reported search results that had a significant ""search volume"" [25]. Therefore, for","False","False","True","False","paragraph"
"example, Google Trends did not report any instances of the term ""#cometison"" being searched for -- ever.","False","False","True","False","paragraph"
"And since we searched for this term ourselves, we know that at least some instances did occur. Next,","False","False","True","False","paragraph"
"Google Trends only reported on the prevalence of searches as normalized to the largest search volume in","False","False","True","False","paragraph"
"the desired time window, and not in absolute terms. Therefore, for example, search reports on ""Comet","False","False","True","False","paragraph"
"ISON"" reported a zero score for all days from January 2004 through September 2012, the month that","False","False","True","False","paragraph"
"Comet ISON was discovered, but numerous search queries thereafter. This zero score, however, was","False","False","True","False","paragraph"
"normalized to the peak score set to 100 for 2013 March. The raw numbers of searches for March 2013","False","False","True","False","paragraph"
"were not revealed by Google Trends. Therefore, to our understanding, the zero score really meant ""less","False","False","True","False","paragraph"
"than 0.5 percent of the March 2013 value"", which could well be greater than zero. Quite possibly, a single","False","False","True","False","paragraph"
"prescient search for Comet ISON would not have been recorded. Similarly Google Trends searches for","False","False","True","False","paragraph"
"the term ""Pope Francis"" gave a zero score for all times before 2013 March, and numerous searches","False","False","True","False","paragraph"
"thereafter, but was also not considered reliable. Neither Bing nor Yahoo! currently provide a public","False","False","True","False","paragraph"
"feature that allows a search over past queries.","False","False","True","False","paragraph"
"A search that was sensitive to a single potentially prescient query was in the log files for the primary","False","False","True","False","paragraph"
"internal search engine affiliated with the Astronomy Picture of the Day (APOD) web site (apod.nasa.gov),","False","False","True","False","paragraph"
"as housed at the USA's National Air and Space Administration (NASA) [26]. One of the authors (RJN) is","False","False","True","False","paragraph"
"an APOD site editor and is able to access daily log files which include queries sent to APOD's internal","False","False","True","False","paragraph"
"search engine. The inspected files did not contain personal information, and no attempts were made to","False","False","True","False","paragraph"
"connect any search information to any specific people.","False","False","True","False","paragraph"
"The NASA APOD web page is served with Apache software running under the Linux operating","False","False","True","False","paragraph"
"system. The search page used the URL apod.nasa.gov/cgi-bin/apod/apod_search. This page returned a","False","False","True","False","paragraph"
"search form that utilized the open source and free search software titled Simple Web Indexing System for","False","False","True","False","paragraph"
"Humans - Enhanced (Swish-e) [27]. For many years, including the time between 2006 January and 2009","False","False","True","False","paragraph"
"March, the NASA APOD search page HTML code used the ""isindex"" element to record and send back","False","False","True","False","paragraph"
"search terms to the web server at NASA's Goddard Space Flight Center. This HTML code returned the","False","False","True","False","paragraph"
"search page URL appended with a suffix of a question mark followed by the search term to an indexed","False","False","True","False","paragraph"
"database previously catalogued by Swish-e. The returned query line was then indexed in a log file. For","False","False","True","False","paragraph"
"example, a search for ""M31"", without quotes, would result in the log file writing a line with the text","False","False","True","False","paragraph"
"""?M31"" in it, without quotes.","False","False","True","False","paragraph"
"The NASA APOD log files were queried for potentially prescient search terms from the beginning of","False","False","True","False","paragraph"
"2006 January through the end of 2009 March. Specifically, given that the Linux environment where the","False","False","True","False","paragraph"
"search was done was case sensitive, a search for either ""?ISON"", ""?Ison"", or ""?ison"" was conducted in the","False","False","True","False","paragraph"
"daily log files, quotes excluded. To make sure our search procedure was working, a concurrent search for","False","False","True","False","paragraph"
"the non-prescient term ""?M31"" was also conducted. M31 is the Messier catalog number for the","False","False","True","False","paragraph"
"Andromeda galaxy, a commonly used designation for a well-known astronomical object. The search for","False","False","True","False","paragraph"
"the ""?M31"" term uncovered many instances, typically several for each day searched, whereas only a","False","False","True","False","paragraph"
"handful of instances of any of the terms ""?ISON"", ""?Ison"", or ""?ison"" were ever found in the log files","False","False","True","False","paragraph"
"during this time period. Upon further investigation, each of these instances was related to extraneous","False","False","True","False","paragraph"
"information or misspellings, leaving no queries as possibly prescient.","False","False","True","False","paragraph"
"Starting in 2009 April, the way the NASA APOD search engine worked was changed so that queries","False","False","True","False","paragraph"
"submitted through the main APOD search page no longer typically recorded search results with a ""?""","False","False","True","False","paragraph"
"prefix. Therefore, at that time, our search for prescient terms after this date could be incomplete, and","False","False","True","False","paragraph"
"potentially prescient searches missed.","False","False","True","False","paragraph"
"5 . Requests for Time Travelers to Issue a Prescient Internet Communication","False","True","True","True","paragraph"
"I n addition to searching for prescient information that time travelers might have left archived passively on","False","False","False","False","paragraph"
"the Internet, another approach used was to make a request for time travelers to actively respond to a","False","False","False","False","paragraph"
"request for a prescient communication. The main idea was not to converse with individual time travelers,","False","False","True","False","paragraph"
"but rather to encourage a single interchange indicating that time travel has become possible in the future.","False","False","True","False","paragraph"
"The versatility of this approach allowed for the inclusion of additional information about whether time","False","False","True","False","paragraph"
"travel can alter these authors' past.","False","False","True","False","paragraph"
"An experiment designed to encourage such active communication was structured as follows. A post","False","False","True","False","paragraph"
"was created in 2013 September on a publicly available online bulletin board requesting that one of two","False","False","True","False","paragraph"
"hashtags be tweeted or emailed before a certain date.","False","False","True","False","paragraph"
"respond with a communication including either the","False","False","True","False","paragraph"
"""#ICannotChangeThePast2"" on or before 2013 August.","False","False","True","False","paragraph"
"Specifically, time travelers were requested to","False","False","True","False","paragraph"
"hashtagged term ""#ICanChangeThePast2"" or","False","False","True","False","paragraph"
"A message incorporating the hashtagged term ""#ICannotChangeThePast2"" would indicate that time","False","False","True","False","paragraph"
"travel to the past is possible but that the time traveler believes that they do not have the ability to alter the","False","False","True","False","paragraph"
"authors' past. A universe where the past cannot be changed is termed as having a ""fixed history"", where","False","False","True","False","paragraph"
"history can be regarded as a single timeline. Such universes may uphold the Novikov Self-Consistency","False","False","True","False","paragraph"
"Conjecture [28]. For example, in a fixed history universe, nothing the time traveler could do would","False","False","True","False","paragraph"
"change the existence of the Wars of the Roses, so content involving that event could always be found by","False","False","True","False","paragraph"
"the authors on the Internet.","False","False","True","False","paragraph"
"Conversely, a message incorporating the hashtagged term ""#ICanChangeThePast2"" would indicate that","False","False","True","False","paragraph"
"time travel to the past is possible and that the time traveler can demonstrate the ability to alter the authors'","False","False","True","False","paragraph"
"past. Theoretical universes where the past can be changed are termed as having a ""plastic history"", where","False","False","True","False","paragraph"
"history cannot be regarded as a single timeline [29]. For example, in a plastic history universe, a time","False","False","True","False","paragraph"
"traveler might have the ability to go back and change history so that the Wars of the Roses never occurred","False","False","True","False","paragraph"
"in the past of the authors, with the result that the authors would not be able to find content about this","False","False","True","False","paragraph"
"event on the Internet. Time travel in a plastic history universe could introduce seeming logical","False","False","True","False","paragraph"
"conundrums such as the ""grandfather paradox"" [30], where the time traveler's grandfather, for example,","False","False","True","False","paragraph"
"could be killed young enough to sabotage the very existence of the time traveler. It is not the purpose of","False","False","True","False","paragraph"
"this section to detail, debate, or resolve logical conundrums convolved with plastic histories -- just to","False","False","True","False","paragraph"
"carry out a simple test for them.","False","False","True","False","paragraph"
"In 2013 August we searched all of Twitter for the hashtag ""#ICanChangeThePast2"" and found no","False","False","True","False","paragraph"
"occurrences. Starting in 2013 September, time travelers were publically requested to go into their past and","False","False","True","False","paragraph"
"tweet ""#ICanChangeThePast2"" before 2013 August to demonstrate this ability. After this request, later in","False","False","True","False","paragraph"
"2013 September, we again searched Twitter for the same hashtag, but only for a tweet with a posting date","False","False","True","False","paragraph"
"before 2013 August, as requested. For such a tweet to have been found only in the second search and not","False","False","True","False","paragraph"
"the first, a time traveler would have had to have known about the advertisement posted in 2013","False","False","True","False","paragraph"
"September, go back in time to before 2013 August, send the prescient tweet, and have this tweet appear","False","False","True","False","paragraph"
"only in our later Twitter search in 2013 September. Assuming no spoofing, the only way this can happen","False","False","True","False","paragraph"
"is if time travelers can change our past with their actions.","False","False","True","False","paragraph"
"Similarly, in 2013 August, we searched the cataloged email sent to ""home.nemiroff@yahoo.com"" for a","False","False","True","False","paragraph"
"communication with the term ""#ICanChangeThePast2"" in the subject line and found no occurrences.","False","False","True","False","paragraph"
"Starting in 2013 September, time travelers were publically requested to go into their past and send an","False","False","True","False","paragraph"
"email with ""#ICanChangeThePast2"" in the subject line to ""home.nemiroff@yahoo.com"" before anytime","False","False","True","False","paragraph"
"between 2008 November, the month after this email address was created, and 2013 August.","False","False","True","False","paragraph"
"Alternatively, time travelers who believe that they cannot change the past were requested to tweet","False","False","True","False","paragraph"
"""#ICannotChangeThePast2"" on or before 2013 August, or include that hashtag at the end of an email sent","False","False","True","False","paragraph"
"to ""home.nemiroff@yahoo.com"" between 2008 November and 2013 August.","False","False","True","False","paragraph"
"experiment, we were careful NOT to search Twitter or email until after the","False","False","True","False","paragraph"
"For this part of the","False","False","True","True","paragraph"
"hashtag was publicly","False","False","True","False","paragraph"
"advertised in 2013 September. Therefore, by not pursuing a pre-advertisement search, the past might not","False","False","True","False","paragraph"
"have had to be changed in order for this tweet to have been discovered in 2013 September.","False","False","True","False","paragraph"
"Advantages of using Twitter for this active search include that tweets are discoverable by anyone with","False","False","True","False","paragraph"
"sufficient access to the Internet and so are publically falsifiable. Advantages to using email include the","False","False","True","False","paragraph"
"relative ease of acquiring even a temporary email account, and the relative amount of privacy -- perhaps","False","False","True","False","paragraph"
"preferred by the time traveler -- inherent in a private email message.","False","False","True","False","paragraph"
"Unfortunately, as of this writing, no prescient tweets or emails were received. Given the additional","False","False","True","False","paragraph"
"exposure that the public listing of this manuscript gains, we will continue to search, on occasion, for","False","False","True","False","paragraph"
"active tweets and emails involving potential time travel.","False","False","True","False","paragraph"
"6 . Summary and Conclusions","False","True","True","True","paragraph"
"T he discovery of time travel into the past could be transformative not only to physics but humanity. Its","False","False","True","False","paragraph"
"uses might be many and varied -- probably enlightening, but possibly catastrophic. Unlike modern","False","False","True","False","paragraph"
"searches for dark matter and dark energy, however, modern searches for time travel are comparatively","False","False","True","False","paragraph"
"rare. Given the modern ubiquity of the Internet, though, there now exists new, far reaching, and falsifiable","False","False","True","False","paragraph"
"methods to search for time travelers.","False","False","True","False","paragraph"
"Technically, what was searched for here was not physical time travelers themselves, but rather","False","False","True","False","paragraph"
"informational traces left by them. Although such information might be left by physical time travelers,","False","False","True","False","paragraph"
"conceivably only information itself could be sent back in time, which would be a type of time travel that","False","False","True","False","paragraph"
"might not directly involve the backwards transport of a significant amount of energy or momentum. This","False","False","True","False","paragraph"
"might be considered, by some, a more palatable mode of backwards time travel than transferring","False","False","True","False","paragraph"
