"line","is_font_bigger","is_different_style","is_font_unique","is_title_case","label"
"and to negotiate fair terms that reflect what the law requires.","False","False","True","False","paragraph"
"Make sure the NDA places the burden","True","False","True","False","paragraph"
"on the owner to prove the elements","True","False","True","False","paragraph"
"of a cause of action.","True","False","True","False","paragraph"
"Contact","True","True","True","True","heading"
"Design Professional team","True","True","True","True","heading"
"US","False","False","True","True","paragraph"
"+1 610 968 9413","False","False","True","True","paragraph"
"designprofessionalUSA@axaxl.com","False","False","True","False","paragraph"
"axaxl.com/dp","False","False","True","False","paragraph"
"Canada","False","False","True","True","paragraph"
"800 820 2721 x8682","False","False","True","False","paragraph"
"designprofessionalCAN@axaxl.com","False","False","True","False","paragraph"
"axaxl.com/dp-ca","False","False","True","False","paragraph"
"The information contained herein is intended for informational purposes only. Insurance coverage in any","False","False","True","False","paragraph"
"particular case will depend upon the type of policy in effect, the terms, conditions and exclusions in any","False","False","True","False","paragraph"
"such policy, and the facts of each unique situation. No representation is made that any specific insurance","False","False","True","False","paragraph"
"coverage would apply in the circumstances outlined herein. Please refer to the individual policy forms","False","False","True","False","paragraph"
"for specific coverage details. AXA XL is a division of AXA Group providing products and services through","False","False","True","False","paragraph"
"four business groups: AXA XL Insurance, AXA XL Reinsurance, AXA XL Art & Lifestyle and AXA XL Risk","False","False","True","False","paragraph"
"Consulting. In the US, the AXA XL insurance companies are: AXA Insurance Company, Catlin Insurance","False","False","True","False","paragraph"
"Company, Inc., Greenwich Insurance Company, Indian Harbor Insurance Company, XL Insurance","False","False","True","True","paragraph"
"America, Inc., XL Specialty Insurance Company and T.H.E. Insurance Company. In Canada, insurance","False","False","True","False","paragraph"
"coverages are underwritten by XL Specialty Insurance Company - Canadian Branch and AXA Insurance","False","False","True","False","paragraph"
"Company - Canadian Branch. Coverages may also be underwritten by Lloyd’s Syndicate #2003. Coverages","False","False","True","False","paragraph"
"underwritten by Lloyd’s Syndicate #2003 are placed on behalf of the member of Syndicate #2003 by","False","False","True","False","paragraph"
"Catlin Canada Inc. Lloyd’s ratings are independent of AXA Group. Not all of the insurers do business in all","False","False","True","False","paragraph"
"4808_11/2018 jurisdictions nor is coverage available in all jurisdictions. Information accurate as of November 2018.","False","False","False","False","paragraph"
"AXA, the AXA and XL logos are trademarks of AXA SA or its affiliates","False","False","True","False","paragraph"
"©2018 AXA SA or its affiliates","False","False","True","False","paragraph"
