"line","is_font_bigger","is_different_style","is_font_unique","is_title_case","label"
"AXA Business Insurance - Own plant tools and equipment section – Tradesmen - Meaning of defined terms Go to Contents page","False","False","False","False","paragraph"
"Terrorism","False","True","True","True","heading"
"In England, Scotland and Wales: Acts of persons acting on behalf of, or in connection","False","False","True","False","paragraph"
"with, any organisation which carries out activities directed towards the overthrowing or","False","False","True","False","paragraph"
"influencing, by force or violence, of Her Majesty’s Government in the United Kingdom or","False","False","True","False","paragraph"
"any other government de jure or de facto.","False","False","True","False","paragraph"
"In Northern Ireland: An act including, but not limited to the use of force or violence and","False","False","True","False","paragraph"
"or threat thereof of any person or group(s) of persons whether acting alone or on behalf","False","False","True","False","paragraph"
"of or in connection with any organisation(s) or government(s) committed for political,","False","False","True","False","paragraph"
"religious, ideological or similar purposes including the intention to influence any","False","False","True","False","paragraph"
"government and or put the public or any section of the public in fear.","False","False","True","False","paragraph"
"In the Channel Islands and the Isle of Man: An act of any person(s) acting on behalf of","False","False","True","False","paragraph"
"or in connection with any organisation which carries out activities directed towards the","False","False","True","False","paragraph"
"overthrowing or influencing by force or violence of any government de jure or de facto.","False","False","True","False","paragraph"
"Virus or similar mechanism","False","True","True","False","heading"
"Program code, programming instruction or any set of instructions intentionally","False","False","True","False","paragraph"
"constructed with the ability to damage, interfere with or otherwise adversely affect","False","False","False","False","paragraph"
"computer programs, data files or operations, whether involving self-replication or not.","False","False","True","False","paragraph"
"The meaning of virus or similar mechanism includes but is not limited to, trojan horses","False","False","True","False","paragraph"
"worms and logic bombs.","False","False","True","False","paragraph"
"Page 183 of 186","False","False","False","True","paragraph"
"What is covered","True","True","True","False","heading"
"What is covered","True","True","True","False","heading"
"Damage to property insured cover","True","True","True","False","heading"
"We will cover you for accidental damage occurring during the period of insurance to any of the own plant tools","False","False","False","False","paragraph"
"and equipment shown in your schedule and will pay you for the value of the property at the time of its damage or","False","False","False","False","paragraph"
"for the amount of the damage, or at our option reinstate or replace the property or any part of it, in accordance","False","False","False","False","paragraph"
"with the following basis of settlement","False","False","True","False","paragraph"
"Basis of settlement","True","True","True","False","heading"
"For property insured other than for stock we will pay up to the market value of the property insured at the time","False","False","False","False","paragraph"
"of its damage but no more than the sum insured stated in your schedule. If the lost or damaged property is not","False","False","False","False","paragraph"
"new, we will deduct the following percentages for wear, tear and depreciation as part of the claims settlement","False","False","False","False","paragraph"
"0–6 months – 0% deduction","False","False","True","False","paragraph"
"7–11 months – 10% deduction","False","False","True","False","paragraph"
"12-23 months – 20% deduction","False","False","True","False","paragraph"
"24-35 months – 30% deduction","False","False","True","False","paragraph"
"36-47 months – 40% deduction","False","False","True","False","paragraph"
"48 months and over – 50% deduction","False","False","True","False","paragraph"
"Claims for stock will be settled on the basis of its value at the time of damage but no more than the sum","False","False","False","False","paragraph"
"insured shown in your schedule.","False","False","False","False","paragraph"
"In the event of any loss, the sum insured will be automatically reinstated from the date of the loss, unless","False","False","True","False","paragraph"
"there is written notice either by us or by you saying otherwise.","False","False","False","False","paragraph"
"You will have to pay an additional premium for this.","False","False","False","False","paragraph"
"Immobilised plant cover","True","True","True","False","heading"
"We will pay the necessary costs, up to the sum insured, incurred in the recovery of the own plant tools and","False","False","False","False","paragraph"
"equipment, which may become immobilised or immovable, as a result of damage, whilst being used in","False","False","False","False","paragraph"
"connection with the contract on which you are working.","False","False","False","False","paragraph"
"Financial interest cover","True","True","True","False","heading"
"The financial interest of anyone with whom you have entered into a loan, lease or hire purchase agreement in respect","False","False","True","False","paragraph"
"of any item or part of the own plant tools and equipment is automatically noted and should be advised to us in the","False","False","False","False","paragraph"
"event of a claim. If you do not comply with this condition you will not be covered and we will not pay your claim.","False","False","False","False","paragraph"
"AXA Business Insurance - Own plant tools and equipment section – Tradesmen - What is covered Go to Contents page","False","False","False","False","paragraph"
"What is not covered","True","True","True","False","heading"
"Page 184 of 186","False","False","False","True","paragraph"
"What is not covered","True","True","True","False","heading"
"Aircraft or watercraft exclusion","False","True","True","False","heading"
"We will not cover you for damage to any","False","False","False","False","paragraph"
"Aircraft","False","False","True","True","paragraph"
"watercraft (other than watercraft not exceeding 8 metres in length or any hand-","False","False","True","False","paragraph"
"propelled boat or pontoon)..","False","False","True","False","paragraph"
"Breakdown exclusion","False","True","True","False","heading"
"We will not cover you for damage caused by mechanical or electrical breakdown or","False","False","False","False","paragraph"
"derangement.","False","False","True","False","paragraph"
"Date recognition exclusion","False","True","True","False","heading"
"We will not cover damage directly or indirectly caused by, contributed to or arising from","False","False","False","False","paragraph"
"the failure of equipment (including hardware and software) to correctly recognise any","False","False","True","False","paragraph"
"given date or to process data or to operate properly due to failure to recognise any given","False","False","True","False","paragraph"
"date.","False","False","True","False","paragraph"
"Electronic equipment exclusion","False","True","True","False","heading"
"We will not cover you for damage to any computer or other equipment, component,","False","False","False","False","paragraph"
"system or item which processes, stores, transmits or retrieves data or any part of it,","False","False","True","False","paragraph"
"whether tangible or intangible (including but without limitation any information,","False","False","True","False","paragraph"
"programs or software) and whether your property or not, where damage is caused by","False","False","False","False","paragraph"
"programming or operator error, virus or similar mechanism or hacking, including where","False","False","False","False","paragraph"
"this results from the actions of malicious persons or thieves.","False","False","True","False","paragraph"
"Excess exclusion","False","True","True","False","heading"
"We will not cover you for the amount of the excess shown in your schedule","False","False","False","False","paragraph"
"If a single incident results in a claim under more than one of the following sections","False","False","True","False","paragraph"
"of cover","False","False","True","False","paragraph"
"a) own plant tools and equipment,","False","False","False","False","paragraph"
"b) hired in plant, or","False","False","False","False","paragraph"
"c) contract works","False","False","False","False","paragraph"
"you will not be responsible for more than one excess. Where the excess varies between","False","False","False","False","paragraph"
"each of those sections of cover, the higher amount will apply.","False","False","True","False","paragraph"
"AXA Business Insurance - Own plant tools and equipment section – Tradesmen - What is not covered Go to Contents page","False","False","False","False","paragraph"
"Motor vehicle exclusion","False","True","True","False","heading"
"We will not cover you for damage to any motor vehicle or attached trailer other than","False","False","False","False","paragraph"
"mobile plant which is primarily intended for use at contract sites or any vehicle used","False","False","True","False","paragraph"
"solely at contract sites and which is not licensed for road use","False","False","True","False","paragraph"
"Radioactive contamination exclusion","False","True","True","False","heading"
"We will not cover you for loss of or damage or consequential loss resulting or arising","False","False","False","False","paragraph"
"from","False","False","True","True","paragraph"
"ionising radiation or contamination by radioactivity from any irradiated nuclear fuel","False","False","True","False","paragraph"
"or from any nuclear waste from the combustion of nuclear fuel","False","False","True","False","paragraph"
"the radioactive toxic explosive or other hazardous properties of any explosive","False","False","True","False","paragraph"
"nuclear assembly or its nuclear component.","False","False","True","False","paragraph"
"Sonic bangs exclusion","False","True","True","False","heading"
"We will not cover you for damage by pressure waves caused by aircraft and other aerial","False","False","False","False","paragraph"
"devices travelling at sonic or supersonic speeds.","False","False","True","False","paragraph"
"Terrorism and Northern Ireland exclusion","False","True","True","False","heading"
"We will not cover you for loss, damage, cost or expense of any nature directly or","False","False","False","False","paragraph"
"indirectly caused by, resulting from or in connection with","False","False","True","False","paragraph"
"In England, Scotland, Wales, the Channel Islands and the Isle of Man","False","False","True","True","paragraph"
"a) any act of terrorism, regardless of any other cause or event contributing","False","False","False","False","paragraph"
"concurrently or in any other sequence to the loss","False","False","True","False","paragraph"
"b) any action taken in controlling, preventing, suppressing or in any way relating to","False","False","False","False","paragraph"
"any act of terrorism.","False","False","False","False","paragraph"
"in Northern Ireland","False","False","True","True","paragraph"
"a) any act of terrorism, regardless of any other cause or event contributing","False","False","False","False","paragraph"
"concurrently or in any other sequence to the loss","False","False","True","False","paragraph"
"b) any action taken in controlling, preventing, suppressing or in any way relating to","False","False","False","False","paragraph"
"any act of terrorism","False","False","False","False","paragraph"
"c) riot, civil commotion and (except for damage or interruption to the business","False","False","False","False","paragraph"
"caused by fire or explosion) strikers, locked-out workers or people taking part in","False","False","True","False","paragraph"
"labour disturbances or malicious people.","False","False","True","False","paragraph"
"If any of the points above are found to be invalid or unenforceable, the remainder shall","False","False","True","False","paragraph"
"remain in full force and effect.","False","False","True","False","paragraph"
"In any action, law suit or other proceedings or where we state that any loss, damage,","False","False","False","False","paragraph"
"cost or expense is not covered by this section it will be your responsibility to prove that","False","False","True","False","paragraph"
"they are covered.","False","False","True","False","paragraph"
"Page 185 of 186","False","False","False","True","paragraph"
"Theft from unattended vehicle exclusion","False","True","True","False","heading"
"We will not cover you for theft or attempted theft of own plant tools and equipment","False","False","False","False","paragraph"
"while contained in an unattended vehicle or trailer, unless there is evidence of forcible","False","False","True","False","paragraph"
"and violent entry to the vehicle or trailer","False","False","True","False","paragraph"
"Unexplained losses","False","True","True","False","heading"
"We will not cover you for unexplained disappearance or inventory shortage.","False","False","True","False","paragraph"
"Unsecured storage exclusion","False","True","True","False","heading"
"We will not cover you for damage to own plant tools and equipment away from the site","False","False","False","False","paragraph"
"of any contract, unless it is being kept within a securely locked store or enclosed yard.","False","False","True","False","paragraph"
"War risk exclusion","False","True","True","False","heading"
"We will not cover","False","False","True","False","paragraph"
"any claims caused by or happening through war, invasion, act of foreign enemy","False","False","True","False","paragraph"
"hostilities (whether war is declared or not) civil war, rebellion, revolution,","False","False","True","False","paragraph"
"insurrection or military or usurped power","False","False","True","False","paragraph"
"confiscation, nationalisation, requisition or destruction of or damage to property by","False","False","False","False","paragraph"
"or under the order of any government or public or local authority.","False","False","True","False","paragraph"
"Wear and tear exclusion","False","True","True","False","heading"
"We will not cover you for","False","False","False","False","paragraph"
"damage due to wear and tear or gradual deterioration, rust, action of light or","False","False","False","False","paragraph"
"atmospheric conditions","False","False","True","False","paragraph"
"the cost of normal upkeep, cleaning or normal repairs.","False","False","True","False","paragraph"
"AXA Business Insurance - Own plant tools and equipment section – Tradesmen - What is not covered Go to Contents page","False","False","False","False","paragraph"
"Page 186 of 186","False","False","False","True","paragraph"
