"line","word_count","font_size","is_bold","color","title_case","label"
"tion that puts them on the path to a well-paying job and, ultimately, a fulfilling career. The Budget","18","13.365","False","#000000","False","paragraph"
"promotes formal apprenticeships, an evidence-based system that allows individuals to “earn-while","11","13.365","False","#000000","False","paragraph"
"they learn.” The Budget also makes important investments in science, technology, engineering, and","13","13.365","False","#000000","False","paragraph"
"mathematics (STEM) education in K-12 schools, and supports career and technical education in high","14","13.365","False","#000000","False","paragraph"
"schools and postsecondary institutions.","4","13.365","False","#000000","False","paragraph"
"Promoting School Choice. So many of America’s poorest children—especially African-American","10","13.365","False","#000000","False","paragraph"
"and Hispanic children—attend failing public schools that afford them little hope of fulfilling their","14","13.365","False","#000000","False","paragraph"
"great potential. That is why families should be free to choose the public, private, charter, magnet,","16","13.365","False","#000000","False","paragraph"
"religious, or home school option that is right for them. The Budget empowers parents, especially of","16","13.365","False","#000000","False","paragraph"
"our disadvantaged youth, to choose the very best school for their children.","12","13.365","False","#000000","False","paragraph"
"* * * * *","5","12.38","False","#000000","True","paragraph"
"The Budget reflects our commitment to the safety, prosperity, and security of the American people.","15","13.365","False","#000000","False","paragraph"
"The more room our economy has to grow, and the more American companies are freed from constrict-","17","13.365","False","#000000","False","paragraph"
"ing over-regulation, the stronger and safer we become as a Nation.","11","13.365","False","#000000","False","paragraph"
"It is now up to the Congress to act. I pledge my full cooperation in unleashing the incredible and","19","13.365","False","#000000","False","paragraph"
"unparalleled potential of the American people. There is no limit to the promise of America when we","17","13.365","False","#000000","False","paragraph"
"keep our commitments to our fellow Americans and continue to put their interests first. Working","15","13.365","False","#000000","False","paragraph"
"together, we will do just that.","6","13.365","False","#000000","False","paragraph"
"The WhiTe hoUse,","3","10.206","False","#000000","False","paragraph"
"febrUary 2018","2","10.206","False","#000000","False","paragraph"
"DONALD J. TRUMP","3","13.365","False","#000000","True","paragraph"
